,token,transaction,timestamp
135,299083507618531825675887646341534948811,2.0,2022-11-18T15:31:45Z
136,109496104534002194103991260945075706662,1.0,2022-11-18T15:31:45Z
137,288565322644758924959020237919983892169,1.1,2022-11-18T15:31:45Z
138,273293184613740515948920495418587421819,2.199,2022-11-18T15:31:45Z
139,206213799989378388221097838191018627650,1.9999,2022-11-18T15:31:45Z
140,249508331706627587929737665070980172421,2.2,2022-11-18T15:31:45Z
141,117764547015628998257271388476908441508,1.99,2022-11-18T15:31:45Z
142,65718682355664731523060611621956783195,6.0,2022-11-18T15:31:45Z
143,308505221807742639848108856403885777493,3.8,2022-11-18T15:31:45Z
144,94086570891672435221917234909282036150,1.4,2022-11-18T15:31:45Z
145,227323344547960280670318753176433708454,1.45,2022-11-18T15:31:45Z
146,126643325883090143442169766563653574437,2.0,2022-11-18T15:31:45Z
147,294137762981941428896751766675359093631,1.29,2022-11-18T15:31:45Z
148,12143709580256322787376420220417496153,1.5,2022-11-18T15:31:45Z
149,165574454522753983864167218829911164948,1.8,2022-11-18T15:31:45Z
150,184040223019459591644495812126898809756,2.0,2022-11-18T15:31:45Z
151,206213799989378388221097838191018627650,1.75,2022-11-18T15:31:45Z
152,306270738645280123443503421029453837197,2.0,2022-11-18T15:31:45Z
153,123966801204483490005195997610206709490,2.5,2022-11-18T15:31:45Z
154,101364977281622555348129377654272439295,3.0,2022-11-18T15:31:45Z
155,221239745877767089109924590168234409057,1.8,2022-11-18T15:31:45Z
156,138685199420311140257351233096491129832,3.5,2022-11-18T15:31:45Z
157,202623804387639357990906443001413866600,2.0,2022-11-18T15:31:45Z
158,179237274614938661949020790760638642339,27.0,2022-11-18T15:31:45Z
159,68989795874337000760278026093504272388,3.0,2022-11-18T15:31:45Z
160,174987961108579469399267606731672778319,3.0,2022-11-18T15:31:45Z
161,228943220530576181796329721377174360027,1.41,2022-11-18T15:31:45Z
162,153892262769361034987386057777296717246,3.5,2022-11-18T15:31:45Z
163,37702674185315573086931023392380749494,2.0,2022-11-18T15:31:45Z
164,278016096003009717294772184022045487560,2.5,2022-11-18T15:31:45Z
165,237940915614527887913645178910463971041,4.0,2022-11-18T15:31:45Z
166,289470677066175954018091588407777075413,2.0,2022-11-18T15:31:45Z
167,118947481646244662421328219725681204112,1.9,2022-11-18T15:31:45Z
168,185048240258209160757571269805430654504,3.17,2022-11-18T15:31:45Z
169,123644835065405075453938193123031348283,3.1,2022-11-18T15:31:45Z
170,268191515553476960588693896454755238021,3.5,2022-11-18T15:31:45Z
171,274608492175879534728823600387695055377,2.4,2022-11-18T15:31:45Z
172,196753963149438886152206930705715492626,3.9,2022-11-18T15:31:45Z
173,197377466619771178811800126145411054037,3.0,2022-11-18T15:31:45Z
174,127318212748119060100963121062632301808,2.45,2022-11-18T15:31:45Z
175,102257381777461126197756078745835836152,2.73,2022-11-18T15:31:45Z
176,38511239993766917822299999965551772097,4.0,2022-11-18T15:31:45Z
177,30376386178349782563022273087225318233,4.5,2022-11-18T15:31:45Z
178,126199519240081958649436090113620158423,5.0,2022-11-18T15:31:45Z
179,90776770235693843742521227644346218592,2.9,2022-11-18T15:31:45Z
180,202341939516405934090895952650047469994,2.8,2022-11-18T15:31:45Z
181,224527745306555662725200878495924602600,2.8,2022-11-18T15:31:45Z
182,19218882251716013332604121138156578551,1.5,2022-11-18T15:31:45Z
183,322371392340560664771080519863380755049,2.39,2022-11-18T15:31:45Z
184,315764518689820879119315462373154185729,2.25,2022-11-18T15:31:45Z
185,307181186705360843205481093120134073797,2.3,2022-11-18T15:31:45Z
186,92381885268534201773698844427038549974,3.2,2022-11-18T15:31:45Z
187,322371392340560664771080519863380755049,2.0,2022-11-18T15:31:45Z
188,317415062080696333222353173024895294852,3.1,2022-11-18T15:31:45Z
189,333459235258789776445019105062705969116,1.4,2022-11-18T15:31:45Z
190,315764518689820879119315462373154185729,1.9,2022-11-18T15:31:45Z
191,258133821033439395254670016690853138256,2.5,2022-11-18T15:31:45Z
192,208136261706090255968625563520049156151,2.4,2022-11-18T15:31:45Z
193,167363561922059845212986738796778831553,2.5,2022-11-18T15:31:45Z
194,293584367764814307322413715387928943814,2.5,2022-11-18T15:31:45Z
195,123610661592056903712438753620120703695,2.3,2022-11-18T15:31:45Z
196,123610661592056903712438753620120703695,2.0,2022-11-18T15:31:45Z
197,89926168619655933224478989044897471930,2.4,2022-11-18T15:31:45Z
198,89406691362344721141766746172307677659,2.0,2022-11-18T15:31:45Z
199,156290966791478158641499172705359211586,2.35,2022-11-18T15:31:45Z
200,254404101224444226976993306483444013117,2.75,2022-11-18T15:31:45Z
201,195366098040180767496849340190237522191,2.5,2022-11-18T15:31:45Z
202,162224051639821251507886162648230185896,2.0,2022-11-18T15:31:45Z
203,330582093149623794773631203603149357669,2.2,2022-11-18T15:31:45Z
204,119487144144046210277491187717908887439,2.4,2022-11-18T15:31:45Z
205,156290966791478158641499172705359211586,2.2,2022-11-18T15:31:45Z
206,199713923759330552920912702836530518433,2.2,2022-11-18T15:31:45Z
207,131205289475361844596068450524626913370,2.5,2022-11-18T15:31:45Z
208,114442515371568930083331546035287608501,2.9,2022-11-18T15:31:45Z
209,33087924015053068057054987901980807622,2.0,2022-11-18T15:31:45Z
210,43868995519479339209260122520108680002,2.0,2022-11-18T15:31:45Z
211,11630682458701978949519925665793578802,2.3,2022-11-18T15:31:45Z
212,207895305361473745891799590018122352737,5.0,2022-11-18T15:31:45Z
213,329160370505669419612071968774757828821,4.0,2022-11-18T15:31:45Z
214,37756262340428414711722749794257564696,2.0,2022-11-18T15:31:45Z
215,85953713235423483595142113132486727857,1.85,2022-11-18T15:31:45Z
216,29256566150593983654714412726034436666,1.0,2022-11-18T15:31:45Z
217,99545203450097026610240308234329094500,2.0,2022-11-18T15:31:45Z
218,87212440763586424923162583390799302346,2.0,2022-11-18T15:31:45Z
219,170643776599569140955884556513697910184,2.0,2022-11-18T15:31:45Z
220,53099165077416343172525117903491352030,2.0,2022-11-18T15:31:45Z
221,112980992669291132405696372716811956179,2.35,2022-11-18T15:31:45Z
222,182352774528545448825895104407421611598,1.999,2022-11-18T15:31:45Z
223,161444937959689613852862818893616357679,1.89,2022-11-18T15:31:45Z
224,157708092103093059127562507198905679150,1.8,2022-11-18T15:31:45Z
225,9046357475229239889175497561747058781,1.8,2022-11-18T15:31:45Z
226,247642995485469696775026587919273359155,1.9,2022-11-18T15:31:45Z
227,102066547029885046357883228027982952532,1.4,2022-11-18T15:31:45Z
228,58065382400660482095072470307201798319,4.0,2022-11-18T15:31:45Z
229,325839313804134633235677983713846573099,1.0,2022-11-18T15:31:45Z
230,255252648467486970245943182066864042892,1.2,2022-11-18T15:31:45Z
231,228850136173051245533531609630163015023,15.0,2022-11-18T15:31:45Z
232,257241894171330579248861265950737025936,3.0,2022-11-18T15:31:45Z
233,227203919943846827811317981740232788148,1.5,2022-11-18T15:31:45Z
234,200618057557064965264158569205018640555,5.0,2022-11-18T15:31:45Z
235,154338463462039349362445815297050825038,10.0,2022-11-18T15:31:45Z
236,77237411254687680412983911415370094323,5.0,2022-11-18T15:31:45Z
237,7383138774051042547551249515162638754,1.0,2022-11-18T15:31:45Z
238,218512840682298750008303996991475469191,3.0,2022-11-18T15:31:45Z
239,180843067525611194682103696973101499301,1.35,2022-11-18T15:31:45Z
240,77237411254687680412983911415370094323,2.0,2022-11-18T15:31:45Z
241,291929055518628778982080663244674651728,2.5,2022-11-18T15:31:45Z
242,198027157159659414199089259817115265154,1.39,2022-11-18T15:31:45Z
243,162015571498748712771490660874668245135,5.69,2022-11-18T15:31:45Z
244,70627080588948074726261843297272848404,2.5,2022-11-18T15:31:45Z
245,139159040620891395217906021083777244206,1.5,2022-11-18T15:31:45Z
246,174312970373744714417822008312806400997,1.0,2022-11-18T15:31:45Z
247,116985812899425774586074410215257594148,1.2,2022-11-18T15:31:45Z
248,330601744999757302488370800905361990066,1.5,2022-11-18T15:31:45Z
249,132209585295863405121155635827703845111,1.0,2022-11-18T15:31:45Z
250,168176095413568907693337077748801547678,1.0,2022-11-18T15:31:45Z
251,107253215834338609761685570181001214389,79.5,2022-11-18T15:31:45Z
252,244995480890244933535726153256927323193,1.4,2022-11-18T15:31:45Z
253,162995010644368399491517006106444420413,1.0,2022-11-18T15:31:45Z
254,34007869476459516415607044518310415423,1.4,2022-11-18T15:31:45Z
255,156290966791478158641499172705359211586,1.2,2022-11-18T15:31:45Z
256,129015805491573749311430830964463272248,1.5,2022-11-18T15:31:45Z
257,228060703537881400269848722707686713488,1.6,2022-11-18T15:31:45Z
258,77237411254687680412983911415370094323,5.0,2022-11-18T15:31:45Z
259,199713923759330552920912702836530518433,1.0,2022-11-18T15:31:45Z
260,87986583211362526913222423377001574673,1.78,2022-11-18T15:31:45Z
261,136259683962182761106873792467878348649,1.6,2022-11-18T15:31:45Z
262,220872679676275125363532363958952555146,1.5,2022-11-18T15:31:45Z
263,299422668961047378424929033397765868835,4.0,2022-11-18T15:31:45Z
264,121470406185429042214161912479467202328,2.5,2022-11-18T15:31:45Z
265,197641424065732492879944527567174709298,2.9,2022-11-18T15:31:45Z
266,293627875306286197176367157389368536806,10.0,2022-11-18T15:31:45Z
267,208649899638647072368582721954240204258,3.0,2022-11-18T15:31:45Z
268,152971804782478179575853389740497072269,3.6,2022-11-18T15:31:45Z
269,176129964166935505216180368984220335477,3.9,2022-11-18T15:31:45Z
270,330327607030749558978962987026921218078,3.0,2022-11-18T15:31:45Z
271,108730041208952579116909631989830295842,1.3,2022-11-18T15:31:45Z
272,315999985529219559398971289681498513411,2.0,2022-11-18T15:31:45Z
273,181236573025030726769591194986469614556,1.99,2022-11-18T15:31:45Z
274,333083502669546807988668751459966706765,1.0,2022-11-18T15:31:45Z
275,66137473387776869274755938987207318870,1.4,2022-11-18T15:31:45Z
276,35740184208312808071858731412523992143,1.0,2022-11-18T15:31:45Z
277,32223743510860181304729399360550140957,1.25,2022-11-18T15:31:45Z
278,209212643359277681522545856821609709928,1.25,2022-11-18T15:31:45Z
279,132552402064302247300629503904680228557,3.5,2022-11-18T15:31:45Z
280,24194530285847192692427004300213125961,1.35,2022-11-18T15:31:45Z
281,144110740620834723634590933381267715793,2.0,2022-11-18T15:31:45Z
282,13189423381603556726388264761989816689,1.0,2022-11-18T15:31:45Z
283,238287508125984913710082192466604677598,1.5,2022-11-18T15:31:45Z
284,296977747220494039990801350604446714510,1.0,2022-11-18T15:31:45Z
285,72338923061457404944512764758985552620,1.5,2022-11-18T15:31:45Z
286,211593236123589846220659380042727100366,4.0,2022-11-18T15:31:45Z
287,142078067269078584102445939208459839330,1.0,2022-11-18T15:31:45Z
288,325139015391824032099237727343678805695,5.0,2022-11-18T15:31:45Z
289,14992944691939421366748184247253159371,1.75,2022-11-18T15:31:45Z
290,110988364351217283542276763556068953775,1.63,2022-11-18T15:31:45Z
291,320562985418155270645809997339060468381,3.0,2022-11-18T15:31:45Z
292,193961098877714465046387857030822538878,10.0,2022-11-18T15:31:45Z
293,338837818364986836262173237975583571396,1.72,2022-11-18T15:31:45Z
294,121039120325387496785223761794777315401,2.09,2022-11-18T15:31:45Z
295,245569818754774247631645146387514863483,1.5,2022-11-18T15:31:45Z
296,285923647672175145478665123285740114909,1.5,2022-11-18T15:31:45Z
297,325139015391824032099237727343678805695,1.5,2022-11-18T15:31:45Z
298,259383147496250463752274786121006339220,1.5,2022-11-18T15:31:45Z
299,279883082460058403362056782946922655232,3.0,2022-11-18T15:31:45Z
300,254460883051306464196496750648496418612,3.9,2022-11-18T15:31:45Z
301,73502644356143770126655765392231972349,2.2,2022-11-18T15:31:45Z
302,110988364351217283542276763556068953775,1.5,2022-11-18T15:31:45Z
303,198965459914115318675475121803887238294,4.7,2022-11-18T15:31:45Z
304,269863070718647980243206519479010607455,1.0,2022-11-18T15:31:45Z
305,120657859317166781107705305494652914553,1.5,2022-11-18T15:31:45Z
306,118790234291712728942136207091476538595,18.0,2022-11-18T15:31:45Z
307,247291545948143370259339226964092956996,1.5,2022-11-18T15:31:45Z
308,249854457417738355278335794199603062220,5.69,2022-11-18T15:31:45Z
309,95298371566175409046726360004974330336,2.0,2022-11-18T15:31:45Z
310,205407955925767483318260067316669281403,2.2,2022-11-18T15:31:45Z
311,330064251457833697348507299710216558807,6.1,2022-11-18T15:31:45Z
312,38199186932256248092931532871959904872,2.9,2022-11-18T15:31:45Z
313,229431548982295720437239995634659938844,1.99,2022-11-18T15:31:45Z
314,329105153885503998452715584166866626067,3.0,2022-11-18T15:31:45Z
315,170223883780274538358458452220794177669,6.0,2022-11-18T15:31:45Z
316,303274456884604875716581294868081138294,2.9,2022-11-18T15:31:45Z
317,121470406185429042214161912479467202328,2.0,2022-11-18T15:31:45Z
318,139551437134223171836921859687242189118,4.5,2022-11-18T15:31:45Z
319,228659951337396042033493357555222453488,1.5,2022-11-18T15:31:45Z
320,217640064621712607866597707417754511537,2.0,2022-11-18T15:31:45Z
321,115506107322372651345375600691952592507,2.0,2022-11-18T15:31:45Z
322,161027331145553252026679624827995083749,0.5,2022-11-18T15:31:45Z
323,217063199703700529230042345356111787024,1.0,2022-11-18T15:31:45Z
324,217063199703700529230042345356111787024,1.0,2022-11-18T15:31:45Z
325,60434755097400959441431917309856316817,2.2,2022-11-18T15:31:45Z
326,246789344752169334681281201063621727950,1.6,2022-11-18T15:31:45Z
327,201984739028953230542907992294569932796,8.0,2022-11-18T15:31:45Z
328,190201876319274397063159252828573434932,2.49,2022-11-18T15:31:45Z
329,59076943779632177390126371102189088861,6.0,2022-11-18T15:31:45Z
330,186441147859843832763485221859593379031,3.9,2022-11-18T15:31:45Z
331,212698259138648935488810326064364821642,2.0,2022-11-18T15:31:45Z
332,280188340037549169917552688619062286320,2.0,2022-11-18T15:31:45Z
333,86438394273893494242903069141826690264,12.0,2022-11-18T15:31:45Z
334,233605803168292910036753159412278633301,14.0,2022-11-18T15:31:45Z
335,4317875002335572632624341633854500616,2.5,2022-11-18T15:31:45Z
336,240004809886620980519586339479933096699,2.0,2022-11-18T15:31:45Z
337,268526690810635833838894486337497395524,2.0,2022-11-18T15:31:45Z
338,265919343587001072352591143069224817976,2.5,2022-11-18T15:31:45Z
339,140104247044870239864327814768745491572,2.0,2022-11-18T15:31:45Z
340,51227996924758438059829800009368816421,2.5,2022-11-18T15:31:45Z
341,203469358325910770888535433911991719677,3.1,2022-11-18T15:31:45Z
342,50843292814923487358910988659411218192,0.1,2022-11-18T15:31:45Z
343,77806240381956156761801648902005514292,2.0,2022-11-18T15:31:45Z
344,30443960644592591566353087817878792323,9.0,2022-11-18T15:31:45Z
345,214051986175065784255134295863695297301,2.0,2022-11-18T15:31:45Z
346,115174353252734037844422091110320933021,2.5,2022-11-18T15:31:45Z
347,148485970396293525933492675539246555007,2.9,2022-11-18T15:31:45Z
348,49747532056371188253997607048968561214,12.0,2022-11-18T15:31:45Z
349,176235908037640909979558172691930171111,12.0,2022-11-18T15:31:45Z
350,99084968847957946699383957452128263304,7.0,2022-11-18T15:31:45Z
351,32840449079161728752230211775703126529,2.5,2022-11-18T15:31:45Z
352,275829093999368345165101741352022676739,5.0,2022-11-18T15:31:45Z
353,258228351968156379771422787379756847727,1.0,2022-11-18T15:31:45Z
354,268452654215229321842162323805509206008,2.5,2022-11-18T15:31:45Z
355,192687065428216314310489954669663106591,2.8,2022-11-18T15:31:45Z
356,235646888465445325834218196966147081590,1.5,2022-11-18T15:31:45Z
357,14658809710383388107722728742526596274,1.499,2022-11-18T15:31:45Z
358,31635015869401765533043742064965656894,1.45,2022-11-18T15:31:45Z
359,300608106528256011476912589854177517815,1.0,2022-11-18T15:31:45Z
360,36585257175714470720127294324148828691,1.0,2022-11-18T15:31:45Z
361,160854804644779706078334590116715280186,1.0,2022-11-18T15:31:45Z
362,235676778329872216654834093106821210329,6.0,2022-11-18T15:31:45Z
363,231415571607579599577000307748032314264,4.0,2022-11-18T15:31:45Z
364,165837695400531357159129940985810740722,2.0,2022-11-18T15:31:45Z
365,164937712670095635363564902941875263941,1.63,2022-11-18T15:31:45Z
366,235646888465445325834218196966147081590,1.0,2022-11-18T15:31:45Z
367,133655611807572315316336051321963029815,29.0,2022-11-18T15:31:45Z
368,67079715150436090710205924769846503952,1.5,2022-11-18T15:31:45Z
369,311518436683059841111829818873453758003,1.8,2022-11-18T15:31:45Z
370,193346934778722593861602620985656454006,1.65,2022-11-18T15:31:45Z
371,260343441072246594444406855417174572426,1.6,2022-11-18T15:31:45Z
372,268320168378023390073819570683299915350,1.5,2022-11-18T15:31:45Z
373,308826907369682213302459049647297324554,1.8,2022-11-18T15:31:45Z
374,3214143236397568809518107749594588016,1.8,2022-11-18T15:31:45Z
375,190540194236184419409582586426220751635,1.5,2022-11-18T15:31:45Z
376,309764449145010467944679812738757411575,1.0,2022-11-18T15:31:45Z
377,32840449079161728752230211775703126529,1.0,2022-11-18T15:31:45Z
378,316217138150348243160476695077712098650,10.0,2022-11-18T15:31:45Z
379,14189785658623994299165905953103721524,2.0,2022-11-18T15:31:45Z
380,340262180947084761380024914050262554802,2.0,2022-11-18T15:31:45Z
381,196048473401317749229474577297256785897,1.9,2022-11-18T15:31:45Z
382,194864355160020485508944123631540412204,2.8,2022-11-18T15:31:45Z
383,22032584177121872083498625844278038263,1.5,2022-11-18T15:31:45Z
384,187592410781534890515514580771836540005,2.0,2022-11-18T15:31:45Z
385,248341858683677164049164209368060569056,1.0,2022-11-18T15:31:45Z
386,159638851116636024693644035393355407015,6.2,2022-11-18T15:31:45Z
387,329549860834603271204087057067328298402,2.8,2022-11-18T15:31:45Z
388,235089709695840161157824347605635559358,2.1,2022-11-18T15:31:45Z
389,150554710743287802051072496156056834615,1.94,2022-11-18T15:31:45Z
390,237916421537191686019647057257148945466,9.0,2022-11-18T15:31:45Z
391,81864669251241884907494820064707357223,1.9,2022-11-18T15:31:45Z
392,276828647543589814587952642193542075326,10.0,2022-11-18T15:31:45Z
393,193393882263658726919273745784813510342,3.4,2022-11-18T15:31:45Z
394,7134906012579456481375275597529958778,1.6,2022-11-18T15:31:45Z
395,274161232544314097916479871107973846973,2.2,2022-11-18T15:31:45Z
396,165163129425731566468153656729412918395,2.0,2022-11-18T15:31:45Z
397,154825354537232958108046732978273178415,1.2,2022-11-18T15:31:45Z
398,185048240258209160757571269805430654504,2.99,2022-11-18T15:31:45Z
