,Name,Sign,Type,Definition,Other_words,Indexes,No_words
20,neurochirurg,"(1, 1)",rzeczownik,lekarz specjalista zajmujący się operacjami układu nerwowego ,"['lekarz', 'specjalista', 'zajmować się', 'operacja', 'układ nerwowy']",,5
21,neurochirurg,"(2, 1)",rzeczownik,lekarka  -  specjalistka w zakresie neurochirurgii ,"['lekarka', 'specjalistka', 'w', 'zakres', 'neurochirurgia']",,6
22,neurochirurgia,"(1, 1)",rzeczownik,dział medycyny zajmujący się leczeniem operacyjnym i diagnostyką części chorób układu nerwowego ;  zob. też neurochirurgia w Wikipedii ,"['dział', 'medycyna', 'zajmować się', 'leczenie', 'operacyjny', 'i', 'diagnostyka', 'część', 'choroba', 'układ nerwowy']",,12
23,neurochirurgiczny,"(1, 1)",przymiotnik relacyjny,z neurochirurgią ,"['z', 'neurochirurgia']",,2
24,neurocybernetyczny,"(1, 1)",przymiotnik,"do neurocybernetyki ,  związany z neurocybernetyką ","['do', 'neurocybernetyka', 'związany', 'z', 'neurocybernetyka']",,6
25,neurocybernetyka,"(1, 1)",rzeczownik,"cybern. dział biocybernetyki ,  cybernetyka modeli neurologicznych ;  zob. też neurocybernetyka w Wikipedii ","['dział', 'biocybernetyka', 'cybernetyka', 'model', 'neurologiczny']",['cybern.'],9
26,neurocybernetyka,"(2, 1)",rzeczownik,i B. lp od: neurocybernetyk ,['neurocybernetyk'],['B.'],5
27,neurodermatoza,"(1, 1)",rzeczownik,med. zob. atopowe zapalenie skóry ,[],"['med.', 'zob.']",3
28,neurofizjologia,"(1, 1)",rzeczownik,med. fizjologia układu nerwowego ,"['fizjologia', 'układ nerwowy']",['med.'],3
29,neurohormon,"(1, 1)",rzeczownik,biochem. hormon wytwarzany przez tkankę nerwową ;  zob. też neurohormony w Wikipedii ,"['hormon', 'wytwarzać', 'przez', 'tkanka', 'nerwowy']",['biochem.'],8
30,neurohormonalny,"(1, 1)",przymiotnik relacyjny,biochem. dotyczący neurohormonów ,"['dotyczyć', 'neurohormon']",['biochem.'],3
31,neurokognitywistyczny,"(1, 1)",przymiotnik,neurokognitywistyki ,['neurokognitywistyka'],,1
32,neurokognitywistyka,"(1, 1)",rzeczownik,nauk. dziedzina łącząca psychologię z wiedzą na temat funkcjonowania mózgu ,"['dziedzina', 'łączyć', 'psychologia', 'z', 'wiedza', 'na temat', 'funkcjonowanie', 'mózg']",['nauk.'],9
33,neuroleptyk,"(1, 1)",rzeczownik,"med. farm. lek psychotropowy ,  który stosuje się w leczeniu psychoz i nerwic ","['lek', 'psychotropowy', 'który', 'stosować', 'się', 'w', 'leczenie', 'psychoza', 'i', 'nerwica']","['med.', 'farm.']",13
34,neurolog,"(1, 1)",rzeczownik,"lekarz specjalista zajmujący się profilaktyką ,  rozpoznawaniem i leczeniem chorób układu nerwowego ","['lekarz', 'specjalista', 'zajmować się', 'profilaktyka', 'rozpoznawanie', 'i', 'leczenie', 'choroba', 'układ nerwowy']",,10
35,neurolog,"(2, 1)",rzeczownik,lekarka specjalistka neurologii ,"['lekarka', 'specjalistka', 'neurologia']",,3
36,neurologia,"(1, 1)",rzeczownik,dział medycyny zajmujący się schorzeniami układu nerwowego ;  zob. też neurologia w Wikipedii ,"['dział', 'medycyna', 'zajmować się', 'schorzenie', 'układ nerwowy']",,7
37,neurologiczny,"(1, 1)",przymiotnik relacyjny,med. dotyczący neurologii ,"['dotyczyć', 'neurologia']",['med.'],3
38,neurologopedia,"(1, 1)",rzeczownik,logopedii zajmujący się wadami mowy związanymi z uszkodzeniem układu nerwowego ,"['logopedia', 'zajmować się', 'wada', 'mowa', 'związany', 'z', 'uszkodzenie', 'układ', 'nerwowy']",,9
39,neuron,"(1, 1)",rzeczownik,rodzaj elektrycznie pobudliwej komórki zdolnej do przetwarzania i przewodzenia informacji ;  zob. też neuron w Wikipedii ,"['rodzaj', 'elektrycznie', 'pobudliwy', 'komórka', 'zdolny', 'do', 'przetwarzanie', 'i', 'przewodzenie', 'informacja']",,12
40,neuronowy,"(1, 1)",przymiotnik relacyjny,"z neuronem ,  dotyczący neuronu ","['z', 'neuron', 'dotyczyć', 'neuron']",,5
41,neuropata,"(1, 1)",rzeczownik,"med. człowiek cierpiący na neuropatię ,  podatny na schorzenia nerwowe ","['człowiek', 'cierpieć', 'na', 'neuropatia', 'podatny', 'na', 'schorzenie', 'nerwowy']",['med.'],10
42,neuropatia,"(1, 1)",rzeczownik,"stan chorobowy dotykający nerwy ,  zaburzający przewodzenie informacji ruchowych i czuciowych wzdłuż włókien nerwowych ,  wywołujący ból ,  drętwienie ,  mrowienie ,  uczucie palenia i osłabienia kończyn ;  zob. też neuropatia w Wikipedii ","['stan', 'chorobowy', 'dotykać', 'nerw', 'zaburzać', 'przewodzenie', 'informacja', 'ruchowy', 'i', 'czuciowy', 'wzdłuż', 'włókno', 'nerwowych', 'wywoływać', 'ból', 'drętwienie', 'mrowienie', 'uczucie', 'palenie', 'i', 'osłabienie', 'kończyna']",,29
43,neuropatka,"(1, 1)",rzeczownik,"med. kobieta cierpiąca na neuropatię ,  podatna na schorzenia nerwowe ","['kobieta', 'cierpieć', 'na', 'neuropatia', 'podatny', 'na', 'schorzenie', 'nerwowy']",['med.'],10
44,neuropatolog,"(1, 1)",rzeczownik,med. specjalista w dziedzinie neuropatologii ,"['specjalista', 'w', 'dziedzina', 'neuropatologia']",['med.'],5
45,neuropatologiczny,"(1, 1)",przymiotnik relacyjny,"med. związany z neuropatologią ,  dotyczący neuropatologii ","['związać', 'z', 'neuropatologia', 'dotyczyć', 'neuropatologia']",['med.'],7
46,neuropatyczny,"(1, 1)",przymiotnik,z neuropatią ,"['z', 'neuropatia']",,2
47,neuroplastyczność,"(1, 1)",rzeczownik,układu nerwowego do regeneracji i restrukturyzacji neuronów ,"['układ nerwowy', 'do', 'regeneracja', 'i', 'restrukturyzacja', 'neuron']",,6
48,neuroprzekaźnik,"(1, 1)",rzeczownik,"biol. substancja wydzielana przez synapsy komórek nerwowych ,  która umożliwia przekazywanie sygnałów pomiędzy komórkami nerwowymi ","['substancja', 'wydzielać', 'przez', 'synapsa', 'komórka', 'nerwowy', 'który', 'umożliwiać', 'przekazywanie', 'sygnał', 'pomiędzy', 'komórka nerwowa']",['biol.'],14
49,neuropsychiatra,"(1, 1)",rzeczownik,w dziedzinie neuropsychiatrii ,"['w', 'dziedzina', 'neuropsychiatria']",,3
50,neuropsychiatryczny,"(1, 1)",przymiotnik,"neuropsychiatrii ,  związany z zaburzeniami psychicznymi w organicznych chorobach układu nerwowego ","['neuropsychiatria', 'związany', 'z', 'zaburzenie', 'psychiczny', 'w', 'organiczny', 'choroba', 'układ nerwowy']",,10
51,neuropsychologiczny,"(1, 1)",przymiotnik relacyjny,"z neuropsychologią ,  dotyczący neuropsychologii ","['z', 'neuropsychologia', 'dotyczyć', 'neuropsychologia']",,5
52,neurorozwojowy,"(1, 1)",przymiotnik,rozwoju układu nerwowego ,"['rozwój', 'układ nerwowy']",,2
53,neurotoksyna,"(1, 1)",rzeczownik,biochem. substancja działająca destrukcyjnie na układ nerwowy ;  zob. też neurotoksyna w Wikipedii ,"['substancja', 'działać', 'destrukcyjny', 'na', 'układ nerwowy']",['biochem.'],8
54,neurotroficzny czynnik pochodzenia mózgowego,"(1, 1)",fraza rzeczownikowa,"wydzielane przez neurony ,  będące jednym z czynników wzrostu nerwów ;  zob. też neurotroficzny czynnik pochodzenia mózgowego w Wikipedii ","['wydzielać', 'przez', 'neuron', 'być', 'jeden', 'z', 'czynnik', 'wzrost', 'nerw']",,12
55,neurotropowy czynnik pochodzenia mózgowego,"(1, 1)",fraza rzeczownikowa,zob. neurotroficzny czynnik pochodzenia mózgowego ,[],['zob.'],2
56,neurotyczka,"(1, 1)",rzeczownik,:  neurotyk ,['neurotyk'],,2
57,neurotyczny,"(1, 1)",przymiotnik,skłonność do nerwicowych reakcji lub cierpiący na nerwicę ,"['skłonność', 'do', 'nerwicowy', 'reakcja', 'lub', 'cierpieć', 'na', 'nerwica']",,8
58,neurotyczny,"(1, 2)",przymiotnik,skutkiem zaburzeń nerwicowych ,"['skutek', 'zaburzenie', 'nerwicowy']",,3
59,neurotyczny,"(1, 3)",przymiotnik,niepokój ,['niepokój'],,1
60,neuroza,"(1, 1)",rzeczownik,med. zob. nerwica ,[],"['med.', 'zob.']",3
61,Neustria,"(1, 1)",rzeczownik,"geogr. hist. kraina historyczna ,  północno-zachodnia część państwa Franków ,  położona na północ od doliny Loary ;  zob. też Neustria w Wikipedii ","['kraina', 'historyczny', 'północno-zachodni', 'część', 'państwo', 'Frank', 'położyć', 'na', 'północ', 'od', 'dolina', 'Loara']","['geogr.', 'hist.']",18
62,neustryjski,"(1, 1)",przymiotnik relacyjny,"z Neustrią ,  dotyczący Neustrii ","['z', 'Neustria', 'dotyczyć', 'Neustria']",,5
63,neutralizować,"(1, 1)",czasownik przechodni niedokonany (dk. zneutralizować),"neutralnym ,  nieszkodliwym ","['neutralny', 'nieszkodliwy']",,3
64,neutralizować,"(1, 2)",czasownik przechodni niedokonany (dk. zneutralizować),czynić neutralnym jakiś kraj lub instytucję ,"['czynić', 'neutralny', 'jakiś', 'kraj', 'lub', 'instytucja']",,6
65,neutralizować,"(1, 3)",czasownik przechodni niedokonany (dk. zneutralizować),czynić chemicznie obojętnym ,"['czynić', 'chemicznie', 'obojętny']",,3
66,neutralizować,"(2, 1)",czasownik zwrotny niedokonany neutralizować się (dk. zneutralizować się),neutralnym ;  ulegać neutralizacji ,"['neutralny', 'ulegać', 'neutralizacja']",,4
67,neutralność,"(1, 1)",rzeczownik,"sytuacja państwa ,  które nie bierze udziału w wojnie toczącej się między innymi państwami ","['sytuacja', 'państwo', 'który', 'nie', 'brać', 'udział', 'w', 'wojna', 'toczyć się', 'między', 'inny', 'państwo']",,13
68,neutralność,"(1, 2)",rzeczownik,"się od udziału w toczącym się sporze ,  konflikcie ,  zatargu ","['się', 'od', 'udział', 'w', 'toczyć się', 'spór', 'konflikt', 'zatarg']",,10
69,neutralność,"(1, 3)",rzeczownik,"tego ,  co nie wyraża ocen i emocji ","['to', 'co', 'nie', 'wyrażać', 'ocena', 'i', 'emocja']",,8
70,neutralność,"(1, 4)",rzeczownik,żadnego wpływu w sensie fizycznym ,"['żaden', 'wpływ', 'w sensie', 'fizyczny']",,4
71,neutralność węglowa,"(1, 1)",fraza rzeczownikowa,ekol. polit. strategia kompensowania emisji dwutlenku węgla przez sekwestrację lub zakup kredytów węglowych ;  zob. też neutralność węglowa w Wikipedii ,"['strategia', 'kompensowanie', 'emisja', 'dwutlenek węgla', 'przez', 'sekwestracja', 'lub', 'zakup', 'kredyt', 'węglowy']","['ekol.', 'polit.']",14
72,neutralny,"(1, 1)",przymiotnik,",  który nie opowiada się za żadną ze stron w sporze ,  bezstronny ","['który', 'nie', 'opowiadać się', 'za', 'żaden', 'ze', 'strona', 'w', 'spór', 'bezstronny']",,12
73,neutralny,"(1, 2)",przymiotnik,",  który zachowuje neutralność polityczną ,  nie uczestniczy w wojnie między danymi państwami ","['który', 'zachowywać', 'neutralność', 'polityczny', 'nie', 'uczestniczyć', 'w', 'wojna', 'między', 'dany', 'państwo']",,13
74,neutralny,"(1, 3)",przymiotnik,",  który nie wyraża ocen ,  sądów lub emocji ","['który', 'nie', 'wyrażać', 'ocena', 'sąd', 'lub', 'emocja']",,9
75,neutralny,"(1, 4)",przymiotnik,",  który nie wywołuje skutków  ( w domyśle zwykle negatywnych ) ","['który', 'nie', 'wywoływać', 'skutek', 'w domyśle', 'zwykle', 'negatywny']",,10
76,neutrino,"(1, 1)",rzeczownik,"trwała cząstka elementarna ,  należąca do leptonów ,  mająca zerowy ładunek elektryczny i masę bliską zeru ;  zob. też neutrino w Wikipedii ","['trwały', 'cząstka', 'elementarny', 'należeć', 'do', 'lepton', 'mieć', 'zerowy', 'ładunek', 'elektryczny', 'i', 'masa', 'bliski', 'zero']",,18
77,neutrofilia,"(1, 1)",rzeczownik,med. zwiększenie liczby granulocytów obojętnochłonnych we krwi obwodowej ;  zob. też neutrofilia w Wikipedii ,"['zwiększenie', 'liczba', 'granulocyt', 'obojętnochłonny', 'we', 'krew', 'obwodowy']",['med.'],10
78,neutron,"(1, 1)",rzeczownik,cząstka złożona z dwóch kwarków dolnych i jednego górnego ;  zob. też neutron w Wikipedii ,"['cząstka', 'złożyć', 'z', 'dwa', 'kwark', 'dolny', 'i', 'jeden', 'górny']",,11
79,Nevada,"(1, 1)",rzeczownik,geogr. adm. stan w zachodniej części Stanów Zjednoczonych ze stolicą Carson City ;  zob. też Nevada w Wikipedii ,"['stan', 'w', 'zachodni', 'część', 'Stany Zjednoczone', 'ze', 'stolica', 'Carson City']","['geogr.', 'adm.']",12
80,Nevers,"(1, 1)",rzeczownik,"geogr. adm. miasto w środkowej Francji ,  w Burgundii ,  nad Loarą ;  zob. też Nevers w Wikipedii ","['miasto', 'w', 'środkowy', 'Francja', 'w', 'Burgundia', 'nad', 'Loara']","['geogr.', 'adm.']",14
81,Newa,"(1, 1)",rzeczownik,"geogr. hydrol. rzeka w europejskiej części Rosji ,  wypływająca z jeziora Ładoga i uchodząca do Zatoki Fińskiej ;  zob. też Newa w Wikipedii ","['rzeka', 'w', 'europejski', 'część', 'Rosja', 'wypływać', 'z', 'jezioro', 'Ładoga', 'i', 'uchodzić', 'do', 'Zatoka Fińska']","['geogr.', 'hydrol.']",18
82,newage'owy,"(1, 1)",przymiotnik,New Age'owi ,['New Age'],,1
83,newarski,"(1, 1)",przymiotnik relacyjny,"z Newarami ,  dotyczący Newarów ","['z', 'Newar', 'dotyczyć', 'Newar']",,5
84,newarski,"(2, 1)",rzeczownik,jęz. język  newarski;  zob. też język newarski w Wikipedii ,['język'],['jęz.'],4
85,newbie,"(1, 1)",rzeczownik,środ. inform. osoba początkująca w danej dziedzinie ;  zob. też newbie w Wikipedii ,"['osoba', 'początkujący', 'w', 'dany', 'dziedzina']","['środ.', 'inform.']",9
86,Newel,"(1, 1)",rzeczownik,"geogr. adm. miasto rejonowe w Rosji ,  w obwodzie pskowskim ,  położone nad jeziorem  Newel ;  zob. też Newel (Rosja) w Wikipedii ","['miasto', 'rejonowy', 'w', 'Rosja', 'w', 'obwód', 'pskowski', 'położyć', 'nad', 'jezioro']","['geogr.', 'adm.']",17
87,newelski,"(1, 1)",przymiotnik relacyjny,"z Newlem ,  dotyczący Newla ","['z', 'Newel', 'dotyczyć', 'Newel']",,5
88,newerski,"(1, 1)",przymiotnik relacyjny,"z Nevers ,  dotyczący Nevers ","['z', 'Nevers', 'dotyczyć', 'Nevers']",,5
89,newralgia,"(1, 1)",rzeczownik,nerwoból ,['nerwoból'],,1
90,newski,"(1, 1)",przymiotnik relacyjny,Newa ,['Newa'],,1
91,newsroom,"(1, 1)",rzeczownik,telewizyjnej redakcji programów informacyjnych ;  zob. też newsroom w Wikipedii ,"['telewizyjny', 'redakcja', 'program', 'informacyjny']",,6
92,New Hampshire,"(1, 1)",fraza rzeczownikowa,geogr. stan na wschodnim wybrzeżu Stanów Zjednoczonych ;  zob. też New Hampshire w Wikipedii ,"['stan', 'na', 'wschodni', 'wybrzeże', 'Stany Zjednoczone']",['geogr.'],8
93,New Jersey,"(1, 1)",fraza rzeczownikowa,geogr. adm. stan na północno-wschodnim wybrzeżu Stanów Zjednoczonych ;  zob. też New Jersey w Wikipedii ,"['stan', 'na', 'północno-wschodni', 'wybrzeże', 'Stany Zjednoczone']","['geogr.', 'adm.']",9
94,nganasański,"(1, 1)",przymiotnik relacyjny,"z Nganasanami ,  dotyczący Nganasanów ","['z', 'Nganasanin', 'dotyczyć', 'Nganasanin']",,5
95,nganasański,"(2, 1)",rzeczownik,jęz. język  nganasański;  zob. też język nganasański w Wikipedii ,['język'],['jęz.'],4
96,ngultrum,"(1, 1)",rzeczownik,waluta Bhutanu ;  zob. też ngultrum w Wikipedii ,"['waluta', 'Bhutan']",,4
97,Ngwanejczyk,"(1, 1)",rzeczownik,Ngwane ,['Ngwane'],,1
98,Ngwanejka,"(1, 1)",rzeczownik,Ngwane ,['Ngwane'],,1
99,ngwanejski,"(1, 1)",przymiotnik relacyjny,"hist. związany z Ngwane ,  dotyczący Ngwane (współcz. Suazi) ","['związać', 'z', 'Ngwane', 'dotyczyć', 'Ngwane']",['hist.'],8
100,nić,"(1, 1)",rzeczownik,włókno używane np. do szycia ,"['włókno', 'używać', 'np.', 'do', 'szycie']",['np.'],5
101,nić,"(1, 2)",rzeczownik,nici ,[],,1
102,nić Ariadny,"(1, 1)",związek frazeologiczny,",  co pomaga wybrnąć z kłopotów ;  kluczowy element będący rozwiązaniem problemu ","['co', 'pomagać', 'wybrnąć', 'z', 'kłopot', 'kluczowy', 'element', 'być', 'rozwiązanie', 'problem']",,12
103,nić opóźniona,"(1, 1)",fraza rzeczownikowa,biol. nić DNA replikowana w kierunku od końca 5' do końca 3' zob. też nić opóźniona w Wikipedii ,"['nić', 'DNA', 'replikować', 'w', 'kierunek', 'od', 'koniec', ""5'"", 'do', 'koniec', ""3'""]",['biol.'],13
104,nić wiodąca,"(1, 1)",fraza rzeczownikowa,biol. nić DNA replikowana w kierunku od końca 3' do końca 5' zob. też nić wiodąca w Wikipedii ,"['nić', 'DNA', 'replikować', 'w', 'kierunek', 'od', 'koniec', ""3'"", 'do', 'koniec', ""5'""]",['biol.'],13
105,niźli,"(1, 1)",spójnik,daw. niż ,['niż'],['daw.'],2
106,niżówka,"(1, 1)",rzeczownik,hydrol. okresowe obniżenie stanów wody w ciekach powierzchniowych ;  zob. też niżówka w Wikipedii ,"['okresowy', 'obniżenie', 'stan', 'woda', 'w', 'ciek', 'powierzchniowy']",['hydrol.'],10
107,niż,"(1, 1)",rzeczownik,ośrodek niskiego ciśnienia atmosferycznego ;  zob. też niż baryczny w Wikipedii ,"['ośrodek', 'niski', 'ciśnienie', 'atmosferyczny']",,6
108,niż,"(1, 2)",rzeczownik,",  punkt ,  chwila ,  w którym jakaś wielkość osiąga małą wartość ","['punkt', 'chwila', 'w', 'który', 'jakiś', 'wielkość', 'osiągać', 'mały', 'wartość']",,12
109,niż,"(1, 3)",rzeczownik,nizina obejmująca rozległe obszary ;  zob. też niż (geografia) w Wikipedii ,"['nizina', 'obejmować', 'rozległy', 'obszar']",,6
110,niż,"(2, 1)",spójnik,,[],,0
111,niżański,"(1, 1)",przymiotnik,"Niska ,  związany z Niskiem ,  pochodzący z Niska ","['Nisko', 'związany', 'z', 'Nisko', 'pochodzić', 'z', 'Nisko']",,9
112,niża,"(1, 1)",rzeczownik,nizina ,['nizina'],,1
113,Niżne Tatry,"(1, 1)",fraza rzeczownikowa,"geogr. pasmo górskie w Karpatach Zachodnich ,  na terenie Słowacji ;  zob. też Niżne Tatry w Wikipedii ","['pasmo', 'górski', 'w', 'Karpaty Zachodnie', 'na', 'teren', 'Słowacja']",['geogr.'],11
114,Niżniaja Sałda,"(1, 1)",fraza rzeczownikowa,"geogr. adm. miasto w Rosji ,  w obwodzie swierdłowskim ;  zob. też Niżniaja Sałda w Wikipedii ","['miasto', 'w', 'Rosja', 'w', 'obwód', 'swierdłowski']","['geogr.', 'adm.']",11
115,Niżniekamsk,"(1, 1)",rzeczownik,"geogr. adm. miasto w Rosji ,  nad Kamą ;  zob. też Niżniekamsk w Wikipedii ","['miasto', 'w', 'Rosja', 'nad', 'Kama']","['geogr.', 'adm.']",10
116,niżniekamski,"(1, 1)",przymiotnik relacyjny,"z Niżniekamskiem ,  dotyczący Niżniekamska ","['z', 'Niżniekamsk', 'dotyczyć', 'Niżniekamsk']",,5
117,Niżniewartowsk,"(1, 1)",rzeczownik,"geogr. adm. miasto wydzielone i port nad Obem położone w azjatyckiej części Rosji ,  w obwodzie tiumeńskim ;  zob. też Niżniewartowsk w Wikipedii ","['miasto', 'wydzielone', 'i', 'port', 'nad', 'Ob', 'położyć', 'w', 'azjatycki', 'część', 'Rosja', 'w', 'obwód', 'tiumeński']","['geogr.', 'adm.']",19
118,niżniewartowski,"(1, 1)",przymiotnik relacyjny,"z Niżniewartowskiem ,  dotyczący Niżniewartowska ","['z', 'Niżniewartowsk', 'dotyczyć', 'Niżniewartowsk']",,5
119,niżnonowogrodzki,"(1, 1)",przymiotnik,"z Niżnym Nowogrodem ,  dotyczący Niżnego Nowogrodu ","['z', 'Niżny Nowogród', 'dotyczyć', 'Niżny Nowogród']",,5
120,niżnotagilski,"(1, 1)",przymiotnik relacyjny,"z Niżnym Tagiłem ,  dotyczący Niżnego Tagiłu ","['z', 'Niżny Tagił', 'dotyczyć', 'Niżny Tagił']",,5
121,niżny,"(1, 1)",przymiotnik,"rzad. geogr. dolny ,  leżący poniżej ","['dolny', 'leżeć', 'poniżej']","['rzad.', 'geogr.']",6
122,niżny,"(1, 2)",przymiotnik,nizinny ,['nizinny'],,1
123,Niżny Nowogród,"(1, 1)",fraza rzeczownikowa,"geogr. miasto obwodowe w Rosji ,  nad Wołgą ,  u ujścia Oki ,  stolica Nadwołżańskiego Okręgu Federalnego ;  zob. też Niżny Nowogród w Wikipedii ","['miasto', 'obwodowy', 'w', 'Rosja', 'nad', 'Wołga', 'u', 'ujście', 'Oka', 'stolica', 'Nadwołżański Okręg Federalny']",['geogr.'],17
124,Niżny Tagił,"(1, 1)",fraza rzeczownikowa,"geogr. adm. miasto w azjatyckiej części Rosji ,  w obwodzie swierdłowskim ,  nad Tagiłem ;  zob. też Niżny Tagił w Wikipedii ","['miasto', 'w', 'azjatycki', 'część', 'Rosja', 'w', 'obwód', 'swierdłowski', 'nad', 'Tagił']","['geogr.', 'adm.']",16
125,ni,"(1, 1)",spójnik współrzędny,ani ,['ani'],,1
126,ni,"(2, 1)",rzeczownik,"trzynastej litery alfabetu greckiego , „ ν ”;  zob. też ni (litera) w Wikipedii ","['trzynasty', 'litera', 'alfabet', 'grecki', 'ν']",,8
127,ni,"(3, 1)",partykuła,przest. nie ,['nie'],['przest.'],2
128,ni,"(4, 1)",zaimek,(Mazury) jej ,['jej'],,2
129,ni,"(4, 2)",zaimek,(Mazury) mi ,['mi'],,2
130,niacyna,"(1, 1)",rzeczownik,witamina PP ,[],,1
131,Niagara,"(1, 1)",rzeczownik,rzeka na granicy Kanady i Stanów Zjednoczonych ;  zob. też Niagara (rzeka) w Wikipedii ,"['rzeka', 'na', 'granica', 'Kanada', 'i', 'Stany Zjednoczone']",,8
132,Niagara,"(1, 2)",rzeczownik,wodospad na rzece  Niagara (1.1);  zob. też Wodospad Niagara w Wikipedii ,"['wodospad', 'na', 'rzeka']",,5
133,niagarski,"(1, 1)",przymiotnik relacyjny,"rzad. związany z Niagarą ,  dotyczący Niagary  ( rzeki lub wodospadu ) ","['związany', 'z', 'Niagara', 'dotyczyć', 'Niagara']",['rzad.'],10
134,niala,"(1, 2)",rzeczownik,kopytny z rodzaju  (1.1) ,"['kopytny', 'z', 'rodzaj']",,4
135,niamejczyk,"(1, 1)",rzeczownik,Niamey ,['Niamey'],,1
136,niamejka,"(1, 1)",rzeczownik,Niamey ,['Niamey'],,1
137,niamejski,"(1, 1)",przymiotnik relacyjny,do miasta Niamey ,"['do', 'miasto', 'Niamey']",,3
