,Name,Sign,Type,Definition,Other_words,Indexes,No_words
29,ósemka,"(1, 10)",rzeczownik,"ósma , 1/8 ",['ósmy'],,2
30,ósemkowy,"(1, 1)",przymiotnik,"z liczbą osiem ,  dotyczący liczby osiem ","['z', 'liczba', 'osiem', 'dotyczyć', 'liczba', 'osiem']",,7
31,ósma,"(1, 1)",rzeczownik,8 rano lub wieczorem ,"['8', 'rano', 'lub', 'wieczorem']",,4
32,ósma,"(2, 1)",przymiotnik,M. i W. ż lp od: ósmy ,['ósmy'],"['M.', 'W.']",7
33,ósmoklasista,"(1, 1)",rzeczownik,uczeń klasy ósmej ,"['uczeń', 'klasa', 'ósmy']",,3
34,ósmoklasistka,"(1, 1)",rzeczownik,uczennica klasy ósmej ,"['uczennica', 'klasa', 'ósmy']",,3
35,ósmy,"(1, 1)",przymiotnik odliczebnikowy[1],8 ,['8'],,1
36,ósmy cud świata,"(1, 1)",fraza rzeczownikowa,wyjątkowo zachwycającego ,"['wyjątkowo', 'zachwycać']",,2
37,ów,"(1, 1)",zaimek, ( o którym już była mowa ) ,"['o', 'który', 'już', 'być', 'mowa']",,7
38,ów,"(1, 2)",zaimek,nieokreślona osoba lub rzecz ,"['nieokreślony', 'osoba', 'lub', 'rzecz']",,4
39,ów,"(1, 3)",zaimek,on ,['on'],,1
40,ówcześnie,"(1, 1)",przysłówek czasu,"książk. wtedy ,  wówczas ","['wtedy', 'wówczas']",['książk.'],4
41,ówczesny,"(1, 1)",przymiotnik relacyjny,wcześniej wspomnianym czasom ,"['wcześnie', 'wspomnieć', 'czas']",,3
42,ówdzie,"(1, 1)",zaimek,"innym miejscu ,  nie tutaj ","['inny', 'miejsce', 'nie', 'tutaj']",,5
43,öre,"(1, 1)",rzeczownik,"ekon. moneta szwedzka ,  obecnie setna część korony ;  zob. też öre w Wikipedii ","['moneta', 'szwedzki', 'obecnie', 'setny', 'część', 'korona']",['ekon.'],10
44,øre,"(1, 1)",rzeczownik,"ekon. najmniejsza moneta duńska ,  obecnie setna część korony duńskiej ;  zob. też øre w Wikipedii ","['mały', 'moneta', 'duński', 'obecnie', 'setny', 'część', 'korona', 'duński']",['ekon.'],12
45,øre,"(1, 2)",rzeczownik,"najmniejsza moneta norweska ,  obecnie setna część korony norweskiej ;  zob. też øre w Wikipedii ","['mały', 'moneta', 'norweski', 'obecnie', 'setny', 'część', 'korona', 'norweski']",,11
46,Ą,"(1, 1)",rzeczownik,majuskuła drugiej litery alfabetu ,"['majuskuła', 'drugi', 'litera', 'alfabet']",,4
47,ą-ę,"(1, 1)",przymiotnik,"pot. o osobie zmanierowanej ,  mającej o sobie wysokie mniemanie i obnoszącej się z tym ","['o', 'osoba', 'zmanierowany', 'mieć', 'o', 'sobie', 'wysoki', 'mniemanie', 'i', 'obnosić się', 'z', 'to']",['pot.'],14
48,ą,"(1, 1)",rzeczownik,druga litera polskiego alfabetu ;  zob. też ą w Wikipedii ,"['drugi', 'litera', 'polski', 'alfabet']",,6
49,ąkły,"(1, 1)",przymiotnik,"środ. młodz. trudny w opisie ,  bezkształtny ","['trudny', 'w', 'opis', 'bezkształtny']","['środ.', 'młodz.']",7
50,ąkły,"(1, 2)",przymiotnik,przejawiający słabszą zdolność do myślenia lub odbierania bodźców z otoczenia ,"['przejawiać', 'słaby', 'zdolność', 'do', 'myślenie', 'lub', 'odbieranie', 'bodziec', 'z', 'otoczenie']",,10
51,ąkły,"(1, 3)",przymiotnik,"cechujący się brakiem istotnego waloru lub elementu ,  traktowany z tego powodu jako nie satysfakcjonujący oraz nieatrakcyjny ","['cechować się', 'brak', 'istotny', 'walor', 'lub', 'element', 'traktować', 'z tego powodu', 'jako', 'nie-', 'satysfakcjonować', 'oraz', 'nieatrakcyjny']",,14
52,Ć,"(1, 1)",rzeczownik,majuskuła piątej litery alfabetu ,"['majuskuła', 'piąty', 'litera', 'alfabet']",,4
53,Ćenab,"(1, 1)",rzeczownik,rzeka w Indiach i Pakistanie ,"['rzeka', 'w', 'Indie', 'i', 'Pakistan']",,5
54,Ćennaj,"(1, 1)",rzeczownik,"geogr. miasto w południowych Indiach ,  stolica stanu Tamilnadu ;  zob. też Ćennaj w Wikipedii ","['miasto', 'w', 'południowy', 'Indie', 'stolica', 'stan', 'Tamilnad']",['geogr.'],11
55,Ćmielów,"(1, 1)",rzeczownik,miasto w Polsce ;  zob. też Ćmielów w Wikipedii ,"['miasto', 'w', 'Polska']",,5
56,ćśśś,"(1, 1)",wykrzyknik,,[],,0
57,ć,"(1, 1)",rzeczownik,piąta litera polskiego alfabetu ,"['piąty', 'litera', 'polski', 'alfabet']",,4
58,ćapati,"(1, 1)",rzeczownik,"kulin. indyjski pszenny placek ,  rodzaj chleba zob. też ćapati w Wikipedii ","['indyjski', 'pszenny', 'placek', 'rodzaj', 'chleb']",['kulin.'],8
59,ćcia,"(1, 1)",rzeczownik,teściowa ,['teściowa'],,1
60,ćela,"(1, 1)",rzeczownik,rel. w hinduizmie uczeń guru ,"['uczeń', 'guru']",['rel.'],4
61,ćkać,"(1, 1)",czasownik przechodni niedokonany,pogard. gw. (Śląsk Cieszyński) jeść łapczywie ,"['jeść', 'łapczywie']","['pogard.', 'gw.']",5
62,ćknąć,"(1, 1)",czasownik,gw. (Poznań) cieknąć ,['cieknąć'],['gw.'],3
63,ćma,"(1, 1)",rzeczownik,ent. motyl nocny ;  zob. też ćmy w Wikipedii ,"['motyl', 'nocny']",['ent.'],5
64,ćma,"(1, 2)",rzeczownik,"duża liczba  ( np. ludzi ),  chmara ","['duży', 'liczba', 'np.', 'człowiek', 'chmara']",['np.'],7
65,ćma,"(1, 3)",rzeczownik,przest. ciemność ,['ciemność'],['przest.'],2
66,ćma,"(1, 4)",rzeczownik,prostytutka ,['prostytutka'],,1
67,ćma,"(1, 5)",rzeczownik,(Śląsk Cieszyński) ciemność ,['ciemność'],,2
68,ćma,"(2, 1)",przysłówek sposobu,(Śląsk Cieszyński) ciemno ,['ciemno'],,2
69,ćmaga,"(1, 1)",rzeczownik,gw. (Lwów) wódka ,['wódka'],['gw.'],3
70,ćmaga,"(1, 2)",rzeczownik,przestępcze tanie wino owocowe ,"['tani', 'wino', 'owocowy']",,4
71,ćmawo,"(1, 1)",przysłówek,gw. (Śląsk Cieszyński) dosyć ciemno ,"['dosyć', 'ciemno']",['gw.'],4
72,ćmawy,"(1, 1)",przymiotnik,"gw. (Śląsk Cieszyński) ciemnawy ,  ciemny ","['ciemnawy', 'ciemny']",['gw.'],5
73,ćmić,"(1, 1)",czasownik niedokonany,"widoczność ,  zaciemniać ","['widoczność', 'zaciemniać']",,3
74,ćmić,"(1, 2)",czasownik niedokonany,lekki ból ,"['lekki', 'ból']",,2
75,ćmić,"(1, 3)",czasownik niedokonany,"świecić ,  migotać ","['świecić', 'migotać']",,3
76,ćmić,"(1, 4)",czasownik niedokonany,"papierosy ,  fajkę ","['papieros', 'fajka']",,3
77,ćmić,"(1, 5)",czasownik niedokonany,"(Śląsk Cieszyński) kłamać ,  okłamywać ","['kłamać', 'okłamywać']",,4
78,ćmić,"(2, 1)",czasownik zwrotny niedokonany ćmić się,,[],,0
79,ćmić,"(2, 2)",czasownik zwrotny niedokonany ćmić się,się palić ,['palić się'],,1
80,ćmić sie,"(1, 1)",czasownik zwrotny niedokonany,gw. (Śląsk Cieszyński) ściemniać się ,['ściemniać się'],['gw.'],3
81,ćmiłowianin,"(1, 1)",rzeczownik,Ćmiłowa ,['Ćmiłów'],,1
82,ćmiłowianka,"(1, 1)",rzeczownik,Ćmiłowa ,['Ćmiłów'],,1
83,ćmiłowski,"(1, 1)",przymiotnik relacyjny,Ćmiłowa ,['Ćmiłów'],,1
84,ćmiński,"(1, 1)",przymiotnik relacyjny,Ćmińska ,['Ćmińsk'],,1
85,ćmińszczanin,"(1, 1)",rzeczownik,Ćmińska ,['Ćmińsk'],,1
86,ćmińszczanka,"(1, 1)",rzeczownik,Ćmińska ,['Ćmińsk'],,1
87,ćmiakać,"(1, 1)",czasownik,cmokać ,['cmokać'],,1
88,ćmiakanie,"(1, 1)",rzeczownik,rzecz. odczas. od ćmiakać ,[],['rzecz. odczas.'],3
89,ćmielowianin,"(1, 1)",rzeczownik,Ćmielowa ,['Ćmielów'],,1
90,ćmielowianka,"(1, 1)",rzeczownik,Ćmielowa ,['Ćmielów'],,1
91,ćmielowski,"(1, 1)",przymiotnik relacyjny,Ćmielowa ,['Ćmielów'],,1
92,ćmienie,"(1, 1)",rzeczownik,rzecz. odczas. od ćmić ,[],['rzecz. odczas.'],3
93,ćmik,"(1, 1)",rzeczownik,gw. (Poznań) papieros ,['papieros'],['gw.'],3
94,ćmiyl,"(1, 1)",rzeczownik,gw. (Śląsk Cieszyński) trzmiel ,['trzmiel'],['gw.'],3
95,ćmiyl,"(2, 1)",rzeczownik,(Śląsk Cieszyński) człowiek cichy ,"['człowiek', 'cichy']",,3
96,ćmoczek,"(1, 1)",rzeczownik,gw. (Śląsk Cieszyński) zdrobn. od: ćmok ,['ćmok'],"['gw.', 'zdrobn.']",5
97,ćmok,"(1, 1)",rzeczownik,gw. lwow. cham ,['cham'],['gw. lwow.'],2
98,ćmok,"(1, 2)",rzeczownik,",  ślamazarny ,  niemądry człowiek ","['ślamazarny', 'niemądry', 'człowiek']",,5
99,ćmok,"(1, 3)",rzeczownik,skrzydlaty nocny potwór ,"['skrzydlaty', 'nocny', 'potwór']",,3
100,ćmok,"(1, 4)",rzeczownik,(Śląsk Cieszyński) cień ,['cień'],,2
101,ćmok,"(1, 5)",rzeczownik,"(Mazowsze i Śląsk Cieszyński) ciemność ,  zmrok ","['ciemność', 'zmrok']",,4
102,ćmuch,"(1, 1)",rzeczownik,"mit. słow. płochliwy stwór wielkości psa ,  sylwetki żaby ,  z krótkim ogonkiem ,  mieszkający nad bagnami i jeziorami ,  straszący leniwych ludzi ","['płochliwy', 'stwór', 'wielkość', 'pies', 'sylwetka', 'żaba', 'z', 'krótki', 'ogonek', 'mieszkać', 'nad', 'bagno', 'i', 'jezioro', 'straszyć', 'leniwy', 'człowiek']",['mit. słow.'],22
103,ćmy,"(1, 1)",przymiotnik,przest. ciemny ,['ciemny'],['przest.'],2
104,ćmy,"(2, 1)",rzeczownik,"lp oraz M. ,  B. i W. lm od: ćma ",['ćma'],"['M.', 'B.', 'W.']",10
105,ćpać,"(1, 1)",czasownik nieprzechodni niedokonany (dk. brak),posp. jeść łapczywie ,"['jeść', 'łapczywie']",['posp.'],3
106,ćpać,"(1, 2)",czasownik nieprzechodni niedokonany (dk. brak),posp. brać narkotyki ,"['brać', 'narkotyk']",['posp.'],3
107,ćpać,"(1, 3)",czasownik nieprzechodni niedokonany (dk. brak),jeść bez popijania ,"['jeść', 'bez', 'popijać']",,3
108,ćpać,"(1, 4)",czasownik nieprzechodni niedokonany (dk. brak),(Śląsk Cieszyński) jeść bez umiaru ,"['jeść', 'bez', 'umiar']",,4
109,ćpać,"(2, 1)",czasownik nieprzechodni niedokonany (dk. ćpnąć),(Poznań) rzucać ,['rzucać'],,2
110,ćpanie,"(1, 1)",rzeczownik,zażywanie narkotyków ,"['zażywanie', 'narkotyk']",,2
111,ćpnąć,"(1, 1)",czasownik,gw. (Poznań) rzucić  -  aspekt dokonany od: ćpać ,['rzucić'],['gw.'],6
112,ćpnięcie,"(1, 1)",rzeczownik,reg. pozn. rzucenie ,['rzucenie'],['reg. pozn.'],2
113,ćpun,"(1, 1)",rzeczownik,pejor. narkoman ,['narkoman'],['pejor.'],2
114,ćpunka,"(1, 1)",rzeczownik,pot. pejor. narkomanka ,['narkomanka'],"['pot.', 'pejor.']",3
115,ćwakan,"(1, 1)",rzeczownik,gw. (Śląsk Cieszyński) dziób ptaka domowego ,"['dziób', 'ptak', 'domowy']",['gw.'],5
116,ćwiara,"(1, 1)",rzeczownik,gw. środ. ćwiartka  ( zwykle wódki ) ,"['ćwiartka', 'zwykle', 'wódka']","['gw.', 'środ.']",7
117,ćwiara,"(1, 2)",rzeczownik,więz. kara 25 lat pozbawienia wolności ,"['kara', '25', 'rok', 'pozbawienie wolności']",['więz.'],5
118,ćwiarteczka,"(1, 1)",rzeczownik,zdrobn. od :  ćwiartka ,['ćwiartka'],['zdrobn.'],4
119,ćwiartka,"(1, 1)",rzeczownik,z czterech równych części czegoś ,"['z', 'cztery', 'równy', 'część', 'co']",,5
120,ćwiartka,"(1, 2)",rzeczownik,stanowiąca czwartą część innej miary ,"['stanowić', 'czwarty', 'część', 'inny', 'miara']",,5
121,ćwiartka,"(1, 3)",rzeczownik,pot. ćwierć litra wódki ,"['ćwierć', 'litr', 'wódka']",['pot.'],4
122,ćwiartka,"(1, 4)",rzeczownik,przedniej albo tylnej części zabitego zwierzęcia ,"['przedni', 'albo', 'tylny', 'część', 'zabity', 'zwierzę']",,6
123,ćwiartka,"(1, 5)",rzeczownik,czwarta część arkusza drukarskiego ,"['czwarty', 'część', 'arkusz drukarski']",,3
124,ćwiartka,"(1, 6)",rzeczownik,format książki wydanej w wielkości czwartej części arkusza ,"['format', 'książka', 'wydać', 'w', 'wielkość', 'czwarty', 'część', 'arkusz']",,8
125,ćwiartkowanie,"(1, 1)",rzeczownik,rzecz. odczas. od ćwiartkować ,[],['rzecz. odczas.'],3
126,ćwiartowanie,"(1, 1)",rzeczownik,czegoś na ćwierci lub części innej wielkości ,"['coś', 'na', 'ćwierć', 'lub', 'część', 'inny', 'wielkość']",,7
127,ćwiartowanie,"(1, 2)",rzeczownik,kogoś żywcem ,"['ktoś', 'żywcem']",,2
128,ćwiczebny,"(1, 1)",przymiotnik,do ćwiczenia ,"['do', 'ćwiczenie']",,2
129,ćwiczebny,"(1, 2)",przymiotnik,"dla nabrania wprawy ,  polegający na ćwiczeniu ","['dla', 'nabranie', 'wprawa', 'polegać', 'na', 'ćwiczenie']",,7
130,ćwiczenia,"(1, 1)",rzeczownik,"zajęcia na uczelni wyższej ,  podczas których studenci analizują ,  często w sposób praktyczny ,  zagadnienia z danego przedmiotu ","['zajęcie', 'na', 'uczelnia', 'wyższy', 'podczas', 'który', 'student', 'analizować', 'często', 'w', 'sposób', 'praktyczny', 'zagadnienie', 'z', 'dany', 'przedmiot']",,19
131,ćwiczenia,"(1, 2)",rzeczownik,"szkolny zeszyt do wykonywania ćwiczeń z gotowymi ,  drukowanymi zadaniami ","['szkolny', 'zeszyt', 'do', 'wykonywanie', 'ćwiczenie', 'z', 'gotowy', 'drukować', 'zadanie']",,10
132,ćwiczenia,"(1, 3)",rzeczownik,forma praktycznego szkolenia jednostek wojskowych w warunkach zbliżonych do pola walki ;  zob. też ćwiczenia wojskowe w Wikipedii ,"['forma', 'praktyczny', 'szkolenie', 'jednostka', 'wojskowy', 'w', 'warunek', 'zbliżony', 'do', 'pole walki']",,12
133,ćwiczenia,"(2, 1)",rzeczownik,od: ćwiczenie ,['ćwiczenie'],,2
134,ćwiczenie,"(1, 1)",rzeczownik,"powtarzana dla utrwalenia wiedzy lub zdobycia sprawności ,  nauka ","['powtarzać', 'dla', 'utrwalenie', 'wiedza', 'lub', 'zdobyć', 'sprawność', 'nauka']",,9
135,ćwiczenie,"(1, 2)",rzeczownik,ćwiczenia ,[],,1
136,ćwiczenie czyni mistrza,"(1, 1)",przysłowie polskie,"bardziej coś ćwiczysz ,  tym jesteś w tym lepszy ","['bardzo', 'coś', 'ćwiczyć', 'to', 'być', 'w', 'to', 'dobry']",,9
137,ćwiczenie fizyczne,"(1, 1)",fraza rzeczownikowa,sport. czynność powtarzana dla zdobycia lub ulepszenia sprawności ;  zob. też ćwiczenia fizyczne w Wikipedii ,"['czynność', 'powtarzać', 'dla', 'zdobyć', 'lub', 'ulepszenie', 'sprawność']",['sport.'],10
138,ćwiczeniowiec,"(1, 1)",rzeczownik,prowadząca ćwiczenia na wyższej uczelni ,"['prowadzić', 'ćwiczenia', 'na', 'wysoki', 'uczelnia']",,5
139,ćwiczeniowiec,"(1, 2)",rzeczownik,prowadząca ćwiczenia na kursie ,"['prowadzić', 'ćwiczenia', 'na', 'kurs']",,4
140,ćwiczyć,"(1, 1)",czasownik niedokonany,wykonywać określoną czynność w celu poprawienia danej umiejętności ,"['wykonywać', 'określony', 'czynność', 'w celu', 'poprawiać', 'dany', 'umiejętność']",,7
141,ćwiczyć,"(1, 2)",czasownik niedokonany,wykonywać aktywność fizyczną w celu poprawy kondycji lub rozrywki ,"['wykonywać', 'aktywność fizyczna', 'w celu', 'poprawa', 'kondycja', 'lub', 'rozrywka']",,7
142,ćwiczyć,"(1, 3)",czasownik niedokonany,chłostać ,['chłostać'],,1
143,ćwiek,"(1, 1)",rzeczownik,duży gwóźdź z szeroką główką używany w budownictwie drewnianym ,"['duży', 'gwóźdź', 'z', 'szeroki', 'główka', 'używać', 'w', 'budownictwo', 'drewniany']",,9
144,ćwiek,"(1, 2)",rzeczownik,szewska szpilka drewniana służąca do przybijania podeszew ,"['szewski', 'szpilka', 'drewniany', 'służyć', 'do', 'przybijanie', 'podeszwa']",,7
145,ćwiek,"(1, 3)",rzeczownik,kolec służący do ozdabiania ubrań ,"['kolec', 'służyć', 'do', 'ozdabianie', 'ubranie']",,5
146,ćwiekowanie,"(1, 1)",rzeczownik,czegoś ćwiekami ,"['coś', 'ćwiek']",,2
147,ćwierć,"(1, 1)",rzeczownik,"czwarta ,  25 % ","['czwarty', '25', '%']",,4
148,ćwierć,"(1, 2)",rzeczownik,(Poznań) konew ,['konew'],,2
149,ćwierć,"(1, 3)",rzeczownik,służące dawniej do mierzenia objętości ciał sypkich  ( zboża ) ,"['służyć', 'dawniej', 'do', 'mierzenie', 'objętość', 'ciało', 'sypki', 'zboże']",,10
150,ćwierćbrogsy,"(1, 1)",rzeczownik,z charakterystycznymi ażurowymi perforacjami ,"['z', 'charakterystyczny', 'ażurowy', 'perforacja']",,4
151,ćwierćdolarówka,"(1, 1)",rzeczownik,o nominale ćwierci dolara  (25  centów ) ,"['o', 'nominał', 'ćwierć', 'dolar', 'cent']",,7
152,ćwierćdolarowy,"(1, 1)",przymiotnik,"ćwierć dolara ,  mający wartość ćwierć dolara ","['ćwierć', 'dolar', 'mieć', 'wartość', 'ćwierć', 'dolar']",,7
153,ćwierćfinał,"(1, 1)",rzeczownik,"część rozgrywek eliminacyjnych ośmiu rywali  ( lub ośmiu drużyn ),  z których czterech może awansować do półfinału ","['część', 'rozgrywka', 'eliminacyjny', 'osiem', 'rywal', 'lub', 'osiem', 'drużyna', 'z', 'który', 'cztery', 'móc', 'awansować', 'do', 'półfinał']",,17
154,ćwierćfinałowy,"(1, 1)",przymiotnik relacyjny,dotyczący ćwierćfinału ,"['dotyczyć', 'ćwierćfinał']",,2
155,ćwierćfinalista,"(1, 1)",rzeczownik,sport. uczestnik ćwierćfinału ,"['uczestnik', 'ćwierćfinał']",['sport.'],3
156,ćwierćfinalistka,"(1, 1)",rzeczownik,"sport. kobieta ,  która doszła do ćwierćfinału w rozgrywkach lub konkursie ","['kobieta', 'który', 'dojść', 'do', 'ćwierćfinał', 'w', 'rozgrywki', 'lub', 'konkurs']",['sport.'],11
157,ćwierćfunciak,"(1, 1)",rzeczownik,"kanapki zawierającej kawałek mięsa o wadze ćwierć funta  (113,4  gramów ) ","['kanapka', 'zawierać', 'kawałek', 'mięso', 'o', 'waga', 'ćwierć', 'funt', 'gram']",,11
158,ćwierćinteligent,"(1, 1)",rzeczownik,"pogard. człowiek słabo wykształcony ,  ale aspirujący do tego ,  aby uchodzić za inteligenta ","['człowiek', 'słabo', 'wykształcony', 'ale', 'aspirować', 'do', 'ten', 'aby', 'uchodzić', 'za', 'inteligent']",['pogard.'],14
159,ćwierćinteligentka,"(1, 1)",rzeczownik,"pogard. kobieta słabo wykształcona ,  ale aspirująca do tego ,  aby uchodzić za inteligentkę ","['kobieta', 'słabo', 'wykształcony', 'ale', 'aspirować', 'do', 'ten', 'aby', 'uchodzić', 'za', 'inteligentka']",['pogard.'],14
160,ćwierćlitrowy,"(1, 1)",przymiotnik,"ćwierć litra pojemności ,  zawierający ćwierć litra czegoś ","['ćwierć', 'litr', 'pojemność', 'zawierać', 'ćwierć', 'litr', 'coś']",,8
161,ćwierćmilionowy,"(1, 1)",przymiotnik odliczebnikowy, 250 000 ( ćwierć miliona ) ,"['ćwierć', 'milion']",,4
162,ćwierćnuta,"(1, 1)",rzeczownik,dźwięk o czasie trwania równym  1/4  całej nuty ;  zob. też ćwierćnuta w Wikipedii ,"['dźwięk', 'o', 'czas', 'trwać', 'równy', 'cały', 'nuta']",,10
163,ćwierk,"(1, 1)",wykrzyknik,imitująca śpiew ptasi lub świerszcza ,"['imitować', 'śpiew', 'ptasi', 'lub', 'świerszcz']",,5
164,ćwierkać,"(1, 1)",czasownik,"wydawać krótkie ,  wysokie dźwięki ","['wydawać', 'krótki', 'wysoki', 'dźwięk']",,5
165,ćwierkać,"(1, 2)",czasownik,mówić szybko i pieszczotliwie ,"['mówić', 'szybko', 'i', 'pieszczotliwie']",,4
166,ćwierkać,"(1, 3)",czasownik,pot. inform. zamieszczać wpisy na mikroblogu ,"['zamieszczać', 'wpis', 'na', 'mikroblog']","['pot.', 'inform.']",6
167,ćwierkanie,"(1, 1)",rzeczownik,"wydawanie krótkich ,  wysokich dźwięków ","['wydawanie', 'krótki', 'wysoki', 'dźwięk']",,5
168,ćwierkanie,"(1, 2)",rzeczownik,mówienie w sposób szybki i pieszczotliwy ,"['mówienie', 'w', 'sposób', 'szybki', 'i', 'pieszczotliwy']",,6
169,ćwierkanie,"(1, 3)",rzeczownik,pot. inform. zamieszczanie wpisów na mikroblogu ,"['zamieszczanie', 'wpis', 'na', 'mikroblog']","['pot.', 'inform.']",6
170,ćwierkotanie,"(1, 1)",rzeczownik,śpiewanie ,['śpiewanie'],,1
171,ćwikła,"(1, 1)",rzeczownik,gotowane lub kiszone buraki ćwikłowe z dodatkiem tartego chrzanu i octu ;  zob. też ćwikła w Wikipedii ,"['gotować', 'lub', 'kisić', 'burak', 'ćwikłowy', 'z', 'dodatek', 'tarty', 'chrzan', 'i', 'ocet']",,13
172,ćwikła,"(1, 2)",rzeczownik,(Śląsk Cieszyński) burak pastewny ,"['burak', 'pastewny']",,3
173,ćwik,"(1, 1)",rzeczownik,"wyga ,  osoba przebiegła ,  z doświadczeniem ,  szczwana ","['wyga', 'osoba', 'przebiegły', 'z', 'doświadczenie', 'szczwany']",,9
174,ćwik,"(1, 2)",rzeczownik,jeden ze stopni harcerskich ;  zob. też ćwik (stopień harcerski) w Wikipedii ,"['jeden', 'ze', 'stopień', 'harcerski']",,6
175,ćwik,"(1, 3)",rzeczownik,karc. hazardowa gra w karty ,"['hazardowy', 'gra', 'w', 'karta']",['karc.'],5
176,ćwik,"(1, 4)",rzeczownik,rozdający karty w  ćwiku (1.3) ,"['rozdawać', 'karta', 'w']",,4
