,Name,Sign,Type,Definition,Other_words,Indexes,No_words
29,stylizować,"(2, 1)",czasownik zwrotny niedokonany stylizować się (dk. wystylizować się),"kogoś w zachowaniu lub w wyglądzie ,  ubiorze itd. ","['ktoś', 'w', 'zachowanie', 'lub', 'w', 'wygląd', 'ubiór', 'itd.']",['itd.'],9
30,stylizowanie,"(1, 1)",rzeczownik,rzecz. odczas. od stylizować ,[],['rzecz. odczas.'],3
31,stylizowany,"(1, 1)",przymiotnik,"cechy pewnego stylu ,  przedstawiony lub sformułowany na wzór określonego stylu ","['cecha', 'pewien', 'styl', 'przedstawić', 'lub', 'sformułować', 'na wzór', 'określony', 'styl']",,10
32,stylowy,"(1, 1)",przymiotnik,",  który jest utrzymany w określonym stylu ","['który', 'być', 'utrzymać', 'w', 'określony', 'styl']",,7
33,stylowy,"(1, 2)",przymiotnik,",  który jest w dobrym stylu ","['który', 'być', 'w', 'dobry', 'styl']",,6
34,stylowy,"(1, 3)",przymiotnik,",  który odnosi się do stylu w literaturze ,  sztuce ,  sporcie itp. ","['który', 'odnosić się', 'do', 'styl', 'w', 'literatura', 'sztuka', 'sport', 'itp.']",['itp.'],12
35,styl życia,"(1, 1)",fraza rzeczownikowa,socjol. codzienne zachowania jednostek lub grup manifestujące ich położenie społeczne i preferencje ;  zob. też styl życia w Wikipedii ,"['codzienny', 'zachowanie', 'jednostka', 'lub', 'grupa', 'manifestować', 'ich', 'położenie', 'społeczny', 'i', 'preferencja']",['socjol.'],14
36,stymulacja,"(1, 1)",rzeczownik,"do aktywności ,  rozwoju ","['do', 'aktywność', 'rozwój']",,4
37,stymulacja,"(1, 2)",rzeczownik,biol. wywoływanie stanu pobudzenia w organizmie przez bodziec zewnętrzny ,"['wywoływanie', 'stan', 'pobudzenie', 'w', 'organizm', 'przez', 'bodziec', 'zewnętrzny']",['biol.'],9
38,stymulant,"(1, 2)",rzeczownik,"bodziec ,  zob. stimulus ",['bodziec'],['zob.'],4
39,stymulator,"(1, 1)",rzeczownik,"pobudzający działanie ,  bodziec ,  stymulant ","['pobudzać', 'działanie', 'bodziec', 'stymulant']",,6
40,stymulować,"(1, 1)",czasownik przechodni,do działania ,"['do', 'działanie']",,2
41,stymulowanie,"(1, 1)",rzeczownik,od stymulować ,[],,2
42,stypa,"(1, 1)",rzeczownik,etn. gastr. poczęstunek organizowany po pogrzebie ;  zob. też stypa w Wikipedii ,"['poczęstunek', 'organizować', 'po', 'pogrzeb']","['etn.', 'gastr.']",8
43,stypendialny,"(1, 1)",przymiotnik relacyjny,"z stypendium ,  dotyczący stypendiów ","['z', 'stypendium', 'dotyczyć', 'stypendium']",,5
44,stypendium,"(1, 1)",rzeczownik,finansowa udzielana osobom kształcącym się lub prowadzącym badania naukowe ,"['finansowy', 'udzielać', 'osoba', 'kształcić się', 'lub', 'prowadzić', 'badanie', 'naukowy']",,8
45,stypendium,"(1, 2)",rzeczownik,",  studia lub badania naukowe finansowane przez daną instytucję ","['studia', 'lub', 'badanie naukowe', 'finansować', 'przez', 'dany', 'instytucja']",,8
46,stypendium,"(1, 3)",rzeczownik,ofiara za odprawienie mszy ,"['ofiara', 'za', 'odprawienie', 'msza']",,4
47,stypendysta,"(1, 1)",rzeczownik,",  która otrzymuje stypendium ,  jest na stypendium ","['który', 'otrzymywać', 'stypendium', 'być', 'na', 'stypendium']",,8
48,stypendystka,"(1, 1)",rzeczownik,",  kobieta ,  która otrzymuje stypendium ,  jest na stypendium ","['kobieta', 'który', 'otrzymywać', 'stypendium', 'być', 'na', 'stypendium']",,10
49,stypulacja,"(1, 1)",rzeczownik,"polit. praw. umowa ,  ugoda lub inne zobowiązanie ","['umowa', 'ugoda', 'lub', 'inny', 'zobowiązanie']","['polit.', 'praw.']",8
50,stypulować,"(1, 1)",czasownik niedokonany,"praw. wymagać ,  określać ,  przewidywać ,  zastrzegać ,  postulować ,  nakazywać ","['wymagać', 'określać', 'przewidywać', 'zastrzegać', 'postulować', 'nakazywać']",['praw.'],12
51,stypulowanie,"(1, 1)",rzeczownik,od stypulować ,[],,2
52,Styr,"(1, 1)",rzeczownik,geogr. hydrol. rzeka na Ukrainie i Białorusi ;  prawy dopływ Prypeci ;  zob. też Styr w Wikipedii ,"['rzeka', 'na', 'Ukraina', 'i', 'Białoruś', 'prawy', 'dopływ', 'Prypeć']","['geogr.', 'hydrol.']",13
53,styrany,"(1, 1)",przymiotnik,"zmęczony ,  przepracowany ","['zmęczony', 'przepracowany']",,3
54,styrczyć,"(1, 1)",czasownik dokonany,"gw. (Śląsk Cieszyński) włożyć ,  wcisnąć ","['włożyć', 'wcisnąć']",['gw.'],5
55,Styria,"(1, 1)",rzeczownik,"geogr. kraina historyczna w środkowej Europie ,  podzielona między Austrię i Słowenię ;  zob. też Styria w Wikipedii ","['kraina', 'historyczny', 'w', 'środkowy', 'Europa', 'podzielić', 'między', 'Austria', 'i', 'Słowenia']",['geogr.'],14
56,Styria,"(1, 2)",rzeczownik,adm. kraj związkowy w południowej Austrii ze stolicą w Grazu ;  zob. też Styria (Austria) w Wikipedii ,"['kraj związkowy', 'w', 'południowy', 'Austria', 'ze', 'stolica', 'w', 'Graz']",['adm.'],11
57,styrnadel,"(1, 1)",rzeczownik,gw. (Górny Śląsk) ornit. trznadel ,['trznadel'],"['gw.', 'ornit.']",4
58,styrodur,"(1, 1)",rzeczownik,techn. polistyren ekstrudowany ;  materiał izolacyjny wykorzystywany w budownictwie ,"['polistyren', 'ekstrudowany', 'materiał', 'izolacyjny', 'wykorzystywać', 'w', 'budownictwo']",['techn.'],9
59,styropian,"(1, 1)",rzeczownik,"techn. polistyren o mikroporowatej strukturze ,  najczęściej w formie kształtek ,  bloków lub płyt ,  wykorzystywany jako materiał do izolacji cieplnej ,  dźwiękowej i elektrycznej ;  zob. też styropian w Wikipedii ","['polistyren', 'o', 'mikroporowaty', 'struktura', 'często', 'w formie', 'kształtka', 'blok', 'lub', 'płyta', 'wykorzystywać', 'jako', 'materiał', 'do', 'izolacja', 'cieplny', 'dźwiękowy', 'i', 'elektryczny']",['techn.'],26
60,styropianowy,"(1, 1)",przymiotnik relacyjny,techn. dotyczący lub zrobiony ze styropianu ,"['dotyczyć', 'lub', 'zrobić', 'z', 'styropian']",['techn.'],6
61,Styryjczyk,"(1, 1)",rzeczownik,Styrii ,['Styria'],,1
62,Styryjka,"(1, 1)",rzeczownik,Styrii ,['Styria'],,1
63,styryjski,"(1, 1)",przymiotnik relacyjny,"z Styrią ,  dotyczący Styrii ","['z', 'Styria', 'dotyczyć', 'Styria']",,5
64,suć,"(1, 1)",czasownik przechodni niedokonany,gw. (Śląsk Cieszyński i Górny Śląsk) sypać ,['sypać'],['gw.'],3
65,Sułak,"(1, 1)",rzeczownik,"geogr. hydrol. rzeka w południowej Rosji ,  w Dagestanie ,  uchodzi do Morza Kaspijskiego ;  zob. też Sułak w Wikipedii ","['rzeka', 'w', 'południowy', 'Rosja', 'w', 'Dagestan', 'uchodzić', 'do', 'Morze Kaspijskie']","['geogr.', 'hydrol.']",15
66,Sułek,"(1, 1)",rzeczownik,geogr. jezioro w Polsce w gminie Słubice ,"['jezioro', 'w', 'Polska', 'w', 'gmina', 'Słubice']",['geogr.'],7
67,sułtański,"(1, 1)",przymiotnik relacyjny,"z sułtanem ,  dotyczący sułtana ","['z', 'sułtan', 'dotyczyć', 'sułtan']",,5
68,sułtański,"(2, 1)",przymiotnik dzierżawczy,do sułtana albo rządzony przez niego ,"['do', 'sułtan', 'albo', 'rządzić', 'przez', 'on']",,6
69,sułtan,"(1, 1)",rzeczownik,monarchy w krajach muzułmańskich ;  zob. też sułtan w Wikipedii ,"['monarcha', 'w', 'kraj', 'muzułmański']",,6
70,sułtanat,"(1, 1)",rzeczownik,rządzone przez sułtana ;  zob. też sułtanat w Wikipedii ,"['rządzić', 'przez', 'sułtan']",,5
71,sułtanat,"(1, 2)",rzeczownik,sułtana ,['sułtan'],,1
72,Sułtanat Brunei,"(1, 1)",fraza rzeczownikowa,"polit. Brunei ,  rozszerzona nazwa państwa ,  zob. też Brunei w Wikipedii ","['Brunei', 'rozszerzać', 'nazwa', 'państwo']",['polit.'],8
73,Sułtanat Omanu,"(1, 1)",fraza rzeczownikowa,geogr. polit. oficjalna nazwa Omanu jako państwa ,"['oficjalny', 'nazwa', 'Oman', 'jako', 'państwo']","['geogr.', 'polit.']",7
74,sużyni,"(1, 1)",rzeczownik,gw. (Śląsk Cieszyński) kłopot ,['kłopot'],['gw.'],3
75,suahili,"(1, 1)",rzeczownik,język używany we wschodniej części Afryki ;  zob. też suahili w Wikipedii ,"['język', 'używać', 'w', 'wschodni', 'część', 'Afryka']",,8
76,suahilijski,"(1, 1)",przymiotnik relacyjny,"rzad. związany z suahili ,  dotyczący suahili ","['związany', 'z', 'suahili', 'dotyczyć', 'suahili']",['rzad.'],7
77,Suazi,"(1, 1)",rzeczownik,hist. geogr. polit. dawna nazwa państwa Eswatini ;  zob. też Suazi w Wikipedii ,"['dawny', 'nazwa', 'państwo', 'Eswatini']","['hist.', 'geogr.', 'polit.']",9
78,Suazyjczyk,"(1, 1)",rzeczownik,Suazi ,['Suazi'],,1
79,Suazyjka,"(1, 1)",rzeczownik,Suazi ,['Suazi'],,1
80,suazyjski,"(1, 1)",przymiotnik,do państwa Suazi ,"['do', 'państwo', 'Suazi']",,3
81,sub-,"(1, 1)",temat słowotwórczy,,[],,0
82,sub-,"(1, 2)",temat słowotwórczy,,[],,0
83,sub-,"(1, 3)",temat słowotwórczy,,[],,0
84,sub-,"(1, 4)",temat słowotwórczy,,[],,0
85,sub-,"(1, 5)",temat słowotwórczy,,[],,0
86,sub-,"(1, 6)",temat słowotwórczy,,[],,0
87,subalpejski,"(1, 1)",przymiotnik,"taki ,  który znajduje się w wysokim piętrze gór lub dla niego charakterystyczny ","['taki', 'który', 'znajdować się', 'w', 'wysoki', 'piętro', 'góra', 'lub', 'dla', 'ono', 'charakterystyczny']",,12
88,subarktyczny,"(1, 1)",przymiotnik relacyjny,"z obszarem wokół Arktyki ,  dotyczący obszaru wokół Arktyki ","['z', 'obszar', 'wokół', 'Arktyka', 'dotyczyć', 'obszar', 'wokół', 'Arktyka']",,9
89,Subaru,"(1, 1)",rzeczownik,mot. marka samochodu ,['marka samochodu'],['mot.'],2
90,subdepresja,"(1, 1)",rzeczownik,"psych. zaburzenie o objawach podobnych depresji ,  ale o mniejszym natężeniu ","['zaburzenie', 'o', 'objaw', 'podobny', 'depresja', 'ale', 'o', 'mały', 'natężenie']",['psych.'],11
91,subemitent,"(1, 1)",rzeczownik,"subemitent inwestycyjny  –  podmiot ,  który na podstawie zawartej z emitentem albo wprowadzającym zobowiązuje się do nabycia na własny rachunek całości lub części papierów wartościowych oferowanych w ofercie publicznej ,  na które nie złożono zapisów w terminie ich przyjmowania ","['podmiot', 'który', 'na podstawie', 'zawrzeć', 'z', 'emitent', 'albo', 'wprowadzać', 'zobowiązywać się', 'do', 'nabycie', 'na', 'własny', 'rachunek', 'całość', 'lub', 'część', 'papier wartościowy', 'oferować', 'w', 'oferta publiczny', 'na', 'który', 'nie', 'złożyć', 'zapisów', 'w', 'termin', 'one', 'przyjmowanie']",,34
92,subemitent,"(1, 2)",rzeczownik,"subemitent usługowy  –  podmiot ,  który na podstawie zawartej z emitentem albo wprowadzającym zobowiązuje się do nabycia na własny rachunek całości lub części papierów wartościowych danej emisji ,  oferowanych wyłącznie jemu w celu dalszego ich zbywania w ofercie publicznej ","['podmiot', 'który', 'na podstawie', 'zawrzeć', 'z', 'emitent', 'albo', 'wprowadzać', 'zobowiązywać się', 'do', 'nabycie', 'na', 'własny', 'rachunek', 'całość', 'lub', 'część', 'papier wartościowy', 'dany', 'emisja', 'oferować', 'wyłącznie', 'on', 'w celu', 'dalszy', 'one', 'zbywanie', 'w', 'oferta', 'publiczny']",,34
93,subha,"(1, 1)",rzeczownik,"rel. muzułmański sznur modlitewny ,  rodzaj różańca ","['muzułmański', 'sznur', 'modlitewny', 'rodzaj', 'różaniec']",['rel.'],7
94,subhastacja,"(1, 1)",rzeczownik,praw. wywłaszczenie na mocy wyroku sądowego ,"['wywłaszczenie', 'na mocy', 'wyrok', 'sądowy']",['praw.'],5
95,subiekt,"(1, 1)",rzeczownik,sprzedawca w sklepie ,"['sprzedawca', 'w', 'sklep']",,3
96,subiekt,"(1, 2)",rzeczownik,"osoba poznająca i działająca ,  przeciwstawiona światu zewnętrznemu będącemu przedmiotem poznania ","['osoba', 'poznawać', 'i', 'działać', 'przeciwstawić', 'świat', 'zewnętrzny', 'być', 'przedmiot', 'poznanie']",,11
97,subiekt,"(1, 3)",rzeczownik,osoba ,['osoba'],,1
98,subiekt,"(2, 1)",rzeczownik,jęz. zob. podmiot ,[],"['jęz.', 'zob.']",3
99,subiektywnie,"(1, 1)",przysłówek,"sposób subiektywny ,  nieobiektywnie ","['sposób', 'subiektywny', 'nieobiektywnie']",,4
100,subiektywność,"(1, 1)",rzeczownik,"odprzym. cecha tego ,  co jest subiektywne ;  cecha tych ,  którzy są subiektywni ","['cecha', 'to', 'co', 'być', 'subiektywny', 'cecha', 'ci', 'który', 'być', 'subiektywny']",['odprzym.'],14
101,subiektywny,"(1, 1)",przymiotnik,",  odznaczający się subiektywizmem ","['odznaczać się', 'subiektywizm']",,3
102,subiektywny,"(1, 2)",przymiotnik,filoz. zależny od podmiotu poznającego ,"['zależny', 'od', 'podmiot', 'poznawać']",['filoz.'],5
103,subkarabin,"(1, 1)",rzeczownik,"długa broń palna zasilana amunicją karabinową ,  mająca lufę krótszą niż 4 5 centymetrów ","['długi', 'broń palna', 'zasilać', 'amunicja', 'karabinowy', 'mieć', 'lufa', 'krótki', 'niż', '40', '5', 'centymetr']",,13
104,subkarabinek,"(1, 1)",rzeczownik,"broń palna wyposażona w krótką ,  krótszą niż karabinek lufę zob. też subkarabinek w Wikipedii ","['broń palna', 'wyposażyć', 'w', 'krótki', 'krótki', 'niż', 'karabinek', 'lufa']",,10
105,subkontynent,"(1, 1)",rzeczownik,"ląd wielkich rozmiarów ,  lecz mniejszy niż kontynent lub stanowiący jego wydzieloną ,  szczególną część ;  zob. też subkontynent w Wikipedii ","['ląd', 'wielki', 'rozmiar', 'lecz', 'mały', 'niż', 'kontynent', 'lub', 'stanowić', 'on', 'wydzielać', 'szczególny', 'część']",,17
106,subkultura,"(1, 1)",rzeczownik,"socjol. zespół zjawisk kulturowych ,  częściowo autonomiczny wobec kultury dominującej tworzone przez jakąś grupę osób ;  zob. też subkultura w Wikipedii ","['zespół', 'zjawisko', 'kulturowy', 'częściowo', 'autonomiczny', 'wobec', 'kultura', 'dominować', 'tworzyć', 'przez', 'jakiś', 'grupa', 'osoba']",['socjol.'],17
107,subkultura,"(1, 2)",rzeczownik,"grupa osób przyjmująca zasady ,  normy i wzorce  (1.1) ","['grupa', 'osoba', 'przyjmować', 'zasada', 'norma', 'i', 'wzorzec']",,9
108,subkulturowy,"(1, 1)",przymiotnik relacyjny,"do subkultury ,  związany z subkulturą ","['do', 'subkultura', 'związany', 'z', 'subkultura']",,6
109,subletalny,"(1, 1)",przymiotnik,"biol. med. osłabiający znacznie żywotność organizmu ,  ale nie powodujący natychmiastowej śmierci ","['osłabiać', 'znacznie', 'żywotność', 'organizm', 'ale', 'nie', 'powodować', 'natychmiastowy', 'śmierć']","['biol.', 'med.']",12
110,sublimacja,"(1, 1)",rzeczownik,"fiz. zmiana stanu skupienia ze stałego na gazowy ,  z pominięciem fazy ciekłej ;  zob. też sublimacja w Wikipedii ","['zmiana', 'stan', 'skupienie', 'ze', 'stały', 'na', 'gazowy', 'z', 'pominięcie', 'faza', 'ciekły']",['fiz.'],15
111,sublimat,"(1, 1)",rzeczownik,zwyczajowa nazwa chlorku rtęci (II);  zob. też chlorek rtęci(II) w Wikipedii ,"['zwyczajowy', 'nazwa', 'chlorek', 'rtęć']",,6
112,sublimowanie,"(1, 1)",rzeczownik,rzecz. odczas. od sublimować ,[],['rzecz. odczas.'],3
113,sublitoral,"(1, 1)",rzeczownik,"biol. geogr. strefa dna zbiornika wodnego ,  poniżej granicy występowania roślinności ;  zob. też sublitoral w Wikipedii ","['strefa', 'dno', 'zbiornik', 'wodny', 'poniżej', 'granica', 'występowanie', 'roślinność']","['biol.', 'geogr.']",13
114,sublitoralny,"(1, 1)",przymiotnik relacyjny,"biol. geogr. związany z sublitoralem ,  dotyczący sublitoralu ","['związany', 'z', 'sublitoral', 'dotyczyć', 'sublitoral']","['biol.', 'geogr.']",8
115,sublokacja,"(1, 1)",rzeczownik,"poddzierżawa ,  podnajem ","['poddzierżawa', 'podnajem']",,3
116,sublokator,"(1, 1)",rzeczownik,podnajmujący część mieszkania od gospodarza ,"['podnajmować', 'część', 'mieszkanie', 'od', 'gospodarz']",,5
117,subordynacja,"(1, 1)",rzeczownik,"się dyscyplinie ,  zdyscyplinowanie ","['się', 'dyscyplina', 'zdyscyplinowanie']",,4
118,subordynacjonizm,"(1, 1)",rzeczownik,"teol. hist. pogląd teologiczny ,  według którego Syn Boży i Duch Święty są podporządkowani Bogu Ojcu ;  zob. też subordynacjonizm w Wikipedii ","['pogląd', 'teologiczny', 'według', 'który', 'Syn Boży', 'i', 'Duch Święty', 'być', 'podporządkować', 'Bóg Ojciec']","['teol.', 'hist.']",15
119,subotnik,"(1, 1)",rzeczownik,"w Rosji i krajach postradzieckich ,  organizowany zwykle w soboty ","['w', 'Rosja', 'i', 'kraj', 'postradziecki', 'organizować', 'zwykle', 'w', 'sobota']",,10
120,subotnik,"(2, 1)",rzeczownik,rel. hist. członek jednego z odłamów prawosławia powstałego w XVI w. ,"['członek', 'jeden', 'z', 'odłam', 'prawosławie', 'powstać', 'w', 'XVI', 'w.']","['rel.', 'hist.', 'w.']",11
121,subretka,"(1, 1)",rzeczownik,przest. teatr. rola sprytnej pokojówki będącej sprężyną intryg ,"['rola', 'sprytny', 'pokojówka', 'być', 'sprężyna', 'intryga']","['przest.', 'teatr.']",8
122,subretka,"(1, 2)",rzeczownik,teatr. aktorka grająca takie role ,"['aktorka', 'grać', 'taki', 'rola']",['teatr.'],5
123,subretka,"(1, 3)",rzeczownik,pokojówka ,['pokojówka'],,1
124,subrogacja,"(1, 1)",rzeczownik,"przejęcie praw wierzyciela przez tego ,  kto spłaca jego długi ;  zob. też subrogacja w Wikipedii ","['przejęcie', 'prawo', 'wierzyciel', 'przez', 'ten', 'kto', 'spłacać', 'jego', 'dług']",,12
125,subrogacja,"(1, 2)",rzeczownik,",  wedle której w skład majątku odrębnego wchodzi oprócz tego ,  co się w nim znajdowało w chwili jego powstania ,  także to ,  co później weszło w jego skład ","['wedle', 'który', 'w', 'skład', 'majątek', 'odrębny', 'wchodzić', 'oprócz tego', 'co', 'znajdować się', 'w', 'nim', 'znajdować się', 'w', 'chwila', 'jego', 'powstanie', 'także', 'to', 'co', 'późno', 'wejść', 'w', 'jego', 'skład']",,29
126,subsaharyjski,"(1, 1)",przymiotnik relacyjny,"do terenów Afryki na południe od Sahary ,  związany z tymi terenami ","['do', 'teren', 'Afryka', 'na', 'południe', 'od', 'Sahara', 'związany', 'z', 'ten', 'teren']",,12
127,subskrybować,"(1, 1)",czasownik,"urz. zobowiązywać się do kupna czegoś ,  np. akcji ,  publikacji ","['zobowiązywać się', 'do', 'kupno', 'coś', 'np.', 'akcja', 'publikacja']","['urz.', 'np.']",10
128,subskrybować,"(1, 2)",czasownik,",  korzystać z subskrypcji ","['korzystać', 'z', 'subskrypcja']",,4
129,subskrybowanie,"(1, 1)",rzeczownik,rzecz. odczas. od subskrybować ,[],['rzecz. odczas.'],3
130,subskrypcja,"(1, 1)",rzeczownik, ( pisemne lub elektroniczne )  zobowiązanie do nabycia lub wykupienia czegoś cyklicznie wydawanego ,"['pisemny', 'lub', 'elektroniczny', 'zobowiązanie', 'do', 'nabycie', 'lub', 'wykupienie', 'coś', 'cyklicznie', 'wydawać']",,13
131,subsoniczny,"(1, 1)",przymiotnik,prędkość mniejszą od prędkości dźwięku w powietrzu ,"['prędkość', 'mały', 'od', 'prędkość', 'dźwięk', 'w', 'powietrze']",,7
132,substancja,"(1, 1)",rzeczownik,"klasa przedmiotów materialnych ,  mających w danych warunkach jednakowe właściwości fizyczne i chemiczne ,  mikroskopowo zaś  -  identyczną budowę molekularną  ( cząsteczkową ) ","['klasa', 'przedmiot', 'materialny', 'mieć', 'w', 'dany', 'warunek', 'jednakowy', 'właściwość', 'fizyczny', 'i', 'chemiczny', 'mikroskopowo', 'zaś', 'identyczny', 'budowa', 'molekularny', 'cząsteczkowy']",,23
133,substancja,"(1, 2)",rzeczownik,byt samoistny ,"['byt', 'samoistny']",,2
134,substancja czynna,"(1, 1)",fraza rzeczownikowa,"biochem. substancja jakiegokolwiek pochodzenia ,  która może spowodować zmiany w procesach fizjologicznych lub biochemicznych organizmów żywych ,  stanowiąca podstawę leku ;  zob. też substancja czynna w Wikipedii ","['substancja', 'jakikolwiek', 'pochodzenie', 'który', 'móc', 'spowodować', 'zmiana', 'w', 'proces', 'fizjologiczny', 'lub', 'biochemiczny', 'organizm', 'żywy', 'stanowić', 'podstawa', 'lek']",['biochem.'],22
135,substantywizacja,"(1, 1)",rzeczownik,"przejście jakiejś części mowy do kategorii rzeczowników ,  użycie innej części mowy w funkcji rzeczownikowej ","['przejście', 'jakiś', 'część mowy', 'do', 'kategoria', 'rzeczownik', 'użycie', 'inny', 'część mowy', 'w', 'funkcja', 'rzeczownikowy']",,13
136,substantywizacja,"(1, 2)",rzeczownik,"przekształcenie przymiotnika ,  liczebnika ,  zaimka dzierżawczego w rzeczownik ","['przekształcenie', 'przymiotnik', 'liczebnik', 'zaimek', 'dzierżawczy', 'w', 'rzeczownik']",,9
137,substraktywność,"(1, 1)",rzeczownik,"tego ,  co substraktywne ","['to', 'co', 'substraktywny']",,4
138,substytucja,"(1, 1)",rzeczownik,"jednych rzeczy ,  pojęć ,  usług itp. innymi ","['jeden', 'rzecz', 'pojęcie', 'usługa', 'itp.', 'inny']",['itp.'],8
139,substytucja,"(1, 2)",rzeczownik,zastępowalność dóbr o podobnych właściwościach ,"['zastępowalność', 'dobro', 'o', 'podobny', 'właściwość']",,5
140,substytucja,"(1, 3)",rzeczownik,pełnomocnictwa na inną osobę ,"['pełnomocnictwo', 'na', 'inny', 'osoba']",,4
