,Name,Sign,Type,Definition,Other_words,Indexes,No_words
17,późność,"(1, 1)",rzeczownik,"tego ,  co późne ;  cecha tych ,  którzy są późni ","['to', 'co', 'późny', 'cecha', 'ci', 'który', 'być', 'późny']",,11
18,późnośredniowieczny,"(1, 1)",przymiotnik relacyjny,"z późnego średniowiecza ,  związany z późnym średniowieczem ,  dotyczący późnego średniowiecza ","['z', 'późny', 'średniowiecze', 'związany', 'z', 'późny', 'średniowiecze', 'dotyczyć', 'późny', 'średniowiecze']",,12
19,późno-,"(1, 1)",temat słowotwórczy,,[],,0
20,późno,"(1, 1)",przysłówek,koniec jakiegoś czasu lub okresu ,"['koniec', 'jakiś', 'czas', 'lub', 'okres']",,5
21,późno,"(1, 2)",przysłówek,upływie czasu dłuższego niż zwykle lub niż oczekiwano ,"['upływ', 'czas', 'długi', 'niż', 'zwykle', 'lub', 'niż', 'oczekiwać']",,8
22,późno,"(1, 3)",przysłówek,lub w nocy ,"['lub', 'w', 'noc']",,3
23,późno,"(1, 4)",przysłówek,w stosunkowo zaawansowanym wieku ,"['w', 'stosunkowo', 'zaawansowany', 'wiek']",,4
24,późnomezozoiczny,"(1, 1)",przymiotnik,"paleont. związany z późnym mezozoikiem ,  występujący w późnym mezozoiku lub pochodzący z tego okresu ","['związany', 'z', 'późny', 'mezozoik', 'występować', 'w', 'późny', 'mezozoik', 'lub', 'pochodzić', 'z', 'ten', 'okres']",['paleont.'],15
25,późnosłowiański,"(1, 1)",przymiotnik relacyjny,hist. pochodzący z końcowego okresu osadnictwa słowiańskiego ,"['pochodzić', 'z', 'końcowy', 'okres', 'osadnictwo', 'słowiański']",['hist.'],7
26,późny,"(1, 1)",przymiotnik,"w końcowej fazie ,  w jednym z ostatnich stadiów ","['w', 'końcowy', 'faza', 'w', 'jeden', 'z', 'ostatni', 'stadium']",,9
27,późny,"(1, 2)",przymiotnik,po relatywnie dłuższym czasie niż to zwykle bywa ,"['po', 'relatywnie', 'długi', 'czas', 'niż', 'to', 'zwykle', 'bywać']",,8
28,późny,"(1, 3)",przymiotnik,",  ale najmniej oddalony od teraźniejszości ","['ale', 'mało', 'oddalony', 'od', 'teraźniejszość']",,6
29,późny,"(1, 4)",przymiotnik,"późno dojrzewający ,  kwitnący ","['późno', 'dojrzewać', 'kwitnąć']",,4
30,późny,"(1, 5)",przymiotnik,"późno siany ,  sadzony ","['późno', 'siać', 'sadzić']",,4
31,późny,"(1, 6)",przymiotnik,przez osobę lub osoby w zaawansowanym wieku ,"['przez', 'osoba', 'lub', 'osoba', 'w', 'zaawansowany', 'wiek']",,7
32,późny,"(1, 7)",przymiotnik,"będący w przyszłości innym ,  niż poprzednio ;  przyszły ","['być', 'w', 'przyszłość', 'inny', 'niż', 'poprzednio', 'przyszły']",,9
33,późny,"(1, 8)",przymiotnik,"następujący po czymś ,  co miało miejsce wcześniej ;  dalszy ","['następować', 'po', 'coś', 'co', 'mieć miejsce', 'wcześnie', 'dalszy']",,9
34,pójść,"(1, 1)",czasownik nieprzechodni dokonany (ndk. iść),udać się w jakąś stronę ,"['udać się', 'w', 'jakiś', 'strona']",,4
35,pójść,"(1, 2)",czasownik nieprzechodni dokonany (ndk. iść),w jakimś kierunku lub celem wykonania jakiejś czynności ,"['w', 'jakiś', 'kierunek', 'lub', 'celem', 'wykonanie', 'jakiś', 'czynność']",,8
36,pójść,"(1, 3)",czasownik nieprzechodni dokonany (ndk. iść),pieszo opuścić jakieś miejsce ,"['pieszo', 'opuścić', 'jakiś', 'miejsce']",,4
37,pójść,"(1, 4)",czasownik nieprzechodni dokonany (ndk. iść),"jakąś długotrwałą czynność ,  wstąpić do jakiejś instytucji ,  organizacji ","['jakiś', 'długotrwały', 'czynność', 'wstąpić', 'do', 'jakiś', 'instytucja', 'organizacja']",,10
38,pójść,"(1, 5)",czasownik nieprzechodni dokonany (ndk. iść),"o maszynach, urządzeniach i instalacjach lub ich częściach: zepsuć się ",['zepsuć się'],,2
39,pójść,"(1, 6)",czasownik nieprzechodni dokonany (ndk. iść),"potoczyć się ,  mieć określony przebieg ","['potoczyć się', 'mieć', 'określony', 'przebieg']",,5
40,pójść do łóżka,"(1, 1)",fraza czasownikowa dokonana (ndk. iść do łóżka),spać ,['spać'],,1
41,pójść do łóżka,"(1, 2)",fraza czasownikowa dokonana (ndk. iść do łóżka),eufem. odbyć  ( z kimś )  stosunek płciowy ,"['odbyć', 'z', 'ktoś', 'stosunek płciowy']",['eufem.'],7
42,pójść do Abrahama na piwo,"(1, 1)",fraza czasownikowa,"pot. umrzeć ,  zginąć ,  ponieść śmierć ;  stracić życie ","['umrzeć', 'zginąć', 'ponieść', 'śmierć', 'stracić', 'życie']",['pot.'],10
43,pójść do Canossy,"(1, 1)",fraza czasownikowa,zmuszonym do ukorzenia się przed przeciwnikiem ,"['zmusić', 'do', 'ukorzenie', 'się', 'przed', 'przeciwnik']",,6
44,pójść do Kanossy,"(1, 1)",fraza czasownikowa,zmuszonym do ukorzenia się przed przeciwnikiem ,"['zmusić', 'do', 'ukorzenie', 'się', 'przed', 'przeciwnik']",,6
45,pójść do urn,"(1, 1)",fraza czasownikowa,wziąć udział w wyborach ,"['wziąć', 'udział', 'w', 'wybory']",,4
46,pójść na dywanik,"(1, 1)",fraza czasownikowa,"wezwanym przez przełożonego na rozmowę ,  zwykle przykrą ","['wezwać', 'przez', 'przełożony', 'na', 'rozmowa', 'zwykle', 'przykry']",,8
47,pójść na grandę,"(1, 1)",fraza czasownikowa nieprzechodnia dokonana (ndk. iść na grandę),pójść na szaber ,[],,1
48,pójść na obciach,"(1, 1)",fraza czasownikowa nieprzechodnia dokonana (ndk. iść na obciach),pójść na szaber ,[],,1
49,pójść na pałę,"(1, 1)",fraza czasownikowa nieprzechodnia dokonana (ndk. iść na pałę),"turyst. przemierzyć teren w sposób nieprzemyślany ,  najczęściej idąc cały czas przed siebie ","['przemierzyć', 'teren', 'w sposób', 'nieprzemyślany', 'najczęściej', 'iść', 'cały czas', 'przed', 'siebie']",['turyst.'],11
50,pójść na pałę,"(1, 2)",fraza czasownikowa nieprzechodnia dokonana (ndk. iść na pałę),przen. przystąpić do jakiegoś przedsięwzięcia bez należytego przygotowania ,"['przystąpić', 'do', 'jakiś', 'przedsięwzięcie', 'bez', 'należyty', 'przygotowanie']",['przen.'],8
51,pójść na pachtę,"(1, 1)",fraza czasownikowa nieprzechodnia dokonana (ndk. iść na pachtę),pójść na szaber ,[],,1
52,pójść na rękę,"(1, 1)",fraza czasownikowa dokonana,"przen. oddać komuś przysługę ,  ułatwić coś komuś ;  idąc na ustępstwa ,  pomóc komuś w realizacji jakiegoś zamierzenia ","['oddać', 'ktoś', 'przysługa', 'ułatwić', 'coś', 'ktoś', 'iść', 'na', 'ustępstwo', 'pomóc', 'ktoś', 'w', 'realizacja', 'jakiś', 'zamierzenie']",['przen.'],19
53,pójść na rympał,"(1, 1)",fraza czasownikowa nieprzechodnia dokonana (ndk. iść na rympał),"turyst. przemierzyć teren w sposób nieprzemyślany ,  najczęściej idąc cały czas przed siebie ","['przemierzyć', 'teren', 'w sposób', 'nieprzemyślany', 'najczęściej', 'iść', 'cały czas', 'przed', 'siebie']",['turyst.'],11
54,pójść na rympał,"(1, 2)",fraza czasownikowa nieprzechodnia dokonana (ndk. iść na rympał),przen. przystąpić do jakiegoś przedsięwzięcia bez należytego przygotowania ,"['przystąpić', 'do', 'jakiś', 'przedsięwzięcie', 'bez', 'należyty', 'przygotowanie']",['przen.'],8
55,pójść na stronę,"(1, 1)",fraza czasownikowa nieprzechodnia dokonana,potrzeby fizjologiczne ,['potrzeba fizjologiczna'],,1
56,pójść na szaber,"(1, 1)",fraza czasownikowa nieprzechodnia dokonana (ndk. iść na szaber),na nieswoją działkę lub jej obrys w celu swobodnej konsumpcji plonów działkowych bez zgody jej właściciela ,"['na', 'nieswój', 'działka', 'lub', 'ona', 'obrys', 'w celu', 'swobodny', 'konsumpcja', 'plon', 'działkowy', 'bez', 'zgoda', 'ona', 'właściciel']",,15
57,pójść na zieloną trawkę,"(1, 1)",fraza czasownikowa nieprzechodnia dokonana,przen. zostać zwolnionym z pracy ,"['zostać', 'zwolnić', 'z', 'praca']",['przen.'],5
58,pójść po rozum do głowy,"(1, 1)",fraza czasownikowa dokonana,"znaleźć na coś radę ,  znaleźć wyjście z jakiejś sytuacji ","['znaleźć', 'na', 'coś', 'rada', 'znaleźć', 'wyjście', 'z', 'jakiś', 'sytuacja']",,10
59,pójść się jebać,"(1, 1)",fraza czasownikowa nieprzechodnia dokonana,"wulg. zostać zmarnotrawionym ,  bezpowrotnie utraconym ","['zostać', 'zmarnotrawić', 'bezpowrotnie', 'utracić']",['wulg.'],6
60,pójść się jebać,"(1, 2)",fraza czasownikowa nieprzechodnia dokonana,"zepsuć się ,  ulec poważnej awarii ","['zepsuć się', 'ulec', 'poważny', 'awaria']",,5
61,pójść się jebać,"(1, 3)",fraza czasownikowa nieprzechodnia dokonana,dosł. udać się w ustronne miejsce w celu odbycia stosunku seksualnego ,"['udać się', 'w', 'ustronny', 'miejsce', 'w celu', 'odbycie', 'stosunek seksualny']",['dosł.'],8
62,pójść spać,"(1, 1)",fraza czasownikowa dokonana,do snu ,"['do', 'sen']",,2
63,pójść w ślinę,"(1, 1)",fraza czasownikowa dokonana (ndk. iść w ślinę),grub. pocałować się ,['pocałować się'],['grub.'],2
64,pójść w długą,"(1, 1)",fraza czasownikowa,"odejść szybko ,  uciec ","['odejść', 'szybko', 'uciec']",,4
65,pójść w długą,"(1, 2)",fraza czasownikowa,przedłużać się ,"['przedłużać', 'się']",,2
66,pójść w harendę,"(1, 1)",fraza czasownikowa nieprzechodnia dokonana (ndk. iść w harendę),pójść na szaber ,[],,1
67,pójść w kamasze,"(1, 1)",fraza czasownikowa,wcielonym do wojska ,"['wcielić', 'do', 'wojsko']",,3
68,pójść w kimono,"(1, 1)",fraza czasownikowa dokonana,pot. zasnąć ,['zasnąć'],['pot.'],2
69,pójść w odstawkę,"(1, 1)",fraza czasownikowa,zostać zdymisjonowanym ,"['zostać', 'zdymisjonować']",,2
70,pójść w odstawkę,"(1, 2)",fraza czasownikowa,"zostać odrzuconym ,  pominiętym lub odsuniętym od jakiejś działalności  ( funkcji ),  tracąc swoją dotychczasową pozycję lub znaczenie ","['zostać', 'odrzucić', 'pominąć', 'lub', 'odsunąć', 'od', 'jakiś', 'działalność', 'funkcja', 'tracić', 'swój', 'dotychczasowy', 'pozycja', 'lub', 'znaczenie']",,18
71,pójść w orendę,"(1, 1)",fraza czasownikowa nieprzechodnia dokonana (ndk. iść w orendę),pójść na szaber ,[],,1
72,pójść w pięty,"(1, 1)",fraza czasownikowa,się odczuć ,"['się', 'odczuć']",,2
73,pójść w tango,"(1, 1)",fraza czasownikowa dokonana,"pot. zacząć wielodniowe picie alkoholu ,  często zmieniając lokale ","['zacząć', 'wielodniowy', 'picie', 'alkohol', 'często', 'zmieniać', 'lokal']",['pot.'],9
74,pójść w tango,"(1, 2)",fraza czasownikowa dokonana,zacząć nawiązywać liczne przypadkowe kontakty seksualne ,"['zacząć', 'nawiązywać', 'liczny', 'przypadkowy', 'kontakt', 'seksualny']",,6
75,pójść w tykwy,"(1, 1)",fraza czasownikowa,daw. zacząć bójkę ,"['zacząć', 'bójka']",['daw.'],3
76,pójść z dymem,"(1, 1)",fraza czasownikowa,,[],,0
77,pójść z torbami,"(1, 1)",fraza czasownikowa nieprzechodnia dokonana,"stać się nędzarzem ,  zubożeć ","['stać', 'się', 'nędzarz', 'zubożeć']",,5
78,pójście,"(1, 1)",rzeczownik,od pójść ,[],,2
79,póki,"(1, 1)",spójnik,dopóki ,[],,1
80,póki co,"(1, 1)",związek frazeologiczny,"na razie ,  tymczasem ","['na razie', 'tymczasem']",,3
81,póty,"(1, 1)",spójnik,"książk. w wyrażeniu póty… aż… komunikuje, że część zdania przed „aż” jest ograniczona od strony przyszłości przez zdarzenie opisane po „aż” ",[],['książk.'],2
82,póty,"(1, 2)",spójnik,"w wyrażeniu póty… póki (dopóki) komunikuje, że część zdania przed „póki” („dopóki”) jest ograniczona przez zakończenie czynności opisanej po „póki” („dopóki”) ",[],,1
83,pąć,"(1, 1)",rzeczownik,daw. gw. droga ,['droga'],"['daw.', 'gw.']",3
84,pąć,"(1, 2)",rzeczownik,"gw. pielgrzymka ,  wędrówka do miejsc świętych ","['pielgrzymka', 'wędrówka', 'do', 'miejsce', 'święty']",['gw.'],7
85,pąch,"(1, 1)",rzeczownik,"daw. woń zwierzęcia ,  którą wyczuł pies myśliwski ","['woń', 'zwierzę', 'który', 'wyczuć', 'pies', 'myśliwski']",['daw.'],8
86,pąch,"(1, 2)",rzeczownik,węch u psów ,"['węch', 'u', 'pies']",,3
87,pączek,"(1, 1)",rzeczownik,"spoż. wypiek przypominający kształtem kulę ,  smażony w głębokim tłuszczu ,  często lukrowany lub posypywany cukrem ;  zob. też pączek w Wikipedii ","['wypiek', 'przypominać', 'kształt', 'kula', 'smażyć', 'w', 'głęboki', 'tłuszcz', 'często', 'lukrować', 'lub', 'posypywać', 'cukier']",['spoż.'],18
88,pączek,"(1, 2)",rzeczownik,spoż.  pączek  serowy lub wiedeński ;  zob. oponka ,"['serowy', 'lub', 'wiedeński']","['spoż.', 'zob.']",8
89,pączek,"(1, 3)",rzeczownik,od: pąk ,['pąk'],,2
90,pączkarnia,"(1, 1)",rzeczownik,z pączkami ,"['z', 'pączek']",,2
91,pączkarnia,"(1, 2)",rzeczownik,wypieku pączków ,"['wypiek', 'pączek']",,2
92,pączkować,"(1, 1)",czasownik nieprzechodni niedokonany,bot. wypuszczać z pędów pączki ,"['wypuszczać', 'z', 'pęd', 'pączek']",['bot.'],5
93,pączkować,"(1, 2)",czasownik nieprzechodni niedokonany,rozmnażać się przez pączkowanie ,"['rozmnażać się', 'przez', 'pączkowanie']",,3
94,pączkować,"(1, 3)",czasownik nieprzechodni niedokonany,"mnożyć się ,  powstawać ","['mnożyć się', 'powstawać']",,3
95,pączkowanie,"(1, 1)",rzeczownik,rzecz. odczas. od pączkować ,[],['rzecz. odczas.'],3
96,pączkowy,"(1, 1)",przymiotnik,"związany z pączkami ,  przeznaczony na pączki ","['związać', 'z', 'pączek', 'przeznaczyć', 'na', 'pączek']",,7
97,pączkowy,"(1, 2)",przymiotnik,pąkowy ,['pąkowy'],,1
98,pągiel,"(1, 1)",rzeczownik,",  małolat ",['małolat'],,2
99,pąk,"(1, 1)",rzeczownik,"liścia ,  pędu lub kwiatu na roślinie ;  zob. też pąk w Wikipedii ","['liść', 'pęd', 'lub', 'kwiat', 'na', 'roślina']",,9
100,pąksowy,"(1, 1)",przymiotnik,gw. pąsowy ,['pąsowy'],['gw.'],2
101,pąs,"(1, 1)",rzeczownik,intensywny jasnoczerwony kolor ,"['intensywny', 'jasnoczerwony', 'kolor']",,3
102,pąs,"(1, 2)",rzeczownik,silny rumieniec na twarzy (zwykle w liczbie mnogiej) ,"['silny', 'rumieniec', 'na', 'twarz']",,5
103,pąsowieć,"(1, 1)",czasownik nieprzechodni niedokonany (dk. brak),wyraźnie odróżniać się od tła kolorem pąsowym ,"['wyraźnie', 'odróżniać się', 'od', 'tło', 'kolor', 'pąsowy']",,6
104,pąsowieć,"(2, 1)",czasownik nieprzechodni niedokonany (dk. spąsowieć),"czerwienić się ,  rumienić się ","['czerwienić się', 'rumienić się']",,3
105,pąsowienie,"(1, 1)",rzeczownik,od pąsowieć ,[],,2
106,pąsowość,"(1, 1)",rzeczownik,"odprzym. cecha tego ,  co jest pąsowe ;  cecha tych ,  którzy są pąsowi ","['cecha', 'to', 'co', 'być', 'pąsowy', 'cecha', 'ci', 'który', 'być', 'pąsowy']",['odprzym.'],14
107,pąsowo,"(1, 1)",przysłówek,przysł. od pąsowy ,['pąsowy'],['przysł.'],3
108,pąsowy,"(1, 1)",przymiotnik,jasnoczerwony ,['jasnoczerwony'],,1
109,pątnik,"(1, 1)",rzeczownik,,[],,0
110,pćma,"(1, 1)",rzeczownik,"pewien bliżej nie określony twór ,  rzekomo przypominający nieco  „ murkwię ”  i  „ sepulkę ” –  występujący w twórczości Stanisława Lema ;  zob. też pćmy w Wikipedii ","['pewien', 'blisko', 'nie-', 'określony', 'twór', 'rzekomo', 'przypominać', 'nieco', 'murkwia', 'i', 'sepulka', 'występować', 'w', 'twórczość', 'w:Stanisław Lem']",,22
111,pęcaczek,"(1, 1)",rzeczownik,zdrobn. od pęcak ,['pęcak'],['zdrobn.'],3
112,pęcak,"(1, 1)",rzeczownik,gw. (Kraków) spoż. pęczak  ( kasza ) ,"['pęczak', 'kasza']","['gw.', 'spoż.']",7
113,pęchcenie,"(1, 1)",rzeczownik,rzecz. odczas. od pęchcić ,[],['rzecz. odczas.'],3
114,pęchcić,"(1, 1)",czasownik,"reg. pozn.  -  szperać ,  szukać ","['szperać', 'szukać']",['reg. pozn.'],5
115,pęcherz,"(1, 1)",rzeczownik,"płynem  ( ropą) podskórny bąbel ,  który powstał na skutek oparzenia lub otarcia ","['płyn', 'ropa', 'podskórny', 'bąbel', 'który', 'powstać', 'na skutek', 'oparzenie', 'lub', 'otarcie']",,12
116,pęcherz,"(1, 2)",rzeczownik,anat. zbiornik moczu u kręgowców ,"['zbiornik', 'mocz', 'u', 'kręgowiec']",['anat.'],5
117,pęcherz,"(1, 3)",rzeczownik,zob. pęcherz pławny ,[],['zob.'],2
118,pęcherz,"(1, 4)",rzeczownik,zob. pęcherz powietrzny ,[],['zob.'],2
119,pęcherz,"(1, 5)",rzeczownik,bańka gazu w odlewie ,"['bańka', 'gaz', 'w', 'odlew']",,4
120,pęcherz,"(1, 6)",rzeczownik,dętka piłki nadmuchiwana powietrzem ,"['dętka', 'piłka', 'nadmuchiwać', 'powietrze']",,4
121,pęcherzowy,"(1, 1)",przymiotnik relacyjny,"z pęcherzem ,  dotyczący pęcherza ","['z', 'pęcherz', 'dotyczyć', 'pęcherz']",,5
122,pęcherzyk,"(1, 1)",rzeczownik,od :  pęcherz ,['pęcherz'],,3
123,pęcherzyk,"(1, 2)",rzeczownik,bańka gazu w cieczy ,"['bańka', 'gaz', 'w', 'ciecz']",,4
124,pęcherzyk,"(1, 3)",rzeczownik,mały narząd błoniasty w organizmach żywych ;  zob. też pęcherzyk w Wikipedii ,"['mały', 'narząd', 'błoniasty', 'w', 'organizm', 'żywy']",,8
125,pęcherzyk,"(1, 4)",rzeczownik,mała wypukłość lub próżnia w odlewie ,"['mały', 'wypukłość', 'lub', 'próżnia', 'w', 'odlew']",,6
126,pęcherzyk żółciowy,"(1, 1)",fraza rzeczownikowa,anat. narząd wewnętrzny służący do gromadzenia i zagęszczania żółci ;  zob. też pęcherzyk żółciowy w Wikipedii ,"['narząd', 'wewnętrzny', 'służyć', 'do', 'gromadzenie', 'i', 'zagęszczanie', 'żółć']",['anat.'],11
127,pęcherzyk jajnikowy,"(1, 1)",fraza rzeczownikowa,zob. pęcherzyk Graafa ,[],['zob.'],2
128,pęcherz moczowy,"(1, 1)",fraza rzeczownikowa,anat. narząd wewnętrzny stanowiący zbiornik moczu ,"['narząd', 'wewnętrzny', 'stanowić', 'zbiornik', 'mocz']",['anat.'],6
129,pęczaczek,"(1, 1)",rzeczownik,zdrobn. od pęczak ,['pęczak'],['zdrobn.'],3
130,pęczak,"(1, 1)",rzeczownik,"gruba ,  nie łamana kasza jęczmienna ;  zob. też pęczak w Wikipedii ","['gruby', 'nie-', 'łamać', 'kasza jęczmienna']",,7
131,pęczek,"(1, 1)",rzeczownik,od: pęk ,['pęk'],,2
132,pęczek,"(1, 2)",rzeczownik,towaru  ( zwykle jarzyn )  związana sznurkiem lub spięta gumką ,"['towar', 'zwykle', 'jarzyna', 'związać', 'sznurek', 'lub', 'spiąć', 'gumka']",,10
133,pęcznieć,"(1, 1)",czasownik,objętość nasiąkając jakimś płynem ,"['objętość', 'nasiąkać', 'jakiś', 'płyn']",,4
134,pęcznieć,"(1, 2)",czasownik,"się większym ,  wypchanym wskutek przybywania czegoś ","['się', 'duży', 'wypchać', 'wskutek', 'przybywanie', 'coś']",,7
135,pęcznienie,"(1, 1)",rzeczownik,rzecz. odczas. od pęcznieć ,[],['rzecz. odczas.'],3
136,pęd,"(1, 1)",rzeczownik,"posuwanie się naprzód ,  szybki ruch ,  szybki bieg ","['posuwanie', 'się', 'naprzód', 'szybki', 'ruch', 'szybki', 'bieg']",,9
137,pęd,"(1, 2)",rzeczownik,"potrzeba ,  zamiłowanie do czegoś ,  wzmożona chęć dążenia do czegoś ","['potrzeba', 'zamiłowanie', 'do', 'coś', 'wzmożony', 'chęć', 'dążenie', 'do', 'coś']",,11
138,pęd,"(1, 3)",rzeczownik,"nadziemna część rośliny składająca się z łodygi ,  liści ,  pączków ,  kwiatów i owoców ;  zob. też pęd (botanika) w Wikipedii ","['nadziemny', 'część', 'roślina', 'składać', 'się', 'z', 'łodyga', 'liść', 'pączek', 'kwiat', 'i', 'owoc']",,17
139,pęd,"(1, 4)",rzeczownik,prędkość pomnożona przez masę ;  zob. też pęd (fizyka) w Wikipedii ,"['prędkość', 'pomnożyć', 'przez', 'masa']",,6
140,pędowy,"(1, 1)",przymiotnik relacyjny,"rzad. związany z pędem ,  dotyczący pędu ","['związany', 'z', 'pęd', 'dotyczyć', 'pęd']",['rzad.'],7
141,pędrak,"(1, 1)",rzeczownik,"typ oligopodialnej larwy owada w przeobrażeniu zupełnym ,  żyjącej w glebie ,  w kale zwierząt roślinożernych lub w próchnie ;  zob. też pędrak w Wikipedii ","['typ', 'oligopodialny', 'larwa', 'owad', 'w', 'przeobrażenie zupełne', 'żyć', 'w', 'gleba', 'w', 'kał', 'zwierzę', 'roślinożerny', 'lub', 'w', 'próchno']",,20
142,pędrak,"(1, 2)",rzeczownik,"smarkacz ,  małolat ","['smarkacz', 'małolat']",,3
143,pędzel,"(1, 1)",rzeczownik,"techn. narzędzie składające się z pęczka włosia osadzonego na trzonku ,  służące m.in. do malowania ;  zob. też pędzel w Wikipedii ","['narzędzie', 'składać się', 'z', 'pęczek', 'włosie', 'osadzić', 'na', 'trzonek', 'służyć', 'm.in.', 'do', 'malowanie']","['techn.', 'm.in.']",16
144,pędzelek,"(1, 1)",rzeczownik,od: pędzel ,['pędzel'],,2
145,pędzelek,"(1, 2)",rzeczownik,pędzel ,['pędzel'],,1
146,pędzelek,"(1, 3)",rzeczownik,zakończenie uszu niektórych zwierząt w formie kępki włosów ,"['zakończenie', 'ucho', 'niektóry', 'zwierzę', 'w formie', 'kępka', 'włos']",,7
147,pędzel do golenia,"(1, 1)",fraza rzeczownikowa,hig. fryzj. pędzel używany do wyrabiania i nakładania pianki podczas golenia ,"['pędzel', 'używać', 'do', 'wyrabianie', 'i', 'nakładanie', 'pianka', 'podczas', 'golenie']","['hig.', 'fryzj.']",11
148,pędzenie,"(1, 1)",rzeczownik,rzecz. odczas. od pędzić ,[],['rzecz. odczas.'],3
149,pędzić,"(1, 1)",czasownik nieprzechodni niedokonany,bardzo szybko w pewnym kierunku ,"['bardzo', 'szybko', 'w', 'pewien', 'kierunek']",,5
150,pędzić,"(2, 1)",czasownik przechodni niedokonany,bimber ,['bimber'],,1
151,pędzić,"(2, 2)",czasownik przechodni niedokonany,stado zwierząt ,"['stado', 'zwierzę']",,2
152,pędziwiatr,"(1, 1)",rzeczownik,będący ciągle w ruchu i często podejmujący szybkie decyzje bez zastanowienia ,"['być', 'ciągle', 'w', 'ruch', 'i', 'często', 'podejmować', 'szybki', 'decyzja', 'bez', 'zastanowienie']",,11
153,pędzlować,"(1, 1)",czasownik przechodni niedokonany,pot. robić coś przy pomocy pędzla ,"['robić', 'coś', 'przy pomocy', 'pędzel']",['pot.'],5
154,pędzlować,"(1, 2)",czasownik przechodni niedokonany,szybko jeść ,"['szybko', 'jeść']",,2
155,pędzlowanie,"(1, 1)",rzeczownik,rzecz. odczas. od pędzlować ,[],['rzecz. odczas.'],3
156,pęk,"(1, 1)",rzeczownik,jednorodnych przedmiotów związanych razem lub występujących razem w naturze ,"['jednorodny', 'przedmiot', 'związany', 'razem', 'lub', 'występować', 'razem', 'w', 'natura']",,9
157,pęk,"(1, 2)",rzeczownik,lub splątana rzecz ,"['lub', 'splątany', 'rzecz']",,3
