,Name,Sign,Type,Definition,Other_words,Indexes,No_words
41,kryć,"(1, 10)",czasownik,"sport. w piłce nożnej, hokeju itp.: pilnować przeciwnika ,  starając się uniemożliwić mu skuteczną grę ,  zdobywanie punktów ,  bramek ","['pilnować', 'przeciwnik', 'starać się', 'uniemożliwić', 'on', 'skuteczny', 'gra', 'zdobywanie', 'punkt', 'bramka']",['sport.'],15
42,kryć,"(1, 11)",czasownik,w boksie: zasłaniać się przed ciosami przeciwnika ,"['zasłaniać', 'się', 'przed', 'cios', 'przeciwnik']",,6
43,kryć,"(1, 12)",czasownik,zakrywać kolor malowanej powierzchni ,"['zakrywać', 'kolor', 'malować', 'powierzchnia']",,4
44,kryć,"(1, 13)",czasownik,"w musztrze: ustawiać się tak ,  aby znajdować się w równej linii za stojącym z przodu ","['ustawiać się', 'tak', 'aby', 'znajdować się', 'w', 'równy', 'linia', 'za', 'stać', 'z przodu']",,12
45,kryć,"(1, 14)",czasownik,o zwierzętach: zapładniać ,['zapładniać'],,2
46,kryć,"(2, 1)",czasownik zwrotny kryć się,",  aby nie być widzianym ","['aby', 'nie', 'widzieć']",,4
47,kryć,"(2, 2)",czasownik zwrotny kryć się,coś przed kimś ,"['coś', 'przed', 'ktoś']",,3
48,kryć,"(2, 3)",czasownik zwrotny kryć się,zasłoniętym ,['zasłonięty'],,1
49,kryć,"(2, 4)",czasownik zwrotny kryć się,w czymś zawartym ,"['w', 'coś', 'zawarty']",,3
50,kryć,"(2, 5)",czasownik zwrotny kryć się,"chronić się przed odpowiedzialnością ,  karą ","['chronić się', 'przed', 'odpowiedzialność', 'kara']",,5
51,Kryśka,"(1, 1)",rzeczownik,zdrobn. od :  Krystyna ,['Krystyna'],['zdrobn.'],4
52,kry,"(1, 1)",rzeczownik,lm od: kra ,[],,3
53,kry,"(2, 1)",rzeczownik,krew ,['krew'],,1
54,krybuny,"(1, 1)",rzeczownik,"reg. pozn.  -  plecy ,  krzyż  ( jako część ciała ) ","['plecy', 'krzyż', 'jako', 'część', 'ciało']",['reg. pozn.'],10
55,krygiel,"(1, 1)",rzeczownik,gw. (Śląsk Cieszyński) kufel ,['kufel'],['gw.'],3
56,krygowanie,"(1, 1)",rzeczownik,rzecz. odczas. od krygować ,[],['rzecz. odczas.'],3
57,kryjówka,"(1, 1)",rzeczownik,"bezpiecznego ukrycia czegoś ;  miejsce ,  gdzie ktoś ukrywa się ","['bezpieczny', 'ukrycie', 'coś', 'miejsce', 'gdzie', 'ktoś', 'ukrywać się']",,9
58,kryjomy,"(1, 1)",przymiotnik,"daw. tajny ,  ukryty ","['tajny', 'ukryty']",['daw.'],4
59,kryjza,"(1, 1)",rzeczownik,gw. (Górny Śląsk) ser ,['ser'],['gw.'],3
60,kryka,"(1, 1)",rzeczownik,"daw. narzędzie w piekarni do ściągania węgli z pieca ,  długi pogrzebacz z poprzeczną deszczułką ","['narzędzie', 'w', 'piekarnia', 'do', 'ściąganie', 'węgiel', 'z', 'piec', 'długi', 'pogrzebacz', 'z', 'poprzeczny', 'deszczułka']",['daw.'],15
61,kryka,"(1, 2)",rzeczownik,(Śląsk Cieszyński) sękata laska ,"['sękaty', 'laska']",,3
62,krykiecik,"(1, 1)",rzeczownik,zdrobn. od krykiet ,['krykiet'],['zdrobn.'],3
63,krykiet,"(1, 1)",rzeczownik,"gra zespołowa ,  w której zawodnicy dwóch drużyn próbują na zmianę zbić bramkę drużyny przeciwnej i obronić swoją ;  zob. też krykiet w Wikipedii ","['gra', 'zespołowy', 'w', 'który', 'zawodnik', 'dwa', 'drużyna', 'próbować', 'na zmianę', 'zbić', 'bramka', 'drużyna', 'przeciwny', 'i', 'obronić', 'swój']",,19
64,krykietowy,"(1, 1)",przymiotnik relacyjny,"z krykietem ,  dotyczący krykieta ","['z', 'krykiet', 'dotyczyć', 'krykiet']",,5
65,kryklok,"(1, 1)",rzeczownik,"gw. (Górny Śląsk) kredka ,  ołówek ,  ogólnie narzędzie do pisania i rysowania ","['kredka', 'ołówek', 'ogólnie', 'narzędzie', 'do', 'pisanie', 'i', 'rysowanie']",['gw.'],12
66,kryl,"(1, 1)",rzeczownik,"drobnych morskich skorupiaków zamieszkujących morza i oceany na całym świecie ,  stanowiący istotne źródło pokarmu m.in. wielorybów ,  ryb ,  pingwinów ;  zob. też kryl w Wikipedii ","['drobny', 'morski', 'skorupiak', 'zamieszkiwać', 'morze', 'i', 'ocean', 'na', 'cały', 'świat', 'stanowić', 'istotny', 'źródło', 'pokarm', 'm.in.', 'wieloryb', 'ryba', 'pingwin']",['m.in.'],23
67,kryl,"(1, 2)",rzeczownik,kokaina ,['kokaina'],,1
68,Krym,"(1, 1)",rzeczownik,"półwysep na Morzu Czarnym ,  połączony z lądem tylko wąskim Przesmykiem Perekopskim ;  terytorium sporne między Ukrainą a Rosją ;  zob. też Krym w Wikipedii ","['półwysep', 'na', 'Morze Czarne', 'połączyć', 'z', 'ląd', 'tylko', 'wąski', 'Przesmyk Perekopski', 'terytorium sporne', 'między', 'Ukraina', 'a', 'Rosja']",,18
69,krymczacki,"(1, 1)",przymiotnik relacyjny,"z Krymczakami ,  dotyczący Krymczaków ","['z', 'Krymczak', 'dotyczyć', 'Krymczak']",,5
70,krymczacki,"(2, 1)",rzeczownik,jęz. język  krymczacki;  zob. też język krymczacki w Wikipedii ,['język'],['jęz.'],4
71,Krymianin,"(1, 1)",rzeczownik,Krymu ;  osoba stamtąd ,"['Krym', 'osoba', 'stamtąd']",,4
72,Krymianka,"(1, 1)",rzeczownik,Krymu ;  kobieta stamtąd ,"['Krym', 'kobieta', 'stamtąd']",,4
73,kryminał,"(1, 1)",rzeczownik,"utwór o tematyce kryminalnej ,  związanej z przestępstwem ","['utwór', 'o', 'tematyka', 'kryminalny', 'związać', 'z', 'przestępstwo']",,8
74,kryminał,"(1, 2)",rzeczownik,więzienie ,['więzienie'],,1
75,kryminał,"(1, 3)",rzeczownik,film kryminalny ,['film kryminalny'],,1
76,kryminał,"(1, 4)",rzeczownik,przestępstwo ,['przestępstwo'],,1
77,kryminał,"(1, 5)",rzeczownik,"coś karygodnego ,  nagannego ,  skandalicznego ","['coś', 'karygodny', 'naganny', 'skandaliczny']",,6
78,kryminalista,"(1, 1)",rzeczownik,",  która dopuściła się przestępstwa kryminalnego ","['który', 'dopuścić się', 'przestępstwo', 'kryminalny']",,5
79,kryminalistka,"(1, 1)",rzeczownik,",  która popełnia przestępstwa ","['który', 'popełniać', 'przestępstwo']",,4
80,kryminalistyczny,"(1, 1)",przymiotnik,kryminalistyki ,['kryminalistyka'],,1
81,kryminalistyka,"(1, 1)",rzeczownik,nauka o metodach i sposobach wykrywania przestępstw i ich sprawców ;  zob. też kryminalistyka w Wikipedii ,"['nauka', 'o', 'metoda', 'i', 'sposób', 'wykrywanie', 'przestępstwo', 'i', 'ich', 'sprawca']",,12
82,kryminalistyka,"(1, 2)",rzeczownik,"czynności śledcze w trakcie procesu karnego ,  mające na celu ściganie przestępców i zapobieganie przestępstwom ","['czynność', 'śledczy', 'w trakcie', 'proces', 'karny', 'mieć', 'na', 'cel', 'ściganie', 'przestępca', 'i', 'zapobieganie', 'przestępstwo']",,14
83,kryminalność,"(1, 1)",rzeczownik,"odprzym. cecha tego ,  co jest kryminalne ;  cecha tych ,  którzy są kryminalni ","['cecha', 'to', 'co', 'być', 'kryminalny', 'cecha', 'ci', 'który', 'być', 'kryminalny']",['odprzym.'],14
84,kryminalny,"(1, 1)",przymiotnik,"do przestępstwa ,  związany z popełnieniem przestępstwa ","['do', 'przestępstwo', 'związany', 'z', 'popełnienie', 'przestępstwo']",,7
85,kryminalny,"(1, 2)",przymiotnik,ze ściganiem przestępców ,"['z', 'ściganie', 'przestępca']",,3
86,kryminalny,"(1, 3)",przymiotnik,",  którego tematem jest przestępstwo i metody jego wykrywania ","['który', 'temat', 'być', 'przestępstwo', 'i', 'metoda', 'on', 'wykrywanie']",,9
87,kryminalny,"(2, 1)",rzeczownik,skazany za przestępstwo pospolite ,"['skazany', 'za', 'przestępstwo', 'pospolity']",,4
88,kryminogenność,"(1, 1)",rzeczownik,"odprzym. cecha tego ,  co jest kryminogenne ;  cecha tych ,  którzy są kryminogenni ","['cecha', 'to', 'co', 'być', 'kryminogenny', 'cecha', 'ci', 'który', 'być', 'kryminogenny']",['odprzym.'],14
89,kryminologia,"(1, 1)",rzeczownik,"nauka o przestępczości  ( przestępstwach ,  przestępcy ,  objawach i przyczynach przestępczości oraz wszelkich związanych z nią zjawiskach ) ;  zob. też kryminologia w Wikipedii ","['nauka', 'o', 'przestępczość', 'przestępstwo', 'przestępca', 'objaw', 'i', 'przyczyna', 'przestępczość', 'oraz', 'wszelki', 'związany', 'z', 'ona', 'zjawisko']",,21
90,kryminologiczny,"(1, 1)",przymiotnik,"kryminologii ,  związany z kryminologią ","['kryminologia', 'związany', 'z', 'kryminologia']",,5
91,krymka,"(1, 1)",rzeczownik,"bez daszka ,  noszona przez Tatarów krymskich lub Żydów starozakonnych ;  zob. też krymka w Wikipedii ","['bez', 'daszek', 'nosić', 'przez', 'Tatar', 'krymski', 'lub', 'Żyd', 'starozakonny']",,12
92,krymski,"(1, 1)",przymiotnik,Krym ,['Krym'],,1
93,krymskotatarski,"(1, 1)",przymiotnik relacyjny,do Tatarów krymskich ,"['do', 'Tatar', 'krymski']",,3
94,krymskotatarski,"(2, 1)",rzeczownik,język  krymskotatarski;  zob. też język krymskotatarski w Wikipedii ,['język'],,3
95,krymskotatarskojęzyczny,"(1, 1)",przymiotnik,",  który posługuje się językiem krymskotatarskim ","['który', 'posługiwać się', 'język', 'krymskotatarski']",,5
96,krymskotatarskojęzyczny,"(1, 2)",przymiotnik,",  którego mieszkańcy posługują się językiem krymskotatarskim ","['który', 'mieszkaniec', 'posługiwać się', 'język', 'krymskotatarski']",,6
97,krymskotatarskojęzyczny,"(1, 3)",przymiotnik,",  stworzony w języku krymskotatarskim ","['stworzyć', 'w', 'język', 'krymskotatarski']",,5
98,Krynica-Zdrój,"(1, 1)",rzeczownik,miasto w Polsce w powiecie nowosądeckim ;  zob. też Krynica-Zdrój w Wikipedii ,"['miasto', 'w', 'Polska', 'w', 'powiat', 'nowosądecki']",,8
99,Krynica,"(1, 1)",rzeczownik,dawna nazwa Krynicy-Zdroju ,"['dawny', 'nazwa', 'Krynica-Zdrój']",,3
100,Krynica,"(1, 2)",rzeczownik,pot. Krynica Morska ,['Krynica Morska'],['pot.'],2
101,Krynica,"(1, 3)",rzeczownik,nazwa kilku wsi w Polsce ,"['nazwa', 'kilka', 'wieś', 'w', 'Polska']",,5
102,Krynica Morska,"(1, 1)",fraza rzeczownikowa,miasto w Polsce na Mierzei Wiślanej  ;  zob. też Krynica Morska w Wikipedii ,"['miasto', 'w', 'Polska', 'na', 'mierzeja', 'wiślany']",,8
103,kryniczny,"(1, 1)",przymiotnik,z krynicy ,"['z', 'krynica']",,2
104,Krynki,"(1, 1)",rzeczownik,miasto w Polsce ;  zob. też Krynki w Wikipedii ,"['miasto', 'w', 'Polska']",,5
105,kryolit,"(1, 1)",rzeczownik,miner. rzadki minerał z gromady halogenków ;  zob. też kriolit w Wikipedii ,"['rzadki', 'minerał', 'z', 'gromada', 'halogenek']",['miner.'],8
106,krypel,"(1, 1)",rzeczownik,gw. (Poznań) cerkiew ,['cerkiew'],['gw.'],3
107,krypel,"(1, 2)",rzeczownik,(Poznań) kościół protestancki ,"['kościół', 'protestancki']",,3
108,krypel,"(2, 1)",rzeczownik,"gw. (Śląsk Cieszyński) cherlak ,  niedołęga ","['cherlak', 'niedołęga']",['gw.'],5
109,Krypol,"(1, 1)",skrótowiec,publ. pot. dziennik lub wydawnictwo  „ Krytyka Polityczna ” ,"['dziennik', 'lub', 'wydawnictwo', 'w:Krytyka Polityczna']","['publ.', 'pot.']",8
110,krypta,"(1, 1)",rzeczownik,pomieszczenie w kościele przeznaczone do przechowywania relikwii lub chowania zmarłych ;  zob. też krypta w Wikipedii ,"['pomieszczenie', 'w', 'kościół', 'przeznaczyć', 'do', 'przechowywanie', 'relikwia', 'lub', 'chowanie', 'zmarły']",,12
111,kryptoautoportret,"(1, 1)",rzeczownik,szt. wizerunek postaci mający podobieństwo do twarzy twórcy tego wizerunku ,"['wizerunek', 'postać', 'mieć', 'podobieństwo', 'do', 'twarz', 'twórca', 'ten', 'wizerunek']",['szt.'],10
112,kryptochrom,"(1, 1)",rzeczownik,biochem. fotoreceptor światła niebieskiego u zwierząt i roślin ,"['fotoreceptor', 'światło', 'niebieski', 'u', 'zwierzę', 'i', 'roślina']",['biochem.'],8
113,kryptofaszysta,"(1, 1)",rzeczownik,polit. człowiek ukrywający swoje poglądy faszystowskie ,"['człowiek', 'ukrywać', 'swój', 'pogląd', 'faszystowski']",['polit.'],6
114,kryptografia,"(1, 1)",rzeczownik,przekształcania tekstu zrozumiałego dla wszystkich w tekst zaszyfrowany ;  szyfrowanie ,"['przekształcanie', 'tekst', 'zrozumiały', 'dla', 'wszyscy', 'w', 'tekst', 'zaszyfrować', 'szyfrowanie']",,10
115,kryptograficzny,"(1, 1)",przymiotnik relacyjny,"z kryptografią ,  dotyczący kryptografii ","['z', 'kryptografia', 'dotyczyć', 'kryptografia']",,5
116,kryptolog,"(1, 1)",rzeczownik,zajmująca się szyfrowaniem i deszyfracją tekstów ,"['zajmować się', 'szyfrowanie', 'i', 'deszyfracja', 'tekst']",,5
117,kryptologia,"(1, 1)",rzeczownik,"mat. inform. dziedzina wiedzy zajmująca się przekazywaniem informacji w sposób zabezpieczony przed nie uprawnionym dostępem ,  obejmuje tak utajnianie wiadomości  ( kryptografię )  jak i przełamywanie ich zabezpieczeń i odczyt treści  ( kryptoanalizę );  zob. też kryptologia w Wikipedii ","['dziedzina', 'wiedza', 'zajmować się', 'przekazywanie', 'informacja', 'w', 'sposób', 'zabezpieczyć', 'przed', 'nie-', 'uprawnić', 'dostęp', 'obejmować', 'tak', 'utajnianie', 'wiadomość', 'kryptografia', 'jak', 'i', 'przełamywanie', 'one', 'zabezpieczenie', 'i', 'odczyt', 'treść', 'kryptoanaliza']","['mat.', 'inform.']",34
118,krypton,"(1, 1)",rzeczownik,pierwiastek chemiczny o symbolu Kr i liczbie atomowej 3 6 ;  zob. też krypton w Wikipedii ,"['pierwiastek chemiczny', 'o', 'symbol', 'Kr', 'i', 'liczba atomowa', '30', '6']",,10
119,kryptonim,"(1, 1)",rzeczownik,"liter i cyfr albo wyraz ,  który ukrywa nazwę czegoś lub czyjeś nazwisko ","['litera', 'i', 'cyfra', 'albo', 'wyraz', 'który', 'ukrywać', 'nazwa', 'coś', 'lub', 'ktoś', 'nazwisko']",,13
120,kryptonowy,"(1, 1)",przymiotnik,od krypton ,['krypton'],,2
121,kryptoreklamowy,"(1, 1)",przymiotnik,"kryptoreklamy ,  właściwy kryptoreklamie ","['kryptoreklama', 'właściwy', 'kryptoreklama']",,4
122,kryptowaluta,"(1, 1)",rzeczownik,elektroniczna oparta o mechanizmy kryptograficzne ,"['elektroniczny', 'oprzeć', 'o', 'mechanizm', 'kryptograficzny']",,5
123,Krysia,"(1, 1)",rzeczownik,imię żeńskie Krystyna ,['Krystyna'],,2
124,kryska,"(1, 1)",rzeczownik,daw. kreska ,['kreska'],['daw.'],2
125,Kryspin,"(1, 1)",rzeczownik,;  zob. też Kryspin w Wikipedii ,[],,2
126,Kryspin,"(2, 1)",rzeczownik,lm od: Kryspina ,['Kryspina'],,3
127,kryspinowski,"(1, 1)",przymiotnik relacyjny,"z Kryspinowem ,  dotyczący Kryspinowa ","['z', 'Kryspinów', 'dotyczyć', 'Kryspinów']",,5
128,Kryst,"(1, 1)",rzeczownik,st.pol. Chrystus ,['Chrystus'],['st.pol.'],2
129,krystaliczność,"(1, 1)",rzeczownik,"odprzym. cecha tego ,  co jest krystaliczne ;  cecha tych ,  którzy są krystaliczni ","['cecha', 'to', 'co', 'być', 'krystaliczny', 'cecha', 'ci', 'który', 'być', 'krystaliczny']",['odprzym.'],14
130,krystaliczny,"(1, 1)",przymiotnik,",  który występuje pod postacią kryształu ","['który', 'występować', 'pod postacią', 'kryształ']",,5
131,krystaliczny,"(1, 2)",przymiotnik,czysty i przezroczysty jak kryształ ,"['czysty', 'i', 'przezroczysty', 'jak', 'kryształ']",,5
132,krystaliczny,"(1, 3)",przymiotnik,",  bez skazy ","['bez', 'skaza']",,3
133,krystalit,"(1, 1)",rzeczownik,część ciała stałego o budowie krystalicznej będąca obszarem monokrystalicznego uporządkowania ;  zob. też krystalit w Wikipedii ,"['część', 'ciało stałe', 'o', 'budowa', 'krystaliczny', 'być', 'obszar', 'monokrystaliczny', 'uporządkowanie']",,11
134,krystalizacja,"(1, 1)",rzeczownik,tworzenia się kryształów ,"['tworzenie', 'się', 'kryształ']",,3
135,krystalizować,"(1, 1)",czasownik przechodni niedokonany (dk. skrystalizować,tworzyć strukturę krystaliczną ,"['tworzyć', 'struktura', 'krystaliczny']",,3
136,krystalizować,"(2, 1)",czasownik zwrotny przechodni niedokonany krystalizować się (dk. skrystalizować się,"(o sytuacji) wyłaniać wyraźne zależności ,  prawidłowości ,  okoliczności i konsekwencje ","['wyłaniać', 'wyraźny', 'zależność', 'prawidłowość', 'okoliczność', 'i', 'konsekwencja']",,10
137,krystalograficzny,"(1, 1)",przymiotnik relacyjny,"fiz. miner. związany z krystalografią ,  dotyczący krystalografii ","['związać', 'z', 'krystalografia', 'dotyczyć', 'krystalografia']","['fiz.', 'miner.']",8
138,krystera,"(1, 1)",rzeczownik,st.pol. lewatywa ,['lewatywa'],['st.pol.'],2
139,Krystian,"(1, 1)",rzeczownik,;  zob. też Krystian w Wikipedii ,[],,2
140,krystiania,"(1, 1)",rzeczownik,narciarska służąca zatrzymaniu się lub zmianie kierunku jazdy ,"['narciarski', 'służyć', 'zatrzymanie', 'się', 'lub', 'zmiana', 'kierunek', 'jazda']",,8
141,Krystyn,"(1, 1)",rzeczownik,;  zob. też Krystyn w Wikipedii ,[],,2
142,Krystyna,"(1, 1)",rzeczownik,;  zob. też Krystyna w Wikipedii ,[],,2
143,Krystyna,"(2, 1)",rzeczownik,i B. lp od: Krystyn ,['Krystyn'],['B.'],5
144,Krystynopol,"(1, 1)",rzeczownik,geogr. Czerwonogród (egzonim wariantowy) ;  zob. też Czerwonogród w Wikipedii ,['Czerwonogród'],['geogr.'],5
145,krysza,"(1, 1)",rzeczownik,",  ochrona  ( zapewniona np. przez mafię ) ","['ochrona', 'zapewnić', 'np.', 'przez', 'mafia']",['np.'],8
146,Kryszna,"(1, 1)",rzeczownik,"rel. Bóg w hinduizmie ,  ósmy awatar Wisznu ;  zob. też Kryszna w Wikipedii ","['Bóg', 'w', 'hinduizm', 'ósmy', 'awatar', 'Wisznu']",['rel.'],10
147,kryształ,"(1, 1)",rzeczownik,fiz. chem. miner. ciało stałe o geometrycznie uporządkowanej budowie wewnętrznej ;  zob. też kryształ w Wikipedii ,"['ciało stałe', 'o', 'geometrycznie', 'uporządkowany', 'budowa', 'wewnętrzny']","['fiz.', 'chem.', 'miner.']",11
148,kryształ,"(1, 2)",rzeczownik,"przezroczyste ,  ciężkie szkło ołowiowe do wyrobu dekoracyjnych wazonów ,  kielichów itp. ;  również wyrób z takiego szkła ;  zob. też szkło ołowiowe w Wikipedii ","['przezroczysty', 'ciężki', 'szkło', 'ołowiowy', 'do', 'wyrabiać', 'dekoracyjny', 'wazon', 'kielich', 'itp.', 'również', 'wyrób', 'z', 'taki', 'szkło']",['itp.'],20
149,kryształ,"(1, 3)",rzeczownik,spożywczy w postaci drobnych  kryształów (1.1) ,"['spożywczy', 'w postaci', 'drobny']",,4
150,kryształ,"(1, 4)",rzeczownik,"o czymś ,  co jest przezroczyste lub przejrzyste ","['o', 'coś', 'co', 'by', 'przezroczysty', 'lub', 'przejrzysty']",,8
151,kryształ,"(1, 5)",rzeczownik,pochlebnie o człowieku uważanym za nieskazitelnego moralnie ,"['pochlebnie', 'o', 'człowiek', 'uważać', 'za', 'nieskazitelny', 'moralnie']",,7
152,kryształ,"(1, 6)",rzeczownik,"środ. metaamfetamina ,  jeden z narkotyków ","['metaamfetamina', 'jeden', 'z', 'narkotyk']",['środ.'],6
153,kryształek,"(1, 1)",rzeczownik,zdrobn. od: kryształ ,['kryształ'],['zdrobn.'],3
154,kryształek,"(1, 2)",rzeczownik,kryształ ,['kryształ'],,1
155,kryształowość,"(1, 1)",rzeczownik,"odprzym. cecha tego ,  co jest kryształowe ;  cecha tych ,  którzy są kryształowi ","['cecha', 'to', 'co', 'być', 'kryształowy', 'cecha', 'ci', 'który', 'być', 'kryształowy']",['odprzym.'],14
156,kryształowy,"(1, 1)",przymiotnik relacyjny,posiadający budowę kryształu ,"['posiadać', 'budowa', 'kryształ']",,3
157,kryształowy,"(1, 2)",przymiotnik relacyjny,wykonany ze szkła kryształowego ,"['wykonać', 'ze', 'szkło kryształowe']",,3
