,Name,Sign,Type,Definition,Other_words,Indexes,No_words
21,przyjezdny,"(1, 2)",rzeczownik,",  kto jest mieszkańcem od niedawna ","['kto', 'być', 'mieszkaniec', 'od', 'niedawno']",,6
22,przyjezdny,"(2, 1)",przymiotnik,",  który przyjechał ","['który', 'przyjechać']",,3
23,przyjeziorny,"(1, 1)",przymiotnik,",  działający lub odbywający się przy jeziorze ","['działać', 'lub', 'odbywać się', 'przy', 'jezioro']",,6
24,przyjmować,"(1, 1)",czasownik,"pracę ,  zatrudniać ","['praca', 'zatrudniać']",,3
25,przyjmować,"(1, 2)",czasownik,"coś (rzecz, informację) ",['coś'],,2
26,przyjmować,"(1, 3)",czasownik,wizytę / rozmowę ;  udzielać audiencji ,"['wizyta', 'rozmowa', 'udzielać', 'audiencja']",,6
27,przyjmować,"(1, 4)",czasownik,coś zakładać ,"['coś', 'zakładać']",,2
28,przyjmować,"(1, 5)",czasownik,lekach :  zażywać ,"['lek', 'zażywać']",,3
29,przyjmować,"(1, 6)",czasownik,zmiennych :  równać się ,"['zmienna', 'równać się']",,3
30,przyjmować za dobrą monetę,"(1, 1)",fraza czasownikowa niedokonana,"czyjeś słowa ,  zamiary na serio ,  nie dostrzegając lub nie chcąc dostrzec fałszu ,  ironii lub podstępu ","['czyjś', 'słowo', 'zamiar', 'na', 'serio', 'nie', 'dostrzegać', 'lub', 'nie', 'chcieć', 'dostrzec', 'fałsz', 'ironia', 'lub', 'podstęp']",,18
31,przyjmowanie,"(1, 1)",rzeczownik,od przyjmować ,[],,2
32,przyjmujący,"(1, 1)",czasownik,ims. przymiotnikowy czynny od: przyjmować ,['przyjmować'],['ims.'],3
33,przyjmujący,"(2, 1)",rzeczownik,w siatkówce :  zawodnik odbierający piłki po zagrywce i atakujący ze skrzydła lub z głębi pola ;  zob. też przyjmujący w Wikipedii ,"['w', 'siatkówka', 'zawodnik', 'odbierać', 'piłka', 'po', 'zagrywka', 'i', 'atakować', 'ze', 'skrzydło', 'lub', 'z', 'głębia', 'pole']",,18
34,przyjrzeć się,"(1, 1)",czasownik zwrotny dokonany (ndk. przyglądać się),przyglądać się ,[],,1
35,przykład,"(1, 1)",rzeczownik,",  obrazujący lub zgodny z twierdzeniem ","['obrazować', 'lub', 'zgodny', 'z', 'twierdzenie']",,6
36,przykład,"(1, 2)",rzeczownik," ( rzecz ,  fakt ),  reprezentujący pewną klasę osób  ( rzeczy ,  faktów ) ","['rzecz', 'fakt', 'reprezentować', 'pewien', 'klasa', 'osoba', 'rzecz', 'fakt']",,14
37,przykład,"(1, 3)",rzeczownik, ( postępowanie )  godne naśladowania ,"['postępowanie', 'godny', 'naśladowanie']",,5
38,przykładać,"(1, 1)",czasownik przechodni niedokonany (dk. przyłożyć),obiekty do siebie aż do ich zetknięcia ,"['obiekt', 'do', 'siebie', 'aż', 'do', 'one', 'zetknięcie']",,7
39,przykładać,"(1, 2)",czasownik przechodni niedokonany (dk. przyłożyć),"coś na  czymś,  powodując przyciśnięcie albo zasłonięcie tego ","['coś', 'na', 'powodować', 'przyciśnięcie', 'albo', 'zasłonięcie', 'to']",,8
40,przykładać,"(1, 3)",czasownik przechodni niedokonany (dk. przyłożyć),więcej elementów do czegoś ,"['dużo', 'element', 'do', 'coś']",,4
41,przykładać,"(1, 4)",czasownik przechodni niedokonany (dk. przyłożyć),spuszczać lanie ,"['spuszczać', 'lanie']",,2
42,przykładać,"(1, 5)",czasownik przechodni niedokonany (dk. przyłożyć),występować wyraźnie przeciw komuś ,"['występować', 'wyraźnie', 'przeciw', 'ktoś']",,4
43,przykładać,"(2, 1)",czasownik zwrotny niedokonany przykładać się (dk. przyłożyć się),"czemuś sporo zapału ,  wysiłku ","['co', 'sporo', 'zapał', 'wysiłek']",,5
44,przykładanie,"(1, 1)",rzeczownik,rzecz. odczas. od przykładać ,[],['rzecz. odczas.'],3
45,przykładnie,"(1, 1)",przysłówek,sposób przykładny ,"['sposób', 'przykładny']",,2
46,przykładność,"(1, 1)",rzeczownik,"odprzym. cecha tego ,  co jest przykładne ;  cecha tych ,  którzy są przykładni ","['cecha', 'to', 'co', 'być', 'przykładny', 'cecha', 'ci', 'który', 'być', 'przykładny']",['odprzym.'],14
47,przykładny,"(1, 1)",przymiotnik,"być przykładem dla innych ,  godny naśladowania ","['być', 'przykład', 'dla', 'inny', 'godny', 'naśladowanie']",,7
48,przykładowo,"(1, 1)",przysłówek,,[],,0
49,przykładowy,"(1, 1)",przymiotnik,",  który jest pokazywany jako przykład ","['który', 'być', 'pokazywać', 'jako', 'przykład']",,6
50,Przykarpacie,"(1, 1)",rzeczownik,hist. geogr. region historyczny w dzisiejszej zachodniej Ukrainie ,"['region', 'historyczny', 'w', 'dzisiejszy', 'zachodni', 'Ukraina']","['hist.', 'geogr.']",8
51,przykarpacki,"(1, 1)",przymiotnik,"z Przykarpaciem ,  dotyczący Przykarpacia ","['z', 'Przykarpacie', 'dotyczyć', 'Przykarpacie']",,5
52,przykatedralny,"(1, 1)",przymiotnik,",  działający lub odbywający się przy katedrze ","['działać', 'lub', 'odbywać się', 'przy', 'katedra']",,6
53,przykawiarniany,"(1, 1)",przymiotnik,",  działający lub odbywający się przy kawiarni ","['działać', 'lub', 'odbywać się', 'przy', 'kawiarnia']",,6
54,przykaz,"(1, 1)",rzeczownik,daw. nakaz ,['nakaz'],['daw.'],2
55,przykazać,"(1, 1)",czasownik przechodni dokonany (ndk. przykazywać),polecenie lub zabronić czegoś ,"['polecenie', 'lub', 'zabronić', 'coś']",,4
56,przykazanie,"(1, 1)",rzeczownik,"polecenie ,  nakaz ","['polecenie', 'nakaz']",,3
57,przykazywać,"(1, 1)",czasownik przechodni niedokonany (dk. przykazać),polecenie lub zabraniać czegoś ,"['polecenie', 'lub', 'zabraniać', 'coś']",,4
58,przykazywanie,"(1, 1)",rzeczownik,",  zobowiązywanie ",['zobowiązywanie'],,2
59,przykicanie,"(1, 1)",rzeczownik,rzecz. odczas. od przykicać ,[],['rzecz. odczas.'],3
60,przykinać,"(1, 1)",czasownik,reg. pozn.  -  przyczepić się ,['przyczepić się'],['reg. pozn.'],3
61,przykinać,"(1, 2)",czasownik, -  przynieść coś ,"['przynieść', 'coś']",,3
62,przykinanie,"(1, 1)",rzeczownik,rzecz. odczas. od przykinać ,[],['rzecz. odczas.'],3
63,przykinowy,"(1, 1)",przymiotnik,",  działający lub odbywający się przy kinie ","['działać', 'lub', 'odbywać się', 'przy', 'kino']",,6
64,przyklasztorny,"(1, 1)",przymiotnik,",  działający lub odbywający się przy klasztorze ","['działać', 'lub', 'odbywać się', 'przy', 'klasztor']",,6
65,przykleić,"(1, 1)",czasownik przechodni dokonany (ndk. przyklejać),klejem ,['klej'],,1
66,przykleić,"(1, 2)",czasownik przechodni dokonany (ndk. przyklejać),przylgnięcie ,['przylgnięcie'],,1
67,przykleić,"(2, 1)",czasownik zwrotny dokonany przykleić się (ndk. przyklejać się),"przylepieniu ,  przylgnięciu do czegoś ","['przylepieniu', 'przylgnięcie', 'do', 'coś']",,5
68,przykleić,"(2, 2)",czasownik zwrotny dokonany przykleić się (ndk. przyklejać się),narzucić komuś swoje towarzystwo ,"['narzucić', 'ktoś', 'swój', 'towarzystwo']",,4
69,przyklejać,"(1, 1)",czasownik przechodni niedokonany (dk. przykleić),coś przy pomocy kleju lub taśmy klejącej ,"['coś', 'przy pomocy', 'klej', 'lub', 'taśma klejąca']",,5
70,przyklejać,"(1, 2)",czasownik przechodni niedokonany (dk. przykleić),przywieranie do czegoś ,"['przywieranie', 'do', 'coś']",,3
71,przyklejać,"(2, 1)",czasownik zwrotny niedokonany przyklejać się (dk. przykleić się),przyczepieniu do czegoś lub kogoś ,"['przyczepienie', 'do', 'coś', 'lub', 'ktoś']",,5
72,przyklejać,"(2, 2)",czasownik zwrotny niedokonany przyklejać się (dk. przykleić się),komuś własne towarzystwo ,"['ktoś', 'własny', 'towarzystwo']",,3
73,przyklejanie,"(1, 1)",rzeczownik,od przyklejać ,[],,2
74,przyklubowy,"(1, 1)",przymiotnik,",  działający lub odbywający się przy klubie ","['działać', 'lub', 'odbywać się', 'przy', 'klub']",,6
75,przykołowanie,"(1, 1)",rzeczownik,rzecz. odczas. od przykołować ,[],['rzecz. odczas.'],3
76,przykościelny,"(1, 1)",przymiotnik relacyjny,",  działający lub odbywający się przy kościele ","['działać', 'lub', 'odbywać się', 'przy', 'kościół']",,6
77,przykościelny,"(1, 2)",przymiotnik relacyjny,przy Kościele ,"['przy', 'Kościół']",,2
78,przykopa,"(1, 1)",rzeczownik,ziemny wzdłuż czegoś ,"['ziemny', 'wzdłuż', 'coś']",,3
79,przykopalniany,"(1, 1)",przymiotnik,",  działający lub odbywający się przy kopalni ","['działać', 'lub', 'odbywać się', 'przy', 'kopalnia']",,6
80,przykoronek,"(1, 1)",rzeczownik,bot. wybrzuszenie na płatku kwiatowym ,"['wybrzuszenie', 'na', 'płatek', 'kwiatowy']",['bot.'],5
81,przykorzenny,"(1, 1)",przymiotnik,rzad. znajdujący się przy korzeniu ,"['znajdować się', 'przy', 'korzeń']",['rzad.'],4
82,przykosa,"(1, 1)",rzeczownik,geogr. widoczna na rzece granica mielizny ,"['widoczny', 'na', 'rzeka', 'granica', 'mielizna']",['geogr.'],6
83,przykoszarowy,"(1, 1)",przymiotnik,",  działający lub odbywający się przy koszarach ","['działać', 'lub', 'odbywać się', 'przy', 'koszary']",,6
84,przykoszek,"(1, 1)",rzeczownik,przytraczany do czegoś ,"['przytraczać', 'do', 'coś']",,3
85,przykować,"(1, 1)",czasownik,daw. przykuć ,['przykuć'],['daw.'],2
86,przykować,"(1, 2)",czasownik,połączyć ,['połączyć'],,1
87,przykowanie,"(1, 1)",rzeczownik,rzecz. odczas. od przykować ,[],['rzecz. odczas.'],3
88,przykręcać,"(1, 1)",czasownik przechodni niedokonany (dk. przykręcić),śrubą lub wkrętem zagłębiając je ,"['śruba', 'lub', 'wkręt', 'zagłębiać', 'one']",,5
89,przykręcać,"(1, 2)",czasownik przechodni niedokonany (dk. przykręcić),coś śrubami lub wkrętami ,"['coś', 'śruba', 'lub', 'wkręt']",,4
90,przykręcać,"(1, 3)",czasownik przechodni niedokonany (dk. przykręcić),dopływ czegoś kręcąc zaworem ,"['dopływ', 'coś', 'kręcić', 'zawór']",,4
91,przykręcanie,"(1, 1)",rzeczownik,od przykręcać ,[],,2
92,przykręcenie,"(1, 1)",rzeczownik,rzecz. odczas. od przykręcić ,[],['rzecz. odczas.'],3
93,przykręcić,"(1, 1)",czasownik przechodni dokonany (ndk. przykręcać),przykręcać ,[],,1
94,przykrość,"(1, 1)",rzeczownik,",  nieprzyjemne uczucie ,  zdarzenie ,  wrażenie lub odczucie spowodowane negatywnymi bodźcami ","['nieprzyjemny', 'uczucie', 'zdarzenie', 'wrażenie', 'lub', 'odczucie', 'spowodować', 'negatywny', 'bodziec']",,12
95,przykro,"(1, 1)",przysłówek,sposób przykry ,"['sposób', 'przykry']",,2
96,przykro mi,"(1, 1)",fraza wykrzyknikowa,"dosł. wyraz współczucia wobec drugiego rozmówcy ,  zwykle w reakcji na jego nieszczęśliwe okoliczności ","['wyraz', 'współczucie', 'wobec', 'drugi', 'rozmówca', 'zwykle', 'w reakcji', 'na', 'on', 'nieszczęśliwy', 'okoliczność']",['dosł.'],13
97,przykro mi,"(1, 2)",fraza wykrzyknikowa,"wyraz obojętności wobec drugiego rozmówcy ,  wypowiadane gdy w rzeczywistości nie jest nam przykro ","['wyraz', 'obojętność', 'wobec', 'drugi', 'rozmówca', 'wypowiadać', 'gdy', 'w rzeczywistości', 'nie', 'być', 'my', 'przykro']",,13
98,przykryć,"(1, 1)",czasownik przechodni dokonany (ndk. przykrywać),przykrywać ,[],,1
99,przykry,"(1, 1)",przymiotnik jakościowy,nie przyjemne doznania zmysłowe ,"['nie-', 'przyjemny', 'doznanie', 'zmysłowy']",,4
100,przykry,"(1, 2)",przymiotnik jakościowy,nieprzyjemne uczucia ,"['nieprzyjemny', 'uczucie']",,2
101,przykry,"(1, 3)",przymiotnik jakościowy,"posiadający sposób bycia ,  który wywołuje u innych nie przyjemne uczucia ","['posiadać', 'sposób', 'bycie', 'który', 'wywoływać', 'u', 'inny', 'nie-', 'przyjemny', 'uczucie']",,11
102,przykry,"(1, 4)",przymiotnik jakościowy,"stromy ,  mocno spadzisty ","['stromy', 'mocno', 'spadzisty']",,4
103,przykry,"(1, 5)",przymiotnik jakościowy,"dokuczający komuś ,  nękający kogoś ","['dokuczać', 'ktoś', 'nękać', 'ktoś']",,5
104,przykrycie,"(1, 1)",rzeczownik,rzecz. odczas. od przykryć ,[],['rzecz. odczas.'],3
105,przykrywać,"(1, 1)",czasownik przechodni niedokonany (dk. przykryć),coś osłaniającego na coś lub  na  kogoś ,"['coś', 'osłaniać', 'na', 'coś', 'lub', 'ktoś']",,7
106,przykrywać,"(1, 2)",czasownik przechodni niedokonany (dk. przykryć),"górną część ,  okrycie  czegoś ","['górny', 'część', 'okrycie']",,5
107,przykrywać,"(2, 1)",czasownik zwrotny przykrywać się (dk. przykryć się),zwykle jakiegoś okrycia na sobie ,"['zwykle', 'jakiś', 'okrycie', 'na', 'sobie']",,5
108,przykrywanie,"(1, 1)",rzeczownik,rzecz. odczas. od przykrywać ,[],['rzecz. odczas.'],3
109,przykrywka,"(1, 1)",rzeczownik,zdrobn. od :  przykrywa ,['przykrywa'],['zdrobn.'],4
110,przykrywka,"(1, 2)",rzeczownik,"lub jego część ,  służąca do przykrywania ","['lub', 'on', 'część', 'służyć', 'do', 'przykrywać']",,7
111,przykrywka,"(1, 3)",rzeczownik,"instytucja lub działanie mające na celu ukrycie prawdziwych intencji ,  celów ,  zamierzeń ,  itp. ","['instytucja', 'lub', 'działanie', 'mieć', 'na', 'cel', 'ukrycie', 'prawdziwy', 'intencja', 'cel', 'zamierzenie', 'itp.']",['itp.'],15
112,przykrzyć,"(1, 1)",czasownik nieprzechodni niedokonany (dk. brak),"tylko w zwrocie  „przykrzyć sobie” : przykro coś odczuwać ,  odczuwać znudzenie czymś ","['przykro', 'coś', 'odczuwać', 'odczuwać', 'znudzenie', 'coś']",,10
113,przykrzyć,"(2, 1)",czasownik zwrotny niedokonany przykrzyć się (dk. brak),"kogoś ,  być dla kogoś przykrym ,  uciążliwym ,  niemiłym ","['ktoś', 'być', 'dla', 'ktoś', 'przykry', 'uciążliwy', 'niemiły']",,10
114,przykrzyć,"(2, 2)",czasownik zwrotny niedokonany przykrzyć się (dk. brak)," dziś  gw. natarczywie ,  natrętnie upominać się o coś ","['natarczywie', 'natrętnie', 'upominać się', 'o', 'coś']",['gw.'],8
115,przykuć,"(1, 1)",czasownik przechodni dokonany (ndk. przykuwać),"do czegoś nieruchomego kajdanami lub łańcuchem ,  odbierając lub ograniczając możliwość poruszania się ","['do', 'coś', 'nieruchomy', 'kajdany', 'lub', 'łańcuch', 'odbierać', 'lub', 'ograniczać', 'możliwość', 'poruszanie']",,12
116,przykuć,"(1, 2)",czasownik przechodni dokonany (ndk. przykuwać),",  uniemożliwiając samodzielne poruszanie się ","['uniemożliwiać', 'samodzielny', 'poruszanie']",,4
117,przykuć,"(1, 3)",czasownik przechodni dokonany (ndk. przykuwać),do przebywania przez dłuższy czas w danym miejscu lub przy danej osobie ,"['do', 'przebywanie', 'przez', 'długi', 'czas', 'w', 'dany', 'miejsce', 'lub', 'przy', 'dany', 'osoba']",,12
118,przykuć,"(1, 4)",czasownik przechodni dokonany (ndk. przykuwać),coś na sobie ,"['coś', 'na', 'sobie']",,3
119,przykuć,"(2, 1)",czasownik zwrotny dokonany przykuć się (ndk. przykuwać się),"siebie samego do czegoś nieruchomego kajdanami lub łańcuchem ,  odbierając lub ograniczając sobie możliwość poruszania się ","['siebie', 'sam', 'do', 'coś', 'nieruchomy', 'kajdany', 'lub', 'łańcuch', 'odbierać', 'lub', 'ograniczać', 'sobie', 'możliwość', 'poruszanie']",,15
120,przykuchenny,"(1, 1)",przymiotnik,wejście od strony kuchni ,"['wejście', 'od', 'strona', 'kuchnia']",,4
121,przykuchenny,"(1, 2)",przymiotnik,przy kuchni lub piecu kuchennym ,"['przy', 'kuchnia', 'lub', 'piec', 'kuchenny']",,5
122,przykuchenny,"(1, 3)",przymiotnik,z kuchnią polową ,"['z', 'kuchnia polowa']",,2
123,przykucnąć,"(1, 1)",czasownik nieprzechodni dokonany (ndk. przykucać),"nogi w kolanach ,  znacznie obniżając pozycję ciała ;  kucnąć ","['noga', 'w', 'kolano', 'znacznie', 'obniżać', 'pozycja', 'ciało', 'kucnąć']",,10
124,przykucnięcie,"(1, 1)",rzeczownik,rzecz. odczas. od przykucnąć ,[],['rzecz. odczas.'],3
125,przykurcz,"(1, 1)",rzeczownik,med. zwyrodnienie mięśnia i stawu w wyniku obkurczenia włókien mięśniowych oraz więzadeł i struktur stawowych ,"['zwyrodnienie', 'mięsień', 'i', 'staw', 'w wyniku', 'obkurczenie', 'włókno', 'mięśniowy', 'oraz', 'więzadło', 'i', 'struktura', 'stawowy']",['med.'],14
126,przylądek,"(1, 1)",rzeczownik,fragment lądu wysunięty w kierunku dużego zbiornika wodnego ;  zob. też przylądek w Wikipedii ,"['fragment', 'ląd', 'wysunąć', 'w', 'kierunek', 'duży', 'zbiornik', 'wodny']",,10
127,Przylądek Świętego Mateusza,"(1, 1)",fraza rzeczownikowa,"geogr. przylądek w Bretanii ,  najdalej wysunięty na zachód punkt kontynentalnej Francji ","['przylądek', 'w', 'Bretania', 'daleko', 'wysunąć', 'na', 'zachód', 'punkt', 'kontynentalny', 'Francja']",['geogr.'],12
128,Przylądek Dobrej Nadziei,"(1, 1)",fraza rzeczownikowa,przylądek w RPA ;  zob. też Przylądek Dobrej Nadziei w Wikipedii ,"['przylądek', 'w', 'RPA']",,5
129,przylądkowy,"(1, 1)",przymiotnik,"z przylądkiem ,  pochodzący od przylądka ,  wywodzący się z przylądka ","['z', 'przylądek', 'pochodzić', 'od', 'przylądek', 'wywodzić się', 'z', 'przylądek']",,10
130,przylądkowy,"(1, 2)",przymiotnik,z Przylądkiem Dobrej Nadziei ,"['z', 'Przylądek Dobrej Nadziei']",,2
131,przylaszczka,"(1, 2)",rzeczownik,roślina z rodzaju  przylaszczek (1.1) ,"['roślina', 'z', 'rodzaj']",,4
132,przylaszczka pospolita,"(1, 2)",fraza rzeczownikowa,roślina z gatunku  przylaszczka pospolita (1.1) ,"['roślina', 'z', 'gatunek']",,4
133,przylatywać,"(1, 1)",czasownik nieprzechodni niedokonany,",  przybywać dokądś ","['przybywać', 'dokądś']",,3
134,przyleśny,"(1, 1)",przymiotnik,",  działający lub odbywający się przy lesie ","['działać', 'lub', 'odbywać się', 'przy', 'las']",,6
135,przyleźć,"(1, 1)",czasownik nieprzechodni dokonany (ndk. przyłazić),"przyjść ,  nie będąc mile widzianym ","['przyjść', 'nie', 'być', 'mile', 'widzieć']",,6
136,przyleźć,"(1, 2)",czasownik nieprzechodni dokonany (ndk. przyłazić),"przyjść ,  idąc powoli ","['przyjść', 'iść', 'powoli']",,4
137,przylecieć,"(1, 1)",czasownik nieprzechodni dokonany (ndk. przylatywać),w powietrzu ,"['w', 'powietrze']",,2
138,przylecieć,"(1, 2)",czasownik nieprzechodni dokonany (ndk. przylatywać),samolotem ,['samolot'],,1
139,przylecieć,"(1, 3)",czasownik nieprzechodni dokonany (ndk. przylatywać),szybko przybiec ,"['szybko', 'przybiec']",,2
140,przyległy,"(1, 1)",przymiotnik,"z czymś ,  stykający się z czym ","['z', 'coś', 'stykać się', 'z', 'co']",,6
141,przyległy,"(1, 2)",przymiotnik,bardzo blisko ,"['bardzo', 'blisko']",,2
142,przylegać,"(1, 1)",czasownik przechodni niedokonany (dk. przylgnąć),bliski lub bezpośredni kontakt w położeniu ,"['bliski', 'lub', 'bezpośredni', 'kontakt', 'w', 'położenie']",,6
143,przyleganie,"(1, 1)",rzeczownik,rzecz. odczas. od przylegać ,[],['rzecz. odczas.'],3
144,przylepa,"(1, 1)",rzeczownik,przylepka chleba ,"['przylepka', 'chleb']",,2
145,przylepeczka,"(1, 1)",rzeczownik,zdrobn. od :  przylepka ,['przylepka'],['zdrobn.'],4
146,przylipić,"(1, 1)",czasownik,"patrzeć ,  obserwować ","['patrzeć', 'obserwować']",,3
147,przylistek,"(1, 1)",rzeczownik,bot. wyrostek u nasady liści ,"['wyrostek', 'u', 'nasada', 'liść']",['bot.'],5
148,przylot,"(1, 1)",rzeczownik,"lecąc ,  przybycie drogą powietrzną ","['lecieć', 'przybycie', 'droga', 'powietrzny']",,5
149,przylotniskowy,"(1, 1)",przymiotnik,",  działający lub odbywający się przy lotnisku ","['działać', 'lub', 'odbywać się', 'przy', 'lotnisko']",,6
150,przylutowywać,"(1, 1)",czasownik przechodni niedokonany (dk. przylutować),"lutując ,  łączyć coś z  czymś ","['lutować', 'łączyć', 'coś', 'z']",,6
151,przymżyć się,"(1, 1)",czasownik zwrotny,przywidzieć się ,['przywidzieć się'],,1
152,przymagazynowy,"(1, 1)",przymiotnik,",  działający lub odbywający się przy magazynie ","['działać', 'lub', 'odbywać się', 'przy', 'magazyn']",,6
153,przymarketowy,"(1, 1)",przymiotnik,",  działający lub odbywający się przy markecie ","['działać', 'lub', 'odbywać się', 'przy', 'market']",,6
154,przymiarka,"(1, 1)",rzeczownik,"ubrania u krawca ,  w celu dopasowania i dokonania poprawek ","['ubranie', 'u', 'krawiec', 'w celu', 'dopasowanie', 'i', 'dokonanie', 'poprawka']",,9
155,przymieranie,"(1, 1)",rzeczownik,rzecz. odczas. od przymierać ,[],['rzecz. odczas.'],3
156,przymierzać,"(1, 1)",czasownik,zakładać ubranie w celu sprawdzenia czy pasuje ,"['zakładać', 'ubranie', 'w celu', 'sprawdzenie', 'czy', 'pasować']",,6
157,przymierzać,"(1, 2)",czasownik,"odpowiednio jakiś przedmiot ,  np. narzędzie ,  przed wykonaniem jakiejś czynności ","['odpowiednio', 'jakiś', 'przedmiot', 'np.', 'narzędzie', 'przed', 'wykonanie', 'jakiś', 'czynność']",['np.'],11
158,przymierzać,"(2, 1)",czasownik zwrotny przymierzać się,"dogodną pozycję ciała ,  przed wykonaniem jakiejś czynności ","['dogodny', 'pozycja', 'ciało', 'przed', 'wykonanie', 'jakiś', 'czynność']",,8
159,przymierzać,"(2, 2)",czasownik zwrotny przymierzać się,wykonanie jakiegoś działania i poczynić pewne starania ,"['wykonanie', 'jakiś', 'działanie', 'i', 'poczynić', 'pewien', 'staranie']",,7
160,przymierzalnia,"(1, 1)",rzeczownik,w sklepie służące do przymierzania garderoby ,"['w', 'sklep', 'służyć', 'do', 'przymiarzanie', 'garderoba']",,6
161,przymierzanie,"(1, 1)",rzeczownik,ubrania lub obuwia w celu sprawdzenia czy ma właściwy rozmiar i czy pasuje pod innym względem ,"['ubranie', 'lub', 'obuwie', 'w celu', 'sprawdzenie', 'czy', 'mieć', 'właściwy', 'rozmiar', 'i', 'czy', 'pasować', 'pod', 'inny', 'wzgląd']",,15
162,przymierze,"(1, 1)",rzeczownik,pomiędzy stronami ,"['pomiędzy', 'strona']",,2
163,przymilać,"(1, 1)",czasownik niedokonany (dk. przymilić),"czynić miłym ,  milszym ,  umilić ","['czynić', 'miły', 'miły', 'umilić']",,6
164,przymilać,"(2, 1)",czasownik zwrotny niedokonany przymilać się (dk. przymilić się),"wobec kogoś w sposób przesadnie miły ,  aby zdobyć jego przychylność lub sympatię ","['wobec', 'ktoś', 'w', 'sposób', 'przesadnie', 'miły', 'aby', 'zdobyć', 'jego', 'przychylność', 'lub', 'sympatia']",,13
