,Name,Sign,Type,Definition,Other_words,Indexes,No_words
70,hiszpańskość,"(1, 1)",rzeczownik,"tego ,  co ma związek z kulturą krajów obszaru języka hiszpańskiego ","['to', 'co', 'mieć', 'związek', 'z', 'kultura', 'kraj', 'obszar', 'język', 'hiszpański']",,11
71,hiszpańsko,"(1, 1)",przysłówek,"sposób hiszpański ,  po hiszpańsku ","['sposób', 'hiszpański', 'po', 'hiszpański']",,5
72,hiszpańskojęzyczny,"(1, 1)",przymiotnik,językiem hiszpańskim ,"['język', 'hiszpański']",,2
73,hiszpańskojęzyczny,"(1, 2)",przymiotnik,",  którego mieszkańcy posługują się językiem hiszpańskim ","['który', 'mieszkaniec', 'posługiwać się', 'język', 'hiszpański']",,6
74,hiszpańskojęzyczny,"(1, 3)",przymiotnik,",  stworzony w języku hiszpańskim ","['stworzyć', 'w', 'język', 'hiszpański']",,5
75,hiszpańszczyzna,"(1, 1)",rzeczownik,hiszpański ,['hiszpański'],,1
76,hiszpańszczyzna,"(1, 2)",rzeczownik,"hiszpański ,  akcenty hiszpańskie ,  np. w modzie ,  sztuce ","['hiszpański', 'akcent', 'hiszpański', 'np.', 'w', 'moda', 'sztuka']",['np.'],10
77,hiszpańszczyzna,"(1, 3)",rzeczownik,"wszystko ,  co hiszpańskie ","['wszystko', 'co', 'hiszpański']",,4
78,Hiszpan,"(1, 1)",rzeczownik,"narodowości hiszpańskiej ,  obywatel Hiszpanii ,  mieszkaniec Hiszpanii ","['narodowość', 'hiszpański', 'obywatel', 'Hiszpania', 'mieszkaniec', 'Hiszpania']",,8
79,Hiszpaneczka,"(1, 1)",rzeczownik,zdrobn. od: Hiszpanka ,['Hiszpanka'],['zdrobn.'],3
80,Hiszpania,"(1, 1)",rzeczownik,polit. państwo w Europie położone na Półwyspie Iberyjskim ze stolicą w Madrycie ;  zob. też Hiszpania w Wikipedii ,"['państwo', 'w', 'Europa', 'położyć', 'na', 'Półwysep Iberyjski', 'ze', 'stolica', 'w', 'Madryt']",['polit.'],13
81,Hiszpania,"(1, 2)",rzeczownik,hist. od starożytności po czasy nowożytne: kraina obejmująca całość ziem Półwyspu Iberyjskiego ,"['kraina', 'obejmować', 'całość', 'ziemia', 'Półwysep Iberyjski']",['hist.'],7
82,Hiszpanka,"(1, 1)",rzeczownik,"lub dziewczyna narodowości hiszpańskiej ,  obywatelka Hiszpanii ,  mieszkanka Hiszpanii ","['lub', 'dziewczyna', 'narodowość', 'hiszpański', 'obywatelka', 'Hiszpania', 'mieszkanka', 'Hiszpania']",,10
83,hit,"(1, 1)",rzeczownik,muzyczny  ( zazwyczaj piosenka )  wyjątkowo modny w danym czasie ,"['muzyczny', 'zazwyczaj', 'piosenka', 'wyjątkowo', 'modny', 'w', 'dany', 'czas']",,10
84,hit,"(1, 2)",rzeczownik,cieszący się dużą popularnością ,"['cieszyć się', 'duży', 'popularność']",,3
85,hitl.,"(1, 1)",skrót,,[],,0
86,hitlerówka,"(1, 1)",rzeczownik,"pogard. zwolenniczka Hitlera ,  hitleryzmu ","['zwolenniczka', 'w:Adolf Hitler', 'hitleryzm']",['pogard.'],5
87,hitlerówka,"(1, 2)",rzeczownik,żart. droga wybudowana w czasach  Hitlera  charakteryzująca się nawierzchnią z betonowych płyt ,"['droga', 'wybudować', 'w', 'czas', 'charakteryzować się', 'nawierzchnia', 'z', 'betonowy', 'płyta']",['żart.'],11
88,hitlerowiec,"(1, 1)",rzeczownik,,[],,0
89,hitlerowski,"(1, 1)",przymiotnik relacyjny,"związany z Hitlerem ,  hitleryzmem lub hitlerowcami ,  dotyczący  Hitlera,  hitleryzmu lub hitlerowców ","['związany', 'z', 'w:Adolf Hitler', 'hitleryzm', 'lub', 'hitlerowiec', 'dotyczyć', 'hitleryzm', 'lub', 'hitlerowiec']",,13
90,hitleryzm,"(1, 1)",rzeczownik,"polit. nazizm ,  niemiecka skrajna odmiana faszyzmu ;  zob. też hitleryzm w Wikipedii ","['nazizm', 'niemiecki', 'skrajny', 'odmiana', 'faszyzm']",['polit.'],9
91,Hiuma,"(1, 1)",rzeczownik,estońska wyspa na Morzu Bałtyckim ;  zob. też Hiuma w Wikipedii ,"['estoński', 'wyspa', 'na', 'Morze Bałtyckie']",,6
92,HIV,"(1, 1)",skrótowiec w funkcji rzeczownika rodzaju męskorzeczowego,wirus wywołujący AIDS ;  zob. też HIV w Wikipedii ,"['wirus', 'wywoływać', 'AIDS']",,5
93,hiw,"(1, 1)",rzeczownik,ładunku jednorazowo podnoszona przez dźwignię ,"['ładunek', 'jednorazowo', 'podnosić', 'przez', 'dźwignia']",,5
94,hlondowski,"(1, 1)",przymiotnik,z Hlondem ,"['z', 'w:August Hlond']",,2
95,hm,"(1, 1)",wykrzyknik,,[],,0
96,hm,"(1, 2)",wykrzyknik,,[],,0
97,hmm,"(1, 1)",wykrzyknik,,[],,0
98,hnet,"(1, 1)",przysłówek sposobu,st.pol. od razu ,['od razu'],['st.pol.'],2
99,Hniezdyczna,"(1, 1)",rzeczownik,"geogr. adm. wieś na Ukrainie ,  położona w rejonie zbaraskim obwodu tarnopolskiego ;  zob. też Hniezdyczna w Wikipedii ","['wieś', 'na', 'Ukraina', 'położyć', 'w', 'rejon', 'zbaraski', 'obwód', 'tarnopolski']","['geogr.', 'adm.']",14
100,Hnizdyczów,"(1, 1)",rzeczownik,geogr. adm. osiedle typu miejskiego w rejonie żydaczowskim obwodu lwowskiego ;  zob. też Hnizdyczów w Wikipedii ,"['osiedle typu miejskiego', 'w', 'rejon', 'żydaczowski', 'obwód', 'lwowski']","['geogr.', 'adm.']",10
101,Hnyła,"(1, 1)",rzeczownik,"geogr. adm. wieś na Ukrainie ,  w obwodzie lwowskim ,  w rejonie turczańskim ;  zob. też Hnyła (wieś) w Wikipedii ","['wieś', 'na', 'Ukraina', 'w', 'obwód', 'lwowski', 'w', 'rejon', 'turczański']","['geogr.', 'adm.']",15
102,hołd,"(1, 1)",rzeczownik,"czci ,  poważania ,  zachwytu ","['cześć', 'poważanie', 'zachwyt']",,5
103,hołd,"(1, 2)",rzeczownik,uroczystego przekazania lenna przez seniora swojemu wasalowi ;  zob. też hołd lenny w Wikipedii ,"['uroczysty', 'przekazać', 'lenno', 'przez', 'senior', 'swój', 'wasal']",,9
104,hołdamasz,"(1, 1)",rzeczownik,gw. (Śląsk Cieszyński) zabawa w gospodzie ,"['zabawa', 'w', 'gospoda']",['gw.'],5
105,Hołhocze,"(1, 1)",rzeczownik,geogr. adm. wieś w rejonie podhajeckim obwodu tarnopolskiego ;  zob. też Hołhocze w Wikipedii ,"['wieś', 'w', 'rejon', 'podhajecki', 'obwód', 'tarnopolski']","['geogr.', 'adm.']",10
106,hołodoliński,"(1, 1)",przymiotnik relacyjny,Hołodoliny ,['Hołodolina'],,1
107,hołodolinianin,"(1, 1)",rzeczownik,Hołodoliny ,['Hołodolina'],,1
108,hołodolinianka,"(1, 1)",rzeczownik,Hołodoliny ,['Hołodolina'],,1
109,hołodomor,"(1, 1)",rzeczownik,"hist. klęska głodu w latach  1932–1933  w ZSRR ,  na terenie dzisiejszej Ukrainy wschodniej i centralnej ;  zob. też Wielki Głód na Ukrainie w Wikipedii ","['klęska', 'głód', 'w', 'lat', 'w', 'ZSRR', 'na', 'teren', 'dzisiejszy', 'Ukraina', 'wschodni', 'i', 'centralny']",['hist.'],18
110,hołota,"(1, 1)",rzeczownik,"pogard. grupa osób ,  które zachowują się w sposób niekulturalny ,  chamski ,  ordynarny ,  prostacki ","['grupa', 'osoba', 'który', 'zachować', 'się', 'w', 'sposób', 'niekulturalny', 'chamski', 'ordynarny', 'prostacki']",['pogard.'],16
111,hołota,"(1, 2)",rzeczownik,ludzie biedni ,"['człowiek', 'biedny']",,2
112,hołota,"(1, 3)",rzeczownik,(Bukowina) zbiorowisko ludzi ,"['zbiorowisko', 'człowiek']",,3
113,Hołowiecko,"(1, 1)",rzeczownik,"geogr. adm. wieś na Ukrainie ,  położona w rejonie starosamborskim obwodu lwowskiego nad rzeką Dniestr ;  zob. też Hołowiecko (rejon starosamborski) w Wikipedii ","['wieś', 'na', 'Ukraina', 'położyć', 'w', 'rejon', 'starosamborski', 'obwód', 'lwowski', 'nad', 'rzeka', 'Dniestr']","['geogr.', 'adm.']",17
114,Hołownica,"(1, 1)",rzeczownik,geogr. adm. wieś na Ukrainie w rejonie koreckim obwodu rówieńskiego ;  zob. też Hołownica w Wikipedii ,"['wieś', 'na', 'Ukraina', 'w', 'rejon', 'korecki', 'obwód', 'rówieński']","['geogr.', 'adm.']",12
115,Hołowno,"(1, 1)",rzeczownik,geogr. adm.    osiedle typu miejskiego na Ukrainie w rejonie lubomelskim obwodu wołyńskiego ;  zob. też Hołowno (Ukraina) w Wikipedii ,"['osiedle typu miejskiego', 'na', 'Ukraina', 'w', 'rejon', 'lubomelski', 'obwód', 'wołyński']","['geogr.', 'adm.']",13
116,hołubelski,"(1, 1)",przymiotnik relacyjny,Hołubli ,['Hołubla'],,1
117,hołubiczka,"(1, 1)",rzeczownik,gw. (Śląsk Cieszyński) gołąbka ,['gołąbka'],['gw.'],3
118,hołublanin,"(1, 1)",rzeczownik,Hołubli ,['Hołubla'],,1
119,hołublanka,"(1, 1)",rzeczownik,Hołubli ,['Hołubla'],,1
120,Hołyń,"(1, 1)",rzeczownik,"geogr. adm. wieś na Ukrainie ,  w rejonie kałuskim obwodu iwanofrankiwskiego ;  zob. też Hołyń w Wikipedii ","['wieś', 'na', 'Ukraina', 'w', 'rejon', 'kałuski', 'obwód', 'iwanofrankiwski']","['geogr.', 'adm.']",13
121,hołysz,"(1, 1)",rzeczownik,"przest. człowiek ubogi ,  biedak ","['człowiek', 'ubogi', 'biedak']",['przest.'],5
122,hościk,"(1, 1)",rzeczownik,zdrobn. od host ,['host'],['zdrobn.'],3
123,hożość,"(1, 1)",rzeczownik,"odprzym. cecha tego ,  co jest hoże ;  cecha tych ,  którzy są hoży ","['cecha', 'to', 'co', 'być', 'hoży', 'cecha', 'ci', 'który', 'być', 'hoży']",['odprzym.'],14
124,hoży,"(1, 1)",przymiotnik,"daw. taki ,  który wygląda dobrze ,  zdrowo ,  pięknie ,  młodo ,  jest silny i urodziwy ","['taki', 'który', 'wyglądać', 'dobrze', 'zdrowo', 'pięknie', 'młodo', 'być', 'silny', 'i', 'urodziwy']",['daw.'],17
125,ho-hoń,"(1, 1)",rzeczownik,"książk. duże ,  straszne zwierzę przypominające słonia w uniwersum opowieści o Kubusiu Puchatku ;  zob. też ho-hoń w Wikipedii ","['duży', 'straszny', 'zwierzę', 'przypominać', 'słoń', 'w', 'uniwersum', 'opowieść', 'o', 'Kubuś Puchatek']",['książk.'],14
126,hoacyn,"(1, 2)",rzeczownik,ptak z gatunku  hoacynów (1.1) ,"['ptak', 'z', 'gatunek']",,4
127,hoacyny,"(2, 1)",rzeczownik,",  B. i W. lm od: hoacyn ",['hoacyn'],"['B.', 'W.']",7
128,hoax,"(1, 1)",rzeczownik,"informacja pozorująca prawdziwą ,  aby wprowadzić w błąd odbiorcę ","['informacja', 'pozorować', 'prawdziwy', 'aby', 'wprowadzić', 'w', 'błąd', 'odbiorca']",,9
129,hoa hien,"(1, 1)",fraza rzeczownikowa,"spoż. przyprawa azjatycka ,  naturalny pomarańczowo-czerwony barwnik spożywczy uzyskiwany z owoców arnoty właściwej ","['przyprawa', 'azjatycki', 'naturalny', 'pomarańczowo-czerwony', 'barwnik spożywczy', 'uzyskiwać', 'z', 'owoc', 'arnota właściwa']",['spoż.'],11
130,hobbicki,"(1, 1)",przymiotnik relacyjny,"z hobbitami ,  dotyczący hobbitów ","['z', 'hobbit', 'dotyczyć', 'hobbit']",,5
131,hobbicki,"(2, 1)",przymiotnik dzierżawczy,"do hobbita ,  będący własnością hobbita lub jego dziełem ","['do', 'hobbit', 'być', 'własność', 'hobbit', 'lub', 'on', 'dzieło']",,9
132,hobbistka,"(1, 1)",rzeczownik,",  która ma jakieś hobby ","['który', 'mieć', 'jakiś', 'hobby']",,5
133,hobbit,"(1, 1)",rzeczownik,liter. niewielka istota ze świata fantastyki charakteryzująca się niskim wzrostem i krępą budową ciała ;  zob. też hobbit (rasa) w Wikipedii ,"['niewielki', 'istota', 'ze', 'świat', 'fantastyka', 'charakteryzować się', 'niski', 'wzrost', 'i', 'krępy', 'budowa ciała']",['liter.'],14
134,hobbitka,"(1, 1)",rzeczownik,odpowiednik kobiety w fikcyjnym świecie hobbitów ,"['odpowiednik', 'kobieta', 'w', 'fikcyjny', 'świat', 'hobbit']",,6
135,hobby,"(1, 1)",rzeczownik,",  zamiłowanie do robienia czegoś ;  zainteresowanie ","['zamiłowanie', 'do', 'robienie', 'coś', 'zainteresowanie']",,7
136,hobbystyczny,"(1, 1)",przymiotnik relacyjny,"z hobbystyką ,  dotyczący hobbystyki ","['z', 'hobbystyka', 'dotyczyć', 'hobbystyka']",,5
137,hobel,"(1, 1)",rzeczownik,gw. (Górny Śląsk) techn. strug ,['strug'],"['gw.', 'techn.']",4
138,hochsztapler,"(1, 1)",rzeczownik,i aferzysta na dużą skalę ,"['i', 'aferzysta', 'na', 'duży', 'skala']",,5
139,hoczek,"(1, 1)",rzeczownik,gw. (Śląsk Cieszyński) daw. pogrzebacz ,['pogrzebacz'],"['gw.', 'daw.']",4
140,hoczek,"(1, 2)",rzeczownik,(Śląsk Cieszyński) roln. mniejszy pług ,"['mały', 'pług']",['roln.'],4
141,hoczek,"(1, 3)",rzeczownik,"(Śląsk Cieszyński) etn. ozdobna sprzączka ,  część ludowego stroju z Cieszyńskiego ","['ozdobny', 'sprzączka', 'część', 'ludowy', 'strój', 'z', 'Cieszyńskie']",['etn.'],10
142,hoczewski,"(1, 1)",przymiotnik relacyjny,Hoczwi ,['Hoczew'],,1
143,hoczki,"(1, 1)",rzeczownik,gw. (Śląsk Cieszyński) roln. rodzaj bron z zakrzywionymi do przodu zębami ,"['rodzaj', 'brona', 'z', 'zakrzywiony', 'do przodu', 'ząb']","['gw.', 'roln.']",9
144,hoczkować,"(1, 1)",czasownik przechodni niedokonany,gw. (Śląsk Cieszyński) roln. plewić między grzędami przy użyciu hoczka ,"['plewić', 'między', 'grzęda', 'przy', 'użycie', 'hoczek']","['gw.', 'roln.']",9
145,hoczwianin,"(1, 1)",rzeczownik,Hoczwi ,['Hoczew'],,1
146,hoczwianka,"(1, 1)",rzeczownik,Hoczwi ,['Hoczew'],,1
147,hodologia,"(1, 1)",rzeczownik,o drogach ,"['o', 'droga']",,2
148,hodologia,"(1, 2)",rzeczownik,med. nauka o szlakach nerwowych i połączeniach nerwowych ,"['nauka', 'o', 'szlak', 'nerwowy', 'i', 'połączenie', 'nerwowy']",['med.'],8
