,Name,Sign,Type,Definition,Other_words,Indexes,No_words
20,wietłuski,"(1, 1)",przymiotnik relacyjny,"z Wietługą ,  dotyczący Wietługi (miasta lub rzeki) ","['z', 'Wietługa', 'dotyczyć', 'Wietługa']",,6
21,Wietnam,"(1, 1)",rzeczownik,polit. państwo w Azji ;  zob. też Wietnam w Wikipedii ,"['państwo', 'w', 'Azja']",['polit.'],6
22,Wietnamczyk,"(1, 1)",rzeczownik,"obywatel Wietnamu ,  mieszkaniec Wietnamu ,  osoba narodowości wietnamskiej ","['obywatel', 'Wietnam', 'mieszkaniec', 'Wietnam', 'osoba', 'narodowość', 'wietnamski']",,9
23,wietnamiec,"(1, 1)",rzeczownik,pogard. Wietnamczyk ,['Wietnamczyk'],['pogard.'],2
24,Wietnamka,"(1, 1)",rzeczownik,"Wietnamu ,  mieszkanka Wietnamu ,  kobieta narodowości wietnamskiej ","['Wietnam', 'mieszkanka', 'Wietnam', 'kobieta', 'narodowość', 'wietnamski']",,8
25,wietnamski,"(1, 1)",przymiotnik,do Wietnamu lub Wietnamczyków ,"['do', 'Wietnam', 'lub', 'Wietnamczyk']",,4
26,wietnamski,"(2, 1)",rzeczownik,urzędowy Wietnamu ;  zob. też język wietnamski w Wikipedii ,"['urzędowy', 'Wietnam']",,4
27,wietnamskojęzyczny,"(1, 1)",przymiotnik,",  który posługuje się językiem wietnamskim ","['który', 'posługiwać się', 'język', 'wietnamski']",,5
28,wietnamskojęzyczny,"(1, 2)",przymiotnik,",  którego mieszkańcy posługują się językiem wietnamskim ","['który', 'mieszkaniec', 'posługiwać się', 'język', 'wietnamski']",,6
29,wietnamskojęzyczny,"(1, 3)",przymiotnik,",  stworzony w języku wietnamskim ","['stworzyć', 'w', 'język', 'wietnamski']",,5
30,wietnica,"(1, 1)",rzeczownik,izba radna ,['izba radna'],,1
31,wietrunek,"(1, 1)",rzeczownik,wzdęcie ,['wzdęcie'],,1
32,wietrzenie,"(1, 1)",rzeczownik,rzecz. odczas. od wietrzyć ,[],['rzecz. odczas.'],3
33,wietrznie,"(1, 1)",przysłówek, →  wietrzny ,['wietrzny'],,2
34,wietrznik,"(1, 1)",rzeczownik,przest. pejor. osoba lekkomyślna i nie traktująca nikogo poważnie ,"['osoba', 'lekkomyślny', 'i', 'nie-', 'traktować', 'nikt', 'poważnie']","['przest.', 'pejor.']",9
35,wietrznik,"(2, 1)",rzeczownik,cuk. zob. ptyś ,[],"['cuk.', 'zob.']",3
36,wietrznik,"(2, 2)",rzeczownik,otwór wentylacyjny ,"['otwór', 'wentylacyjny']",,2
37,wietrznik,"(2, 3)",rzeczownik,otwieralna część w skrzydle okna umożliwiająca wietrzenie pomieszczenia ,"['otwieralny', 'część', 'w', 'skrzydło', 'okno', 'umożliwiać', 'wietrzenie', 'pomieszczenie']",,8
38,wietrznik,"(2, 4)",rzeczownik,urządzenie wskazujące kierunek wiejącego wiatru ,"['urządzenie', 'wskazywać', 'kierunek', 'wiać', 'wiatr']",,5
39,wietrznik,"(2, 5)",rzeczownik,nozdrza psa lub zwierzęcia drapieżnego ,"['nozdrze', 'pies', 'lub', 'zwierzę', 'drapieżny']",,5
40,wietrznik,"(2, 6)",rzeczownik,amortyzator uderzeń strug wody w taranie wiertniczym ,"['amortyzator', 'uderzenie', 'struga', 'woda', 'w', 'taran', 'wiertniczy']",,7
41,wietrzność,"(1, 1)",rzeczownik,"odprzym. cecha tego ,  co jest wietrzne ","['cecha', 'to', 'co', 'być', 'wietrzny']",['odprzym.'],7
42,wietrzno,"(1, 1)",przysłówek, →  wietrzny ,['wietrzny'],,2
43,wietrzny,"(1, 1)",przymiotnik,silnymi podmuchami wiatru ,"['silny', 'podmuch', 'wiatr']",,3
44,wietrzny,"(1, 2)",przymiotnik,wiatrem ,['wiatr'],,1
45,wietrzny,"(1, 3)",przymiotnik,"pod wpływem działania wiatru ,  powstały wskutek działania wiatru ","['pod wpływem', 'działanie', 'wiatr', 'powstać', 'wskutek', 'działanie', 'wiatr']",,8
46,wietrzny,"(1, 4)",przymiotnik,o chorobie: przenoszony drogą kropelkową ,"['przenosić', 'droga', 'kropelkowy']",,4
47,wietrzny,"(1, 5)",przymiotnik,"przest. niestały w uczuciach ,  niestabilny emocjonalnie ","['niestały', 'w', 'uczucie', 'niestabilny', 'emocjonalnie']",['przest.'],7
48,wietrzny,"(1, 6)",przymiotnik,"przest. znikomy ,  przelotny ,  nietrwały ,  przemijający ","['znikomy', 'przelotny', 'nietrwały', 'przemijający']",['przest.'],8
49,wietrzyć,"(1, 1)",czasownik,zapach z powietrza ,"['zapach', 'z', 'powietrze']",,3
50,wietrzyć,"(1, 2)",czasownik,przepływ powietrza w pomieszczeniu ,"['przepływ', 'powietrze', 'w', 'pomieszczenie']",,4
51,wietrzyk,"(1, 1)",rzeczownik,wiatr ,['wiatr'],,1
52,wietrzysko,"(1, 1)",rzeczownik,"pot. silny ,  dokuczliwy wiatr ","['silny', 'dokuczliwy', 'wiatr']",['pot.'],5
53,wiew,"(1, 1)",rzeczownik,",  strumień powietrza ","['strumień', 'powietrze']",,3
54,wiewiór,"(1, 1)",rzeczownik,przest. rzeżączka ,['rzeżączka'],['przest.'],2
55,wiewiór,"(1, 2)",rzeczownik,lub reg. samiec wiewiórki ,"['samiec', 'wiewiórka']",['reg.'],4
56,wiewiór,"(2, 1)",rzeczownik,lm zob. wiewióra ,[],['zob.'],3
57,wiewióra,"(1, 1)",rzeczownik,od wiewiórka ,['wiewiórka'],,2
58,wiewiórczy,"(1, 1)",przymiotnik relacyjny,"z wiewiórką ,  dotyczący wiewiórki ","['z', 'wiewiórka', 'dotyczyć', 'wiewiórka']",,5
59,wiewiórczy,"(2, 1)",przymiotnik dzierżawczy,"do wiewiórki ,  będący jej częścią ","['do', 'wiewiórka', 'być', 'ona', 'część']",,6
60,wiewiórczy,"(3, 1)",przymiotnik jakościowy,wiewiórkę ,['wiewiórka'],,1
61,wiewióreczka,"(1, 1)",rzeczownik,zdrobn. od: wiewiórka ,['wiewiórka'],['zdrobn.'],3
62,wiewióreczka,"(1, 2)",rzeczownik,wiewiórka ,['wiewiórka'],,1
63,wiewiórka,"(1, 2)",rzeczownik,osoba z rudymi włosami ,"['osoba', 'z', 'rudy', 'włos']",,4
64,wiewiórka,"(1, 3)",rzeczownik,lm futro z  wiewiórek (1.1) ,"['futro', 'z']",,4
65,wiewiórki,"(2, 1)",rzeczownik,",  B.  i  W. lm od: wiewiórka ",['wiewiórka'],"['B.', 'W.']",7
66,wiewióry,"(2, 1)",rzeczownik,",  B.  i  W. lm od: wiewiór ",['wiewiór'],"['B.', 'W.']",7
67,wiewióry,"(2, 2)",rzeczownik,",  B.  i  W. lm od: wiewióra ",['wiewióra'],"['B.', 'W.']",7
68,wiezienie,"(1, 1)",rzeczownik,od wieźć ,[],,2
69,Wigilia,"(1, 1)",rzeczownik,rel. dzień poprzedzający święto Bożego Narodzenia ;  zob. też Wigilia w Wikipedii ,"['dzień', 'poprzedzać', 'święto', 'Boże Narodzenie']",['rel.'],7
70,Wigilia,"(1, 2)",rzeczownik,;  zob. też Wigilia (imię) w Wikipedii ,[],,2
71,Wigilia Paschalna,"(1, 1)",fraza rzeczownikowa,rel. zob. Wielka Sobota ,[],"['rel.', 'zob.']",3
72,wigilijny,"(1, 1)",przymiotnik relacyjny,"wigilii ,  związany z wigilią ","['wigilia', 'związany', 'z', 'wigilia']",,5
73,wigoń,"(2, 1)",rzeczownik,przędza lub tkanina z wełny wikunii ,"['przędza', 'lub', 'tkanina', 'z', 'wełna', 'wikunia']",,6
74,wigoniowy,"(1, 1)",przymiotnik dzierżawczy,do wigonia ,"['do', 'wigoń']",,2
75,wigoniowy,"(2, 1)",przymiotnik relacyjny,"wigonia ,  określający wigonia ,  używany przy wigoniu ","['wigoń', 'określać', 'wigoń', 'używać', 'przy', 'wigoń']",,8
76,wigoniowy,"(3, 1)",przymiotnik jakościowy,"dla wigonia ,  mający cechy wigonia ","['dla', 'wigoń', 'mieć', 'cecha', 'wigoń']",,6
77,wigor,"(1, 1)",rzeczownik,objawiająca się w chęci do pracy i zabawy oraz w szybkości i sprawności w działaniu ,"['objawiać się', 'w', 'chęć', 'do', 'praca', 'i', 'zabawa', 'oraz', 'w', 'szybkość', 'i', 'sprawność', 'w', 'działanie']",,14
78,wigwam,"(1, 1)",rzeczownik,rodzaj nieprzenośnej chaty Indian Ameryki Północnej ;  zob. też wigwam w Wikipedii ,"['rodzaj', 'nieprzenośny', 'chata', 'Indianin', 'Ameryka Północna']",,7
79,wigwamik,"(1, 1)",rzeczownik,zdrobn. od wigwam ,['wigwam'],['zdrobn.'],3
80,wihajster,"(1, 1)",rzeczownik,"przedmiot ,  czasem fragment innego przedmiotu ,  o nieznanej lub nieistotnej w chwili wypowiedzi nazwie ","['przedmiot', 'czasem', 'fragment', 'inny', 'przedmiot', 'o', 'nieznany', 'lub', 'nieistotny', 'w', 'chwila', 'wypowiedź', 'nazwa']",,15
81,wihara,"(1, 1)",rzeczownik,klasztor buddyjski i dźinijski ,"['klasztor', 'buddyjski', 'i', 'dźinijski']",,4
82,wij,"(1, 2)",rzeczownik,jeden z demonów z mitologii słowińskiej ,"['jeden', 'z', 'demon', 'z', 'mitologia', 'słowiński']",,6
83,wij,"(2, 1)",czasownik,os. lp rozk. od :  wić ,['wić'],"['os.', 'rozk.']",6
84,wikariusz,"(1, 1)",rzeczownik,kośc. prezbiter na stałe pomagający proboszczowi w pracy duszpasterskiej ;  zob. też wikariusz w Wikipedii ,"['prezbiter', 'na', 'stały', 'pomagać', 'proboszcz', 'w', 'praca', 'duszpasterski']",['kośc.'],11
85,wikariusz,"(1, 2)",rzeczownik,adm. w administracji kościelnej duchowny będący zastępcą lub namiestnikiem ;  zob. też wikariusz w Wikipedii ,"['w', 'administracja', 'kościelny', 'duchowny', 'być', 'zastępca', 'lub', 'namiestnik']",['adm.'],11
86,wikariuszowski,"(1, 1)",przymiotnik,"wikariusza ,  związany z wikariuszem ","['wikariusz', 'związać', 'z', 'wikariusz']",,5
87,wikary,"(1, 1)",rzeczownik,kośc. prezbiter na stałe pomagający proboszczowi w pracy duszpasterskiej ;  zob. też wikariusz w Wikipedii ,"['prezbiter', 'na', 'stały', 'pomagać', 'proboszcz', 'w', 'praca', 'duszpasterski']",['kośc.'],11
88,wikiński,"(1, 1)",przymiotnik relacyjny,"z wikingami ,  dotyczący wikingów ","['z', 'wiking', 'dotyczyć', 'wiking']",,5
89,Wikiźródła,"(1, 1)",rzeczownik,"internetowe repozytorium tekstów źródłowych ,  które każdy może redagować ;  projekt Fundacji Wikimedia ;  zob. też Wikiźródła w Wikipedii ","['internetowy', 'repozytorium', 'tekst', 'źródłowy', 'który', 'każdy', 'móc', 'redagować', 'projekt', 'fundacja', 'Wikimedia']",,15
90,wiki-,"(1, 1)",przedrostek,,[],,0
91,wikiholik,"(1, 1)",rzeczownik,"osoba uzależniona od Wikipedii ,  Wikisłownika ,  itp. ,  poświęcająca im dużo czasu ","['osoba', 'uzależniony', 'od', 'w:Wikipedia', 'w:Wikisłownik', 'itp.', 'poświęcać', 'one', 'dużo', 'czas']",['itp.'],13
92,wiking,"(1, 1)",rzeczownik,"skandynawski wojownik biorący udział w wyprawach o charakterze handlowym ,  rabunkowym lub osadniczym w VIII - XI w. ;  zob. też wikingowie w Wikipedii ","['skandynawski', 'wojownik', 'brać', 'udział', 'w', 'wyprawa', 'o', 'charakter', 'handlowy', 'rabunkowy', 'lub', 'osadniczy', 'w', 'VIII', 'XI', 'w.']",['w.'],20
93,Wikipedia,"(1, 1)",rzeczownik,"internetowa encyklopedia ,  którą każdy może edytować ;  projekt Fundacji Wikimedia ","['internetowy', 'encyklopedia', 'który', 'każdy', 'móc', 'edytować', 'projekt', 'fundacja', 'Wikimedia']",,11
94,wikipedysta,"(1, 1)",rzeczownik,tworzący i edytujący Wikipedię ,"['tworzyć', 'i', 'edytować', 'Wikipedia']",,4
95,wikipedystka,"(1, 1)",rzeczownik,"tworząca i edytująca Wikipedię ,  t. Wikisłownik ,  Wikibooks lub Wikicytaty ","['tworzyć', 'i', 'edytować', 'Wikipedia', 'Wikisłownik', 'Wikibooks', 'lub', 'Wikicytaty']",['t.'],11
96,wikiprojekt,"(1, 1)",rzeczownik,neol. projekt realizowany przez społeczność wikipedystów ,"['projekt', 'realizować', 'przez', 'społeczność', 'wikipedysta']",['neol.'],6
97,Wikisłownik,"(1, 1)",rzeczownik,"wolny internetowy wielojęzyczny słownik ,  który każdy może edytować ;  zob. też Wikisłownik w Wikipedii ","['wolny', 'internetowy', 'wielojęzyczny', 'słownik', 'który', 'każdy', 'móc', 'edytować']",,11
98,wikisłownikarz,"(1, 1)",rzeczownik,środ. autor współtworzący Wikisłownik ,"['autor', 'współtworzyć', 'Wikisłownik']",['środ.'],4
99,wikitekst,"(1, 1)",rzeczownik,tekst napisany w języku programowania Wikitext Markup Language ;  zob. też wikitekst w Wikipedii ,"['tekst', 'napisać', 'w', 'język', 'programowanie', 'Wikitext Markup Language']",,8
100,wikizacja,"(1, 1)",rzeczownik,czynność zmiany zwykłego tekstu na tekst ze specjalnymi znacznikami używanymi przez Wikipedię ,"['czynność', 'zmiana', 'zwykły', 'tekst', 'na', 'tekst', 'ze', 'specjalny', 'znaczek', 'używany', 'przez', 'Wikipedia']",,12
101,wikkański,"(1, 1)",przymiotnik relacyjny,"z religią wicca ,  dotyczący religii wicca ","['z', 'religia', 'wicca', 'dotyczyć', 'religia', 'wicca']",,7
102,wikla,"(1, 1)",rzeczownik,"gąszcz ,  trudne do przebycia zarośla ","['gąszcz', 'trudny', 'do', 'przebycie', 'zarośla']",,6
103,wikla,"(1, 2)",rzeczownik,wikle  →  przest. wierzbiny ,['wierzbina'],['przest.'],4
104,wiklina,"(1, 2)",rzeczownik,"pędy kilku gatunków wierzb ,  które po obróbce wykorzystywane są w wikliniarstwie ;  zob. też wiklina w Wikipedii ","['pęd', 'kilka', 'gatunek', 'wierzba', 'który', 'po', 'obróbka', 'wykorzystywać', 'być', 'w', 'wikliniarstwo']",,14
105,wiklina,"(1, 3)",rzeczownik,z  wikliny (1.2) ,['z'],,2
106,wiklina,"(1, 4)",rzeczownik,zarośla ,['zarośla'],,1
107,wiklinowy,"(1, 1)",przymiotnik relacyjny,"z wikliną ,  dotyczący wikliny ","['z', 'wiklina', 'dotyczyć', 'wiklina']",,5
108,wiklinowy,"(1, 2)",przymiotnik relacyjny,w wikliny ,"['w', 'wiklina']",,2
109,wiksa,"(1, 1)",rzeczownik,"reg. pozn. stan upojenia  ( alkoholowego ,  narkotykowego , …) ","['stan', 'upojenie', 'alkoholowy', 'narkotykowy']",['reg. pozn.'],8
110,wiksa,"(1, 2)",rzeczownik,"moc ,  energia ","['moc', 'energia']",,3
111,wiksa,"(1, 3)",rzeczownik,"coś niespodziewanego ,  zaskakującego ","['coś', 'niespodziewany', 'zaskakujący']",,4
112,wiksa,"(1, 4)",rzeczownik,(Śląsk Cieszyński) pasta do butów ,['pasta do butów'],,2
113,Wikszany,"(1, 1)",rzeczownik,"geogr. miejscowość w Rumunii ,  na Bukowinie ,  zamieszkana przez mniejszość polską ","['miejscowość', 'w', 'Rumunia', 'na', 'Bukowina', 'zamieszkać', 'przez', 'mniejszość', 'polska']",['geogr.'],12
114,wikt,"(1, 1)",rzeczownik,"przest. żywność ,  zaopatrzenie ","['żywność', 'zaopatrzenie']",['przest.'],4
115,Wiktor,"(1, 1)",rzeczownik,;  zob. też Wiktor w Wikipedii ,[],,2
116,wiktoriański,"(1, 1)",przymiotnik,z epoką panowania królowej Wiktorii Hanowerskiej ,"['z', 'epoka', 'panowanie', 'królowa', 'Wiktoria', 'hanowerski']",,6
117,wiktoriański,"(1, 2)",przymiotnik,archit. szt. odznaczający się eklektyzmem oraz pompatycznością ,"['odznaczać się', 'eklektyzm', 'oraz', 'pompatyczność']","['archit.', 'szt.']",6
118,Wiktoria,"(1, 1)",rzeczownik,"bogini i uosobienie zwycięstwa ,  utożsamiana z grecką Nike ;  zob. też Wiktoria (mitologia) w Wikipedii ","['bogini', 'i', 'uosobienie', 'zwycięstwo', 'utożsamiać', 'z', 'grecki', 'Nike']",,11
119,Wiktoria,"(1, 2)",rzeczownik,;  zob. też Wiktoria (imię) w Wikipedii ,[],,2
120,Wiktoria,"(1, 3)",rzeczownik,adm. jeden ze stanów w Australii ;  zob. też Wiktoria (stan Australii) w Wikipedii ,"['jeden', 'ze', 'stan', 'w', 'Australia']",['adm.'],8
121,Wiktoria,"(1, 4)",rzeczownik,"wieś w Polsce ,  w województwie mazowieckim ,  w gminie Strachówka ;  zob. też Wiktoria (województwo mazowieckie) w Wikipedii ","['wieś', 'w', 'Polska', 'w', 'województwo', 'mazowiecki', 'w', 'gmina', 'Strachówka']",,13
122,Wiktoryn,"(1, 1)",rzeczownik,;  zob. też Wiktoryn w Wikipedii ,[],,2
123,wiktuały,"(1, 1)",rzeczownik,"przest. dziś książk. żywność ,  prowiant ","['żywność', 'prowiant']","['przest.', 'książk.']",6
124,wiktymizacja,"(1, 1)",rzeczownik,"wyrządzające komuś krzywdę ,  sprawiające ,  że dana osoba staje się jego ofiarą ","['wyrządzać', 'ktoś', 'krzywda', 'sprawiać', 'że', 'dany', 'osoba', 'stawać się', 'jego', 'ofiara']",,12
125,wiktymologia,"(1, 1)",rzeczownik,nauka zajmująca się ofiarami przestępstw i badaniem roli ofiary w genezie przestępstwa ;  dziedzina kryminalistyki  i  kryminologii ;  zob. też wiktymologia w Wikipedii ,"['nauka', 'zajmować się', 'ofiara', 'przestępstwo', 'i', 'badanie', 'rola', 'ofiara', 'w', 'geneza', 'przestępstwo', 'dziedzina', 'kryminalistyka', 'kryminologia']",,18
126,wikt i opierunek,"(1, 1)",fraza rzeczownikowa,i zakwaterowanie ,"['i', 'zakwaterowanie']",,2
127,wilajet,"(1, 1)",rzeczownik,adm. jednostka administracyjno - terytorialna najwyższego stopnia w niektórych krajach muzułmańskich ,"['jednostka', 'administracyjny', 'terytorialny', 'duży', 'stopień', 'w', 'niektóry', 'kraj', 'muzułmański']",['adm.'],11
128,wilajet,"(1, 2)",rzeczownik,prowincja w imperium osmańskim ,"['prowincja', 'w', 'imperium', 'osmański']",,4
129,Wilamowice,"(1, 1)",rzeczownik,miasto w południowej Polsce ;  zob. też Wilamowice w Wikipedii ,"['miasto', 'w', 'południe', 'Polska']",,6
130,wilamowski,"(1, 1)",przymiotnik,Wilamowic koło Bielska-Białej ,"['Wilamowice', 'koło', 'Bielsko-Biała']",,3
131,wilamowski,"(2, 1)",rzeczownik,"etnolekt z grupy zachodniej języków germańskich ,  którym posługiwali się mieszkańcy Wilamowic ","['etnolekt', 'z', 'grupa', 'zachodni', 'język', 'germański', 'który', 'posługiwać się', 'mieszkaniec', 'Wilamowice']",,11
132,wilamowskojęzyczny,"(1, 1)",przymiotnik,",  który posługuje się językiem wilamowskim ","['który', 'posługiwać się', 'język', 'wilamowski']",,5
133,wilamowskojęzyczny,"(1, 2)",przymiotnik,",  którego mieszkańcy posługują się językiem wilamowskim ","['który', 'mieszkaniec', 'posługiwać się', 'język', 'wilamowski']",,6
134,wilamowskojęzyczny,"(1, 3)",przymiotnik,",  stworzony w języku wilamowskim ","['stworzyć', 'w', 'język', 'wilamowski']",,5
135,Wilanów,"(1, 1)",rzeczownik,geogr. dzielnica Warszawy ;  zob. też Wilanów w Wikipedii ,"['dzielnica', 'Warszawa']",['geogr.'],5
136,Wilanów,"(1, 2)",rzeczownik,"toponim ,  nazwa miejscowości i części miast w Polsce ","['toponim', 'nazwa', 'miejscowość', 'i', 'część', 'miasto', 'w', 'Polska']",,9
137,wilanowski,"(1, 1)",przymiotnik relacyjny,"do Wilanowa ,  związany z Wilanowem ","['do', 'Wilanów', 'związany', 'z', 'Wilanów']",,6
138,wilczątko,"(1, 1)",rzeczownik,zdrobn. od :  wilk ,['wilk'],['zdrobn.'],4
139,wilczę,"(1, 1)",rzeczownik,szczenię wilka ,"['szczenię', 'wilk']",,2
140,wilczęcki,"(1, 1)",przymiotnik relacyjny,"z Wilczętami ,  dotyczący Wilcząt ","['z', 'Wilczęta', 'dotyczyć', 'Wilczęta']",,5
141,wilczarz,"(1, 1)",rzeczownik,polujący na wilki ,"['polować', 'na', 'wilk']",,3
142,wilczarz,"(2, 1)",rzeczownik,kynol. pies myśliwski używany do polowania na wilki ,"['pies', 'myśliwski', 'używany', 'do', 'polowanie', 'na', 'wilk']",['kynol.'],8
143,wilczek,"(1, 1)",rzeczownik,młody wilk ,"['młody', 'wilk']",,2
144,wilczek,"(1, 2)",rzeczownik,"zuch ,  członek najmłodszej grupy wiekowej harcerstwa ","['zuch', 'członek', 'młody', 'grupa', 'wiekowy', 'harcerstwo']",,7
145,wilczo,"(1, 1)",przysłówek,"wilk ,  na wilczy sposób ","['wilk', 'na', 'wilczy', 'sposób']",,5
146,wilczur,"(1, 1)",rzeczownik,owczarek niemiecki  ( rasa psa ) ,"['owczarek niemiecki', 'rasa', 'pies']",,5
147,wilczur,"(1, 2)",rzeczownik,określ. pies o wilczym pokroju lub pochodzący od wilka ,"['pies', 'o', 'wilczy', 'pokrój', 'lub', 'pochodzić', 'od', 'wilk']",['określ.'],9
148,wilczur,"(2, 1)",rzeczownik,lm od: wilczura ,['wilczura'],,3
149,wilczura,"(1, 1)",rzeczownik,przest. wilcza skóra ,"['wilczy', 'skóra']",['przest.'],3
150,wilczura,"(1, 2)",rzeczownik,burka podbita wilczą skórą ,"['burka', 'podbić', 'wilczy', 'skóra']",,4
151,wilczura,"(1, 3)",rzeczownik,suka owczarka niemieckiego ,"['suka', 'owczarek niemiecki']",,2
152,wilczura,"(1, 4)",rzeczownik,samica wilka ,"['samica', 'wilk']",,2
153,wilczura,"(2, 1)",rzeczownik,",  B. lp od: wilczur ",['wilczur'],['B.'],5
154,wilczurek,"(1, 1)",rzeczownik,wilczur ,['wilczur'],,1
155,wilczurzy,"(1, 1)",przymiotnik,z wilczurem ;  dotyczący wilczura ,"['z', 'wilczur', 'dotyczyć', 'wilczur']",,5
156,wilczurzy,"(1, 2)",przymiotnik,dla wilczura ,"['dla', 'wilczur']",,2
157,wilczy,"(1, 1)",przymiotnik relacyjny,"z wilkiem ,  dotyczący wilka ","['z', 'wilk', 'dotyczyć', 'wilk']",,5
158,wilczy,"(2, 1)",przymiotnik dzierżawczy,do wilka ,"['do', 'wilk']",,2
159,wilczy,"(3, 1)",przymiotnik jakościowy,"dla wilka ,  posiadający cechy przypisywane wilkowi ","['dla', 'wilk', 'posiadać', 'cecha', 'przypisywać', 'wilk']",,7
160,wilczyca,"(1, 1)",rzeczownik,samica wilka ,"['samica', 'wilk']",,2
161,wilczyca,"(1, 2)",rzeczownik,suka owczarka niemieckiego ,"['suka', 'owczarek niemiecki']",,2
162,wilczysko,"(1, 1)",rzeczownik,zgrub. od: wilk ,['wilk'],['zgrub.'],3
163,wilczy apetyt,"(1, 1)",fraza rzeczownikowa,duży apetyt ,"['duży', 'apetyt']",,2
164,wilczy bilet,"(1, 1)",fraza rzeczownikowa,zabraniający osobie wydalonej z jakiejś uczelni lub zakładu pracy wstępu na inną uczelnię lub podjęcia pracy gdzie indziej ;  zob. też wilczy bilet w Wikipedii ,"['zabraniać', 'osoba', 'wydalić', 'z', 'jakiś', 'uczelnia', 'lub', 'zakład', 'praca', 'wstęp', 'na', 'inny', 'uczelnia', 'lub', 'podjąć', 'praca', 'gdzie', 'indziej']",,20
165,wilczy dół,"(1, 1)",fraza rzeczownikowa,wykop do łapania zwykle grubej zwierzyny lub jako zasadzka na wroga ,"['wykop', 'do', 'łapanie', 'zwykle', 'gruby', 'zwierzyna', 'lub', 'jako', 'zasadzka', 'na', 'wróg']",,11
166,wilczy głód,"(1, 1)",fraza rzeczownikowa,zob. wilczy apetyt ,[],['zob.'],2
167,wilczy głód,"(1, 2)",fraza rzeczownikowa,bulimia ,[],,1
168,wilczy pazur,"(1, 1)",fraza rzeczownikowa,piąty palec po wewnętrznej stronie tylnych łap psa ,"['piąty', 'palec', 'po', 'wewnętrzny', 'strona', 'tylny', 'łapa', 'pies']",,8
169,Wilczy Szaniec,"(1, 1)",fraza rzeczownikowa,hist. kwatera Hitlera w Gierłoży pod dzisiejszym Kętrzynem ;  zob. też Wilczy Szaniec w Wikipedii ,"['kwatera', 'w:Adolf Hitler', 'w', 'Gierłoż', 'pod', 'dzisiejszy', 'Kętrzyn']",['hist.'],10
